CVEGEO	ola	defunciones	casos_totales	cfr
20259	04_interola_2	0	1	0
20259	05_ola_3	1	4	25
20259	06_interola_3	0	0	NA
20259	07_ola_4	0	0	NA
20260	01_ola_1	0	0	NA
20260	02_interola_1	0	1	0
20260	03_ola_2	0	0	NA
20260	04_interola_2	0	0	NA
20260	05_ola_3	0	1	0
20260	06_interola_3	1	1	100
20260	07_ola_4	0	1	0
20261	01_ola_1	0	0	NA
20261	02_interola_1	0	1	0
20261	03_ola_2	1	7	14.285714285714286
20261	04_interola_2	0	1	0
20261	05_ola_3	0	7	0
20261	06_interola_3	0	1	0
20261	07_ola_4	0	3	0
20262	01_ola_1	0	0	NA
20262	02_interola_1	0	1	0
20262	03_ola_2	0	5	0
20262	04_interola_2	0	0	NA
20262	05_ola_3	0	0	NA
20262	06_interola_3	0	0	NA
20262	07_ola_4	0	0	NA
20263	01_ola_1	0	2	0
20263	02_interola_1	0	0	NA
20263	03_ola_2	1	2	50
20263	04_interola_2	0	0	NA
20263	05_ola_3	0	2	0
20263	06_interola_3	0	1	0
20263	07_ola_4	0	1	0
20264	01_ola_1	0	0	NA
20264	02_interola_1	0	0	NA
20264	03_ola_2	0	1	0
20264	04_interola_2	0	0	NA
20264	05_ola_3	0	0	NA
20264	06_interola_3	0	0	NA
20264	07_ola_4	0	0	NA
20265	01_ola_1	3	4	75
20265	02_interola_1	0	3	0
20265	03_ola_2	1	2	50
20265	04_interola_2	0	3	0
20265	05_ola_3	1	23	4.3478260869565215
20265	06_interola_3	0	0	NA
20265	07_ola_4	0	8	0
20266	01_ola_1	0	2	0
20266	02_interola_1	0	3	0
20266	03_ola_2	2	9	22.22222222222222
20266	04_interola_2	0	1	0
20266	05_ola_3	3	36	8.333333333333334
20266	06_interola_3	0	1	0
20266	07_ola_4	0	35	0
20267	01_ola_1	0	0	NA
20267	02_interola_1	0	0	NA
20267	03_ola_2	0	0	NA
20267	04_interola_2	0	0	NA
20267	05_ola_3	0	0	NA
20267	06_interola_3	0	0	NA
20267	07_ola_4	0	1	0
20268	01_ola_1	0	4	0
20268	02_interola_1	0	0	NA
20268	03_ola_2	0	6	0
20268	04_interola_2	0	0	NA
20268	05_ola_3	0	1	0
20268	06_interola_3	0	0	NA
20268	07_ola_4	0	5	0
20269	01_ola_1	0	5	0
20269	02_interola_1	0	5	0
20269	03_ola_2	1	13	7.6923076923076925
20269	04_interola_2	0	7	0
20269	05_ola_3	1	35	2.857142857142857
20269	06_interola_3	0	0	NA
20269	07_ola_4	1	1	100
20270	01_ola_1	1	1	100
20270	02_interola_1	0	0	NA
20270	03_ola_2	1	3	33.333333333333336
20270	04_interola_2	0	1	0
20270	05_ola_3	0	0	NA
20270	06_interola_3	0	1	0
20270	07_ola_4	0	2	0
20271	01_ola_1	0	1	0
20271	02_interola_1	0	1	0
20271	03_ola_2	0	5	0
20271	04_interola_2	0	0	NA
20271	05_ola_3	2	10	20
20271	06_interola_3	0	1	0
20271	07_ola_4	0	0	NA
20272	01_ola_1	0	1	0
20272	02_interola_1	0	2	0
20272	03_ola_2	0	3	0
20272	04_interola_2	1	2	50
20272	05_ola_3	0	5	0
20272	06_interola_3	0	0	NA
20272	07_ola_4	0	0	NA
20273	01_ola_1	0	0	NA
20273	02_interola_1	0	0	NA
20273	03_ola_2	0	5	0
20273	04_interola_2	0	0	NA
20273	05_ola_3	0	3	0
20273	06_interola_3	0	1	0
20273	07_ola_4	1	3	33.333333333333336
20275	01_ola_1	0	0	NA
20275	02_interola_1	0	1	0
20275	03_ola_2	0	1	0
20275	04_interola_2	0	1	0
20275	05_ola_3	0	0	NA
20275	06_interola_3	0	0	NA
20275	07_ola_4	0	2	0
20276	01_ola_1	0	0	NA
20276	02_interola_1	0	0	NA
20276	03_ola_2	0	0	NA
20276	04_interola_2	0	0	NA
20276	05_ola_3	1	1	100
20276	06_interola_3	0	0	NA
20276	07_ola_4	0	0	NA
20277	01_ola_1	1	6	16.666666666666668
20277	02_interola_1	0	4	0
20277	03_ola_2	1	19	5.2631578947368425
20277	04_interola_2	0	1	0
20277	05_ola_3	3	59	5.084745762711864
20277	06_interola_3	0	4	0
20277	07_ola_4	1	34	2.9411764705882355
20278	01_ola_1	4	24	16.666666666666668
20278	02_interola_1	1	7	14.285714285714286
20278	03_ola_2	2	21	9.523809523809524
20278	04_interola_2	0	0	NA
20278	05_ola_3	6	28	21.428571428571427
20278	06_interola_3	0	2	0
20278	07_ola_4	4	39	10.256410256410257
20279	01_ola_1	0	1	0
20279	02_interola_1	1	2	50
20279	03_ola_2	0	2	0
20279	04_interola_2	0	0	NA
20279	05_ola_3	1	8	12.5
20279	06_interola_3	0	1	0
20279	07_ola_4	3	11	27.272727272727273
20280	01_ola_1	0	0	NA
20280	02_interola_1	0	0	NA
20280	03_ola_2	0	0	NA
20280	04_interola_2	0	11	0
20280	05_ola_3	0	3	0
20280	06_interola_3	1	4	25
20280	07_ola_4	0	18	0
20281	01_ola_1	0	0	NA
20281	02_interola_1	0	1	0
20281	03_ola_2	0	0	NA
20281	04_interola_2	0	0	NA
20281	05_ola_3	0	0	NA
20281	06_interola_3	0	0	NA
20281	07_ola_4	0	1	0
20282	01_ola_1	0	0	NA
20282	02_interola_1	0	0	NA
20282	03_ola_2	0	0	NA
20282	04_interola_2	0	0	NA
20282	05_ola_3	0	1	0
20282	06_interola_3	0	0	NA
20282	07_ola_4	0	0	NA
20283	01_ola_1	1	1	100
20283	02_interola_1	0	1	0
20283	03_ola_2	0	4	0
20283	04_interola_2	0	0	NA
20283	05_ola_3	1	2	50
20283	06_interola_3	0	0	NA
20283	07_ola_4	0	0	NA
20284	01_ola_1	0	1	0
20284	02_interola_1	0	1	0
20284	03_ola_2	0	3	0
20284	04_interola_2	0	0	NA
20284	05_ola_3	0	2	0
20284	06_interola_3	0	0	NA
20284	07_ola_4	0	0	NA
20285	01_ola_1	1	2	50
20285	02_interola_1	0	3	0
20285	03_ola_2	2	4	50
20285	04_interola_2	0	1	0
20285	05_ola_3	0	4	0
20285	06_interola_3	0	2	0
20285	07_ola_4	1	4	25
20286	01_ola_1	1	3	33.333333333333336
20286	02_interola_1	1	3	33.333333333333336
20286	03_ola_2	3	8	37.5
20286	04_interola_2	0	0	NA
20286	05_ola_3	2	11	18.181818181818183
20286	06_interola_3	0	0	NA
20286	07_ola_4	0	1	0
20287	01_ola_1	0	1	0
20287	02_interola_1	0	0	NA
20287	03_ola_2	1	10	10
20287	04_interola_2	0	0	NA
20287	05_ola_3	0	0	NA
20287	06_interola_3	0	0	NA
20287	07_ola_4	0	0	NA
20288	01_ola_1	0	0	NA
20288	02_interola_1	0	0	NA
20288	03_ola_2	0	1	0
20288	04_interola_2	0	0	NA
20288	05_ola_3	0	0	NA
20288	06_interola_3	0	0	NA
20288	07_ola_4	0	1	0
20289	01_ola_1	0	3	0
20289	02_interola_1	0	0	NA
20289	03_ola_2	0	5	0
20289	04_interola_2	0	0	NA
20289	05_ola_3	0	2	0
20289	06_interola_3	0	0	NA
20289	07_ola_4	0	1	0
20290	01_ola_1	0	2	0
20290	02_interola_1	0	0	NA
20290	03_ola_2	1	5	20
20290	04_interola_2	0	0	NA
20290	05_ola_3	1	1	100
20290	06_interola_3	0	2	0
20290	07_ola_4	0	0	NA
20291	01_ola_1	1	6	16.666666666666668
20291	02_interola_1	0	1	0
20291	03_ola_2	1	5	20
20291	04_interola_2	0	1	0
20291	05_ola_3	0	7	0
20291	06_interola_3	0	1	0
20291	07_ola_4	0	2	0
20292	01_ola_1	1	1	100
20292	02_interola_1	1	1	100
20292	03_ola_2	0	4	0
20292	04_interola_2	0	0	NA
20292	05_ola_3	0	2	0
20292	06_interola_3	0	0	NA
20292	07_ola_4	0	1	0
20293	01_ola_1	4	114	3.508771929824561
20293	02_interola_1	7	119	5.882352941176471
20293	03_ola_2	8	249	3.21285140562249
20293	04_interola_2	1	31	3.225806451612903
20293	05_ola_3	7	247	2.834008097165992
20293	06_interola_3	0	30	0
20293	07_ola_4	2	384	0.5208333333333334
20294	01_ola_1	3	29	10.344827586206897
20294	02_interola_1	9	33	27.272727272727273
20294	03_ola_2	7	77	9.090909090909092
20294	04_interola_2	2	10	20
20294	05_ola_3	1	61	1.639344262295082
20294	06_interola_3	1	6	16.666666666666668
20294	07_ola_4	2	80	2.5
20295	01_ola_1	1	23	4.3478260869565215
20295	02_interola_1	1	22	4.545454545454546
20295	03_ola_2	5	54	9.25925925925926
20295	04_interola_2	0	7	0
20295	05_ola_3	4	44	9.090909090909092
20295	06_interola_3	1	3	33.333333333333336
20295	07_ola_4	2	70	2.857142857142857
20296	01_ola_1	0	0	NA
20296	02_interola_1	0	0	NA
20296	03_ola_2	0	1	0
20296	04_interola_2	0	1	0
20296	05_ola_3	0	28	0
20296	06_interola_3	0	0	NA
20296	07_ola_4	0	3	0
20297	01_ola_1	0	1	0
20297	02_interola_1	0	0	NA
20297	03_ola_2	0	1	0
20297	04_interola_2	0	0	NA
20297	05_ola_3	1	2	50
20297	06_interola_3	0	0	NA
20297	07_ola_4	0	0	NA
20298	01_ola_1	3	11	27.272727272727273
20298	02_interola_1	3	38	7.894736842105263
20298	03_ola_2	22	77	28.571428571428573
20298	04_interola_2	0	7	0
20298	05_ola_3	8	39	20.512820512820515
20298	06_interola_3	0	1	0
20298	07_ola_4	0	29	0
20299	01_ola_1	1	1	100
20299	02_interola_1	0	0	NA
20299	03_ola_2	0	0	NA
20299	04_interola_2	0	0	NA
20299	05_ola_3	0	1	0
20299	06_interola_3	0	0	NA
20299	07_ola_4	0	0	NA
20300	01_ola_1	0	3	0
20300	02_interola_1	0	5	0
20300	03_ola_2	5	13	38.46153846153846
20300	04_interola_2	1	4	25
20300	05_ola_3	3	13	23.076923076923077
20300	06_interola_3	0	1	0
20300	07_ola_4	0	6	0
20301	01_ola_1	1	6	16.666666666666668
20301	02_interola_1	0	3	0
20301	03_ola_2	2	25	8
20301	04_interola_2	0	0	NA
20301	05_ola_3	0	3	0
20301	06_interola_3	0	0	NA
20301	07_ola_4	0	10	0
20302	01_ola_1	0	1	0
20302	02_interola_1	0	0	NA
20302	03_ola_2	0	0	NA
20302	04_interola_2	0	1	0
20302	05_ola_3	0	5	0
20302	06_interola_3	0	0	NA
20302	07_ola_4	0	0	NA
20303	01_ola_1	0	2	0
20303	02_interola_1	0	1	0
20303	03_ola_2	0	4	0
20303	04_interola_2	0	0	NA
20303	05_ola_3	1	1	100
20303	06_interola_3	0	0	NA
20303	07_ola_4	0	0	NA
20304	01_ola_1	0	6	0
20304	02_interola_1	0	1	0
20304	03_ola_2	0	2	0
20304	04_interola_2	0	0	NA
20304	05_ola_3	0	2	0
20304	06_interola_3	0	0	NA
20304	07_ola_4	0	0	NA
20305	01_ola_1	1	9	11.11111111111111
20305	02_interola_1	0	1	0
20305	03_ola_2	3	11	27.272727272727273
20305	04_interola_2	0	2	0
20305	05_ola_3	6	73	8.219178082191782
20305	06_interola_3	0	0	NA
20305	07_ola_4	2	88	2.272727272727273
20306	01_ola_1	0	2	0
20306	02_interola_1	0	0	NA
20306	03_ola_2	0	3	0
20306	04_interola_2	0	0	NA
20306	05_ola_3	0	1	0
20306	06_interola_3	0	0	NA
20306	07_ola_4	0	1	0
20307	01_ola_1	7	20	35
20307	02_interola_1	3	6	50
20307	03_ola_2	10	19	52.63157894736842
20307	04_interola_2	0	2	0
20307	05_ola_3	3	54	5.555555555555555
20307	06_interola_3	0	2	0
20307	07_ola_4	1	24	4.166666666666667
20308	01_ola_1	3	12	25
20308	02_interola_1	0	2	0
20308	03_ola_2	0	4	0
20308	04_interola_2	0	0	NA
20308	05_ola_3	4	19	21.05263157894737
20308	06_interola_3	0	3	0
20308	07_ola_4	0	9	0
20309	01_ola_1	3	7	42.857142857142854
20309	02_interola_1	0	1	0
20309	03_ola_2	0	2	0
20309	04_interola_2	0	1	0
20309	05_ola_3	2	5	40
20309	06_interola_3	0	0	NA
20309	07_ola_4	0	3	0
20310	01_ola_1	6	51	11.764705882352942
20310	02_interola_1	5	42	11.904761904761905
20310	03_ola_2	2	74	2.7027027027027026
20310	04_interola_2	0	3	0
20310	05_ola_3	2	140	1.4285714285714286
20310	06_interola_3	0	5	0
20310	07_ola_4	1	138	0.7246376811594203
20312	01_ola_1	0	4	0
20312	02_interola_1	0	1	0
20312	03_ola_2	3	12	25
20312	04_interola_2	1	3	33.333333333333336
20312	05_ola_3	0	2	0
20312	06_interola_3	0	1	0
20312	07_ola_4	0	5	0
20314	01_ola_1	0	0	NA
20314	02_interola_1	0	1	0
20314	03_ola_2	0	1	0
20314	04_interola_2	0	0	NA
20314	05_ola_3	0	0	NA
20314	06_interola_3	0	1	0
20314	07_ola_4	0	2	0
20315	01_ola_1	0	8	0
20315	02_interola_1	0	1	0
20315	03_ola_2	1	11	9.090909090909092
20315	04_interola_2	0	1	0
20315	05_ola_3	0	3	0
20315	06_interola_3	0	0	NA
20315	07_ola_4	0	3	0
20316	01_ola_1	0	0	NA
20316	02_interola_1	0	0	NA
20316	03_ola_2	0	0	NA
20316	04_interola_2	0	0	NA
20316	05_ola_3	0	5	0
20316	06_interola_3	0	0	NA
20316	07_ola_4	0	0	NA
20317	01_ola_1	0	0	NA
20317	02_interola_1	0	0	NA
20317	03_ola_2	0	0	NA
20317	04_interola_2	0	0	NA
20317	05_ola_3	0	0	NA
20317	06_interola_3	0	0	NA
20317	07_ola_4	0	2	0
20318	01_ola_1	15	129	11.627906976744185
20318	02_interola_1	9	83	10.843373493975903
20318	03_ola_2	13	172	7.558139534883721
20318	04_interola_2	4	88	4.545454545454546
20318	05_ola_3	16	618	2.588996763754045
20318	06_interola_3	0	9	0
20318	07_ola_4	2	293	0.6825938566552902
20319	01_ola_1	0	0	NA
20319	02_interola_1	0	2	0
20319	03_ola_2	0	0	NA
20319	04_interola_2	0	0	NA
20319	05_ola_3	0	3	0
20319	06_interola_3	0	0	NA
20319	07_ola_4	0	0	NA
20320	01_ola_1	1	1	100
20320	02_interola_1	0	0	NA
20320	03_ola_2	0	1	0
20320	04_interola_2	0	0	NA
20320	05_ola_3	0	8	0
20320	06_interola_3	0	0	NA
20320	07_ola_4	0	0	NA
20321	01_ola_1	0	0	NA
20321	02_interola_1	0	0	NA
20321	03_ola_2	1	2	50
20321	04_interola_2	0	0	NA
20321	05_ola_3	0	1	0
20321	06_interola_3	0	0	NA
20321	07_ola_4	0	0	NA
20323	01_ola_1	0	1	0
20323	02_interola_1	0	1	0
20323	03_ola_2	0	0	NA
20323	04_interola_2	0	0	NA
20323	05_ola_3	0	0	NA
20323	06_interola_3	0	0	NA
20323	07_ola_4	0	0	NA
20324	01_ola_1	10	52	19.23076923076923
20324	02_interola_1	5	69	7.246376811594203
20324	03_ola_2	17	109	15.596330275229358
20324	04_interola_2	3	40	7.5
20324	05_ola_3	11	336	3.2738095238095237
20324	06_interola_3	1	9	11.11111111111111
20324	07_ola_4	6	208	2.8846153846153846
20325	01_ola_1	1	1	100
20325	02_interola_1	0	5	0
20325	03_ola_2	0	10	0
20325	04_interola_2	0	0	NA
20325	05_ola_3	3	20	15
20325	06_interola_3	0	0	NA
20325	07_ola_4	1	4	25
20326	01_ola_1	0	7	0
20326	02_interola_1	0	1	0
20326	03_ola_2	0	0	NA
20326	04_interola_2	0	0	NA
20326	05_ola_3	0	1	0
20326	06_interola_3	0	2	0
20326	07_ola_4	1	5	20
20327	01_ola_1	2	22	9.090909090909092
20327	02_interola_1	0	0	NA
20327	03_ola_2	5	15	33.333333333333336
20327	04_interola_2	1	3	33.333333333333336
20327	05_ola_3	2	95	2.1052631578947367
20327	06_interola_3	0	0	NA
20327	07_ola_4	1	57	1.7543859649122806
20328	01_ola_1	0	0	NA
20328	02_interola_1	0	0	NA
20328	03_ola_2	0	1	0
20328	04_interola_2	0	0	NA
20328	05_ola_3	0	0	NA
20328	06_interola_3	0	0	NA
20328	07_ola_4	0	0	NA
20329	01_ola_1	0	1	0
20329	02_interola_1	0	0	NA
20329	03_ola_2	0	0	NA
20329	04_interola_2	0	0	NA
20329	05_ola_3	0	0	NA
20329	06_interola_3	0	0	NA
20329	07_ola_4	1	2	50
20330	01_ola_1	0	0	NA
20330	02_interola_1	0	0	NA
20330	03_ola_2	0	2	0
20330	04_interola_2	0	0	NA
20330	05_ola_3	1	66	1.5151515151515151
20330	06_interola_3	0	0	NA
20330	07_ola_4	0	0	NA
20332	01_ola_1	0	0	NA
20332	02_interola_1	0	0	NA
20332	03_ola_2	0	0	NA
20332	04_interola_2	0	0	NA
20332	05_ola_3	0	0	NA
20332	06_interola_3	0	0	NA
20332	07_ola_4	0	1	0
20333	01_ola_1	0	2	0
20333	02_interola_1	0	21	0
20333	03_ola_2	5	33	15.151515151515152
20333	04_interola_2	1	3	33.333333333333336
20333	05_ola_3	1	10	10
20333	06_interola_3	0	3	0
20333	07_ola_4	0	8	0
20334	01_ola_1	7	39	17.94871794871795
20334	02_interola_1	9	52	17.307692307692307
20334	03_ola_2	8	42	19.047619047619047
20334	04_interola_2	2	7	28.571428571428573
20334	05_ola_3	3	71	4.225352112676056
20334	06_interola_3	1	7	14.285714285714286
20334	07_ola_4	2	52	3.8461538461538463
20335	01_ola_1	0	0	NA
20335	02_interola_1	0	0	NA
20335	03_ola_2	0	0	NA
20335	04_interola_2	0	0	NA
20335	05_ola_3	0	1	0
20335	06_interola_3	0	0	NA
20335	07_ola_4	0	0	NA
20336	01_ola_1	0	0	NA
20336	02_interola_1	0	0	NA
20336	03_ola_2	0	0	NA
20336	04_interola_2	0	0	NA
20336	05_ola_3	0	1	0
20336	06_interola_3	0	10	0
20336	07_ola_4	0	3	0
20337	01_ola_1	0	3	0
20337	02_interola_1	2	3	66.66666666666667
20337	03_ola_2	1	4	25
20337	04_interola_2	0	0	NA
20337	05_ola_3	2	7	28.571428571428573
20337	06_interola_3	0	0	NA
20337	07_ola_4	0	15	0
20338	01_ola_1	6	73	8.219178082191782
20338	02_interola_1	4	74	5.405405405405405
20338	03_ola_2	15	169	8.875739644970414
20338	04_interola_2	2	16	12.5
20338	05_ola_3	3	163	1.8404907975460123
20338	06_interola_3	1	16	6.25
20338	07_ola_4	2	255	0.7843137254901961
20339	01_ola_1	0	7	0
20339	02_interola_1	0	5	0
20339	03_ola_2	3	19	15.789473684210526
20339	04_interola_2	1	1	100
20339	05_ola_3	2	18	11.11111111111111
20339	06_interola_3	0	1	0
20339	07_ola_4	0	4	0
20340	01_ola_1	1	4	25
20340	02_interola_1	1	1	100
20340	03_ola_2	2	5	40
20340	04_interola_2	0	1	0
20340	05_ola_3	0	1	0
20340	06_interola_3	0	0	NA
20340	07_ola_4	0	1	0
20341	01_ola_1	0	0	NA
20341	02_interola_1	0	1	0
20341	03_ola_2	0	0	NA
20341	04_interola_2	0	0	NA
20341	05_ola_3	0	3	0
20341	06_interola_3	0	0	NA
20341	07_ola_4	1	2	50
20342	01_ola_1	1	28	3.5714285714285716
20342	02_interola_1	0	14	0
20342	03_ola_2	1	29	3.4482758620689653
20342	04_interola_2	0	7	0
20342	05_ola_3	1	41	2.4390243902439024
20342	06_interola_3	0	2	0
20342	07_ola_4	0	51	0
20343	01_ola_1	0	3	0
20343	02_interola_1	0	6	0
20343	03_ola_2	2	17	11.764705882352942
20343	04_interola_2	0	0	NA
20343	05_ola_3	1	41	2.4390243902439024
20343	06_interola_3	0	4	0
20343	07_ola_4	0	15	0
20344	01_ola_1	0	0	NA
20344	02_interola_1	1	4	25
20344	03_ola_2	0	1	0
20344	04_interola_2	0	0	NA
20344	05_ola_3	0	6	0
20344	06_interola_3	0	0	NA
20344	07_ola_4	1	6	16.666666666666668
20345	01_ola_1	0	2	0
20345	02_interola_1	0	0	NA
20345	03_ola_2	0	6	0
20345	04_interola_2	0	0	NA
20345	05_ola_3	1	3	33.333333333333336
20345	06_interola_3	0	0	NA
20345	07_ola_4	0	2	0
20346	01_ola_1	0	0	NA
20346	02_interola_1	0	0	NA
20346	03_ola_2	0	3	0
20346	04_interola_2	0	0	NA
20346	05_ola_3	0	3	0
20346	06_interola_3	0	0	NA
20346	07_ola_4	0	1	0
20347	01_ola_1	0	0	NA
20347	02_interola_1	0	1	0
20347	03_ola_2	0	1	0
20347	04_interola_2	0	0	NA
20347	05_ola_3	0	4	0
20347	06_interola_3	0	2	0
20347	07_ola_4	1	6	16.666666666666668
20348	01_ola_1	0	4	0
20348	02_interola_1	1	9	11.11111111111111
20348	03_ola_2	0	7	0
20348	04_interola_2	0	2	0
20348	05_ola_3	1	25	4
20348	06_interola_3	1	1	100
20348	07_ola_4	1	14	7.142857142857143
20349	01_ola_1	0	2	0
20349	02_interola_1	0	2	0
20349	03_ola_2	1	7	14.285714285714286
20349	04_interola_2	0	0	NA
20349	05_ola_3	0	11	0
20349	06_interola_3	2	3	66.66666666666667
20349	07_ola_4	0	10	0
20350	01_ola_1	10	194	5.154639175257732
20350	02_interola_1	3	137	2.18978102189781
20350	03_ola_2	16	396	4.040404040404041
20350	04_interola_2	1	45	2.2222222222222223
20350	05_ola_3	3	316	0.9493670886075949
20350	06_interola_3	1	25	4
20350	07_ola_4	2	387	0.5167958656330749
20351	01_ola_1	0	0	NA
20351	02_interola_1	0	1	0
20351	03_ola_2	0	3	0
20351	04_interola_2	1	2	50
20351	05_ola_3	0	4	0
20351	06_interola_3	0	0	NA
20351	07_ola_4	0	3	0
20352	01_ola_1	0	1	0
20352	02_interola_1	0	0	NA
20352	03_ola_2	0	3	0
20352	04_interola_2	0	0	NA
20352	05_ola_3	1	2	50
20352	06_interola_3	0	0	NA
20352	07_ola_4	0	0	NA
20353	01_ola_1	0	2	0
20353	02_interola_1	0	1	0
20353	03_ola_2	0	1	0
20353	04_interola_2	1	2	50
20353	05_ola_3	0	3	0
20353	06_interola_3	0	1	0
20353	07_ola_4	0	1	0
20355	01_ola_1	0	0	NA
20355	02_interola_1	0	0	NA
20355	03_ola_2	0	0	NA
20355	04_interola_2	0	0	NA
20355	05_ola_3	0	0	NA
20355	06_interola_3	0	0	NA
20355	07_ola_4	0	1	0
20356	01_ola_1	0	1	0
20356	02_interola_1	0	0	NA
20356	03_ola_2	2	8	25
20356	04_interola_2	0	0	NA
20356	05_ola_3	1	2	50
20356	06_interola_3	0	0	NA
20356	07_ola_4	1	4	25
20358	01_ola_1	1	3	33.333333333333336
20358	02_interola_1	0	0	NA
20358	03_ola_2	0	3	0
20358	04_interola_2	0	0	NA
20358	05_ola_3	0	3	0
20358	06_interola_3	0	1	0
20358	07_ola_4	1	3	33.333333333333336
20359	01_ola_1	0	0	NA
20359	02_interola_1	0	0	NA
20359	03_ola_2	0	1	0
20359	04_interola_2	0	1	0
20359	05_ola_3	0	0	NA
20359	06_interola_3	0	0	NA
20359	07_ola_4	0	1	0
20360	01_ola_1	1	5	20
20360	02_interola_1	1	4	25
20360	03_ola_2	5	25	20
20360	04_interola_2	0	2	0
20360	05_ola_3	0	9	0
20360	06_interola_3	2	4	50
20360	07_ola_4	0	35	0
20361	01_ola_1	0	0	NA
20361	02_interola_1	0	0	NA
20361	03_ola_2	0	0	NA
20361	04_interola_2	0	0	NA
20361	05_ola_3	0	1	0
20361	06_interola_3	0	0	NA
20361	07_ola_4	0	0	NA
20362	01_ola_1	0	2	0
20362	02_interola_1	0	0	NA
20362	03_ola_2	0	7	0
20362	04_interola_2	0	0	NA
20362	05_ola_3	1	5	20
20362	06_interola_3	0	0	NA
20362	07_ola_4	0	1	0
20363	01_ola_1	0	1	0
20363	02_interola_1	0	2	0
20363	03_ola_2	3	14	21.428571428571427
20363	04_interola_2	0	0	NA
20363	05_ola_3	1	12	8.333333333333334
20363	06_interola_3	0	0	NA
20363	07_ola_4	0	2	0
20364	01_ola_1	2	26	7.6923076923076925
20364	02_interola_1	3	13	23.076923076923077
20364	03_ola_2	4	45	8.88888888888889
20364	04_interola_2	0	11	0
20364	05_ola_3	5	190	2.6315789473684212
20364	06_interola_3	1	10	10
20364	07_ola_4	0	72	0
20365	01_ola_1	1	1	100
20365	02_interola_1	0	1	0
20365	03_ola_2	0	1	0
20365	04_interola_2	0	0	NA
20365	05_ola_3	0	0	NA
20365	06_interola_3	0	1	0
20365	07_ola_4	0	13	0
20366	01_ola_1	0	4	0
20366	02_interola_1	0	1	0
20366	03_ola_2	0	3	0
20366	04_interola_2	0	1	0
20366	05_ola_3	0	2	0
20366	06_interola_3	0	0	NA
20366	07_ola_4	0	2	0
20367	01_ola_1	2	7	28.571428571428573
20367	02_interola_1	0	1	0
20367	03_ola_2	1	1	100
20367	04_interola_2	0	0	NA
20367	05_ola_3	1	2	50
20367	06_interola_3	0	0	NA
20367	07_ola_4	0	3	0
20368	01_ola_1	0	3	0
20368	02_interola_1	0	1	0
20368	03_ola_2	0	24	0
20368	04_interola_2	0	0	NA
20368	05_ola_3	0	7	0
20368	06_interola_3	0	0	NA
20368	07_ola_4	0	9	0
20369	01_ola_1	1	3	33.333333333333336
20369	02_interola_1	0	3	0
20369	03_ola_2	1	16	6.25
20369	04_interola_2	0	0	NA
20369	05_ola_3	0	14	0
20369	06_interola_3	0	4	0
20369	07_ola_4	0	23	0
20370	01_ola_1	0	0	NA
20370	02_interola_1	0	0	NA
20370	03_ola_2	0	1	0
20370	04_interola_2	0	0	NA
20370	05_ola_3	0	2	0
20370	06_interola_3	0	0	NA
20370	07_ola_4	0	5	0
20371	01_ola_1	0	0	NA
20371	02_interola_1	0	0	NA
20371	03_ola_2	1	1	100
20371	04_interola_2	0	0	NA
20371	05_ola_3	0	4	0
20371	06_interola_3	0	2	0
20371	07_ola_4	0	1	0
20372	01_ola_1	0	0	NA
20372	02_interola_1	0	0	NA
20372	03_ola_2	1	3	33.333333333333336
20372	04_interola_2	0	0	NA
20372	05_ola_3	0	0	NA
20372	06_interola_3	0	0	NA
20372	07_ola_4	0	2	0
20373	01_ola_1	0	0	NA
20373	02_interola_1	0	0	NA
20373	03_ola_2	0	0	NA
20373	04_interola_2	0	0	NA
20373	05_ola_3	0	0	NA
20373	06_interola_3	0	0	NA
20373	07_ola_4	0	1	0
20374	01_ola_1	0	1	0
20374	02_interola_1	0	0	NA
20374	03_ola_2	0	0	NA
20374	04_interola_2	0	1	0
20374	05_ola_3	0	0	NA
20374	06_interola_3	0	0	NA
20374	07_ola_4	0	1	0
20375	01_ola_1	5	88	5.681818181818182
20375	02_interola_1	3	89	3.3707865168539324
20375	03_ola_2	15	251	5.9760956175298805
20375	04_interola_2	1	26	3.8461538461538463
20375	05_ola_3	7	294	2.380952380952381
20375	06_interola_3	0	17	0
20375	07_ola_4	2	233	0.8583690987124464
20377	01_ola_1	0	0	NA
20377	02_interola_1	0	2	0
20377	03_ola_2	1	12	8.333333333333334
20377	04_interola_2	0	1	0
20377	05_ola_3	0	16	0
20377	06_interola_3	0	0	NA
20377	07_ola_4	0	3	0
20378	01_ola_1	0	4	0
20378	02_interola_1	0	3	0
20378	03_ola_2	0	5	0
20378	04_interola_2	0	0	NA
20378	05_ola_3	4	27	14.814814814814815
20378	06_interola_3	0	0	NA
20378	07_ola_4	0	5	0
20379	01_ola_1	0	0	NA
20379	02_interola_1	0	0	NA
20379	03_ola_2	1	3	33.333333333333336
20379	04_interola_2	0	0	NA
20379	05_ola_3	0	2	0
20379	06_interola_3	0	0	NA
20379	07_ola_4	0	2	0
20380	01_ola_1	0	2	0
20380	02_interola_1	0	11	0
20380	03_ola_2	0	13	0
20380	04_interola_2	0	0	NA
20380	05_ola_3	1	36	2.7777777777777777
20380	06_interola_3	0	1	0
20380	07_ola_4	0	4	0
20381	01_ola_1	1	4	25
20381	02_interola_1	2	3	66.66666666666667
20381	03_ola_2	2	12	16.666666666666668
20381	04_interola_2	0	0	NA
20381	05_ola_3	1	9	11.11111111111111
