CVEGEO	ola	defunciones	casos_totales	cfr
10005	01_ola_1	172	2319	7.416990081931867
10005	02_interola_1	289	5594	5.166249553092599
10005	03_ola_2	601	9775	6.148337595907928
10005	04_interola_2	58	1119	5.18319928507596
10005	05_ola_3	243	8195	2.965222696766321
10005	06_interola_3	30	724	4.143646408839779
10005	07_ola_4	123	10189	1.20718421827461
10006	01_ola_1	0	4	0
10006	02_interola_1	2	3	66.66666666666667
10006	03_ola_2	1	13	7.6923076923076925
10006	04_interola_2	0	0	NA
10006	05_ola_3	0	3	0
10006	06_interola_3	0	3	0
10006	07_ola_4	1	11	9.090909090909092
10007	01_ola_1	186	1900	9.789473684210526
10007	02_interola_1	155	1938	7.997936016511868
10007	03_ola_2	472	3345	14.110612855007474
10007	04_interola_2	23	222	10.36036036036036
10007	05_ola_3	120	1501	7.994670219853431
10007	06_interola_3	61	743	8.209959623149395
10007	07_ola_4	161	3775	4.264900662251655
10008	01_ola_1	8	51	15.686274509803921
10008	02_interola_1	18	125	14.4
10008	03_ola_2	13	228	5.701754385964913
10008	04_interola_2	2	22	9.090909090909092
10008	05_ola_3	4	86	4.651162790697675
10008	06_interola_3	3	12	25
10008	07_ola_4	5	144	3.4722222222222223
10009	01_ola_1	1	1	100
10009	02_interola_1	1	4	25
10009	03_ola_2	1	17	5.882352941176471
10009	04_interola_2	0	7	0
10009	05_ola_3	6	62	9.67741935483871
10009	06_interola_3	0	1	0
10009	07_ola_4	2	32	6.25
10010	01_ola_1	0	8	0
10010	02_interola_1	0	1	0
10010	03_ola_2	2	21	9.523809523809524
10010	04_interola_2	0	3	0
10010	05_ola_3	3	16	18.75
10010	06_interola_3	1	2	50
10010	07_ola_4	0	7	0
10011	01_ola_1	1	1	100
10011	02_interola_1	0	4	0
10011	03_ola_2	4	20	20
10011	04_interola_2	0	2	0
10011	05_ola_3	1	18	5.555555555555555
10011	06_interola_3	0	5	0
10011	07_ola_4	1	11	9.090909090909092
10012	01_ola_1	35	506	6.91699604743083
10012	02_interola_1	30	644	4.658385093167702
10012	03_ola_2	56	951	5.888538380651945
10012	04_interola_2	0	46	0
10012	05_ola_3	17	431	3.9443155452436196
10012	06_interola_3	13	202	6.435643564356436
10012	07_ola_4	21	650	3.230769230769231
10013	01_ola_1	1	24	4.166666666666667
10013	02_interola_1	2	23	8.695652173913043
10013	03_ola_2	5	97	5.154639175257732
10013	04_interola_2	0	5	0
10013	05_ola_3	9	102	8.823529411764707
10013	06_interola_3	0	5	0
10013	07_ola_4	1	20	5
10014	01_ola_1	2	21	9.523809523809524
10014	02_interola_1	1	15	6.666666666666667
10014	03_ola_2	3	47	6.382978723404255
10014	04_interola_2	0	5	0
10014	05_ola_3	9	213	4.225352112676056
10014	06_interola_3	0	11	0
10014	07_ola_4	2	77	2.5974025974025974
10015	01_ola_1	1	8	12.5
10015	02_interola_1	2	15	13.333333333333334
10015	03_ola_2	6	28	21.428571428571427
10015	04_interola_2	0	1	0
10015	05_ola_3	4	26	15.384615384615385
10015	06_interola_3	1	3	33.333333333333336
10015	07_ola_4	3	8	37.5
10016	01_ola_1	5	9	55.55555555555556
10016	02_interola_1	6	24	25
10016	03_ola_2	15	56	26.785714285714285
10016	04_interola_2	0	2	0
10016	05_ola_3	3	33	9.090909090909092
10016	06_interola_3	0	2	0
10016	07_ola_4	2	48	4.166666666666667
10017	01_ola_1	0	4	0
10017	02_interola_1	1	28	3.5714285714285716
10017	03_ola_2	5	137	3.6496350364963503
10017	04_interola_2	0	53	0
10017	05_ola_3	0	169	0
10017	06_interola_3	1	6	16.666666666666668
10017	07_ola_4	3	66	4.545454545454546
10018	01_ola_1	1	9	11.11111111111111
10018	02_interola_1	0	17	0
10018	03_ola_2	8	97	8.24742268041237
10018	04_interola_2	2	13	15.384615384615385
10018	05_ola_3	6	90	6.666666666666667
10018	06_interola_3	2	30	6.666666666666667
10018	07_ola_4	5	66	7.575757575757576
10019	01_ola_1	0	1	0
10019	02_interola_1	0	4	0
10019	03_ola_2	1	1	100
10019	04_interola_2	0	0	NA
10019	05_ola_3	3	17	17.647058823529413
10019	06_interola_3	0	0	NA
10019	07_ola_4	0	0	NA
10020	01_ola_1	2	17	11.764705882352942
10020	02_interola_1	3	12	25
10020	03_ola_2	10	46	21.73913043478261
10020	04_interola_2	1	23	4.3478260869565215
10020	05_ola_3	1	113	0.8849557522123894
10020	06_interola_3	0	1	0
10020	07_ola_4	4	86	4.651162790697675
10021	01_ola_1	2	6	33.333333333333336
10021	02_interola_1	3	13	23.076923076923077
10021	03_ola_2	5	24	20.833333333333332
10021	04_interola_2	0	4	0
10021	05_ola_3	1	14	7.142857142857143
10021	06_interola_3	1	7	14.285714285714286
10021	07_ola_4	2	24	8.333333333333334
10022	01_ola_1	5	22	22.727272727272727
10022	02_interola_1	9	63	14.285714285714286
10022	03_ola_2	13	119	10.92436974789916
10022	04_interola_2	0	6	0
10022	05_ola_3	3	42	7.142857142857143
10022	06_interola_3	1	7	14.285714285714286
10022	07_ola_4	7	90	7.777777777777778
10023	01_ola_1	4	68	5.882352941176471
10023	02_interola_1	11	268	4.104477611940299
10023	03_ola_2	21	501	4.191616766467066
10023	04_interola_2	8	297	2.6936026936026938
10023	05_ola_3	28	617	4.538087520259319
10023	06_interola_3	5	79	6.329113924050633
10023	07_ola_4	7	187	3.7433155080213902
10024	01_ola_1	0	4	0
10024	02_interola_1	3	43	6.976744186046512
10024	03_ola_2	9	101	8.910891089108912
10024	04_interola_2	0	15	0
10024	05_ola_3	5	136	3.676470588235294
10024	06_interola_3	5	59	8.474576271186441
10024	07_ola_4	7	99	7.070707070707071
10025	01_ola_1	0	2	0
10025	02_interola_1	1	3	33.333333333333336
10025	03_ola_2	0	6	0
10025	04_interola_2	0	3	0
10025	05_ola_3	0	9	0
10025	06_interola_3	1	3	33.333333333333336
10025	07_ola_4	1	10	10
10026	01_ola_1	6	20	30
10026	02_interola_1	4	63	6.349206349206349
10026	03_ola_2	2	44	4.545454545454546
10026	04_interola_2	1	1	100
10026	05_ola_3	9	363	2.479338842975207
10026	06_interola_3	2	55	3.6363636363636362
10026	07_ola_4	1	675	0.14814814814814814
10027	01_ola_1	0	0	NA
10027	02_interola_1	0	2	0
10027	03_ola_2	1	6	16.666666666666668
10027	04_interola_2	0	0	NA
10027	05_ola_3	0	1	0
10027	06_interola_3	1	1	100
10027	07_ola_4	2	7	28.571428571428573
10028	01_ola_1	0	8	0
10028	02_interola_1	1	23	4.3478260869565215
10028	03_ola_2	8	107	7.4766355140186915
10028	04_interola_2	2	7	28.571428571428573
10028	05_ola_3	1	51	1.9607843137254901
10028	06_interola_3	0	12	0
10028	07_ola_4	2	30	6.666666666666667
10029	01_ola_1	0	1	0
10029	02_interola_1	1	10	10
10029	03_ola_2	0	9	0
10029	04_interola_2	0	0	NA
10029	05_ola_3	0	1	0
10029	06_interola_3	0	0	NA
10029	07_ola_4	0	1	0
10030	01_ola_1	0	0	NA
10030	02_interola_1	0	0	NA
10030	03_ola_2	2	9	22.22222222222222
10030	04_interola_2	0	0	NA
10030	05_ola_3	0	1	0
10030	06_interola_3	0	0	NA
10030	07_ola_4	0	0	NA
10031	01_ola_1	0	7	0
10031	02_interola_1	1	4	25
10031	03_ola_2	7	53	13.20754716981132
10031	04_interola_2	1	1	100
10031	05_ola_3	2	14	14.285714285714286
10031	06_interola_3	1	2	50
10031	07_ola_4	1	10	10
10032	01_ola_1	8	44	18.181818181818183
10032	02_interola_1	8	39	20.512820512820515
10032	03_ola_2	21	232	9.051724137931034
10032	04_interola_2	3	33	9.090909090909092
10032	05_ola_3	7	358	1.9553072625698324
10032	06_interola_3	3	11	27.272727272727273
10032	07_ola_4	9	528	1.7045454545454546
10033	01_ola_1	0	1	0
10033	02_interola_1	3	23	13.043478260869565
10033	03_ola_2	3	36	8.333333333333334
10033	04_interola_2	0	4	0
10033	05_ola_3	3	14	21.428571428571427
10033	06_interola_3	0	0	NA
10033	07_ola_4	1	23	4.3478260869565215
10034	01_ola_1	2	58	3.4482758620689653
10034	02_interola_1	2	43	4.651162790697675
10034	03_ola_2	2	22	9.090909090909092
10034	04_interola_2	1	20	5
10034	05_ola_3	4	30	13.333333333333334
10034	06_interola_3	0	2	0
10034	07_ola_4	0	20	0
10035	01_ola_1	0	1	0
10035	02_interola_1	0	3	0
10035	03_ola_2	4	31	12.903225806451612
10035	04_interola_2	0	0	NA
10035	05_ola_3	10	97	10.309278350515465
10035	06_interola_3	0	1	0
10035	07_ola_4	1	20	5
10036	01_ola_1	14	79	17.72151898734177
10036	02_interola_1	4	10	40
10036	03_ola_2	14	40	35
10036	04_interola_2	0	1	0
10036	05_ola_3	4	19	21.05263157894737
10036	06_interola_3	1	7	14.285714285714286
10036	07_ola_4	1	9	11.11111111111111
10037	01_ola_1	0	1	0
10037	02_interola_1	0	0	NA
10037	03_ola_2	2	84	2.380952380952381
10037	04_interola_2	2	2	100
10037	05_ola_3	0	3	0
10037	06_interola_3	0	0	NA
10037	07_ola_4	0	0	NA
10038	01_ola_1	2	11	18.181818181818183
10038	02_interola_1	13	90	14.444444444444445
10038	03_ola_2	13	158	8.227848101265822
10038	04_interola_2	0	8	0
10038	05_ola_3	5	157	3.1847133757961785
10038	06_interola_3	0	11	0
10038	07_ola_4	0	148	0
10039	01_ola_1	0	15	0
10039	02_interola_1	7	156	4.487179487179487
10039	03_ola_2	15	425	3.5294117647058822
10039	04_interola_2	3	26	11.538461538461538
10039	05_ola_3	10	313	3.194888178913738
10039	06_interola_3	5	35	14.285714285714286
10039	07_ola_4	6	190	3.1578947368421053
11001	01_ola_1	14	160	8.75
11001	02_interola_1	8	147	5.442176870748299
11001	03_ola_2	74	383	19.321148825065276
11001	04_interola_2	1	10	10
11001	05_ola_3	15	176	8.522727272727273
11001	06_interola_3	7	63	11.11111111111111
11001	07_ola_4	19	233	8.15450643776824
11002	01_ola_1	19	407	4.6683046683046685
11002	02_interola_1	25	705	3.5460992907801416
11002	03_ola_2	157	2091	7.508369201339073
11002	04_interola_2	3	81	3.7037037037037037
11002	05_ola_3	33	939	3.5143769968051117
11002	06_interola_3	14	168	8.333333333333334
11002	07_ola_4	25	1716	1.456876456876457
11003	01_ola_1	24	296	8.108108108108109
11003	02_interola_1	18	398	4.522613065326633
11003	03_ola_2	167	1983	8.421583459404943
11003	04_interola_2	7	122	5.737704918032787
11003	05_ola_3	67	1645	4.072948328267477
11003	06_interola_3	22	228	9.649122807017545
11003	07_ola_4	12	1333	0.900225056264066
11004	01_ola_1	8	100	8
11004	02_interola_1	12	168	7.142857142857143
11004	03_ola_2	65	728	8.928571428571429
11004	04_interola_2	1	53	1.8867924528301887
11004	05_ola_3	48	1035	4.63768115942029
11004	06_interola_3	1	63	1.5873015873015872
11004	07_ola_4	10	473	2.1141649048625792
11005	01_ola_1	26	192	13.541666666666666
11005	02_interola_1	17	212	8.018867924528301
11005	03_ola_2	109	958	11.377870563674321
11005	04_interola_2	2	42	4.761904761904762
11005	05_ola_3	29	1164	2.491408934707904
11005	06_interola_3	8	241	3.319502074688797
11005	07_ola_4	13	1758	0.7394766780432309
11006	01_ola_1	0	3	0
11006	02_interola_1	0	1	0
11006	03_ola_2	1	35	2.857142857142857
11006	04_interola_2	0	1	0
11006	05_ola_3	0	51	0
11006	06_interola_3	0	21	0
11006	07_ola_4	0	15	0
11007	01_ola_1	199	2175	9.149425287356323
11007	02_interola_1	132	2572	5.132192846034215
11007	03_ola_2	589	6790	8.674521354933725
11007	04_interola_2	8	327	2.4464831804281344
11007	05_ola_3	177	5509	3.2129243056816117
11007	06_interola_3	91	1788	5.089485458612975
11007	07_ola_4	70	5705	1.2269938650306749
11008	01_ola_1	5	71	7.042253521126761
11008	02_interola_1	11	152	7.2368421052631575
11008	03_ola_2	51	583	8.747855917667238
11008	04_interola_2	1	14	7.142857142857143
11008	05_ola_3	14	379	3.6939313984168867
11008	06_interola_3	4	65	6.153846153846154
11008	07_ola_4	6	414	1.4492753623188406
11009	01_ola_1	15	130	11.538461538461538
11009	02_interola_1	15	170	8.823529411764707
11009	03_ola_2	69	682	10.117302052785924
11009	04_interola_2	2	43	4.651162790697675
11009	05_ola_3	24	727	3.3012379642365888
11009	06_interola_3	19	279	6.810035842293907
11009	07_ola_4	10	534	1.8726591760299625
11010	01_ola_1	1	38	2.6315789473684212
11010	02_interola_1	2	60	3.3333333333333335
11010	03_ola_2	3	235	1.2765957446808511
11010	04_interola_2	0	50	0
11010	05_ola_3	3	314	0.9554140127388535
11010	06_interola_3	2	67	2.985074626865672
11010	07_ola_4	1	237	0.4219409282700422
11011	01_ola_1	47	351	13.39031339031339
11011	02_interola_1	39	420	9.285714285714286
11011	03_ola_2	126	999	12.612612612612613
11011	04_interola_2	2	35	5.714285714285714
11011	05_ola_3	27	595	4.53781512605042
11011	06_interola_3	20	220	9.090909090909092
11011	07_ola_4	18	743	2.4226110363391657
11012	01_ola_1	2	110	1.8181818181818181
11012	02_interola_1	3	126	2.380952380952381
11012	03_ola_2	24	314	7.643312101910828
11012	04_interola_2	0	16	0
11012	05_ola_3	7	263	2.661596958174905
11012	06_interola_3	7	173	4.046242774566474
11012	07_ola_4	5	202	2.4752475247524752
11013	01_ola_1	4	26	15.384615384615385
11013	02_interola_1	4	38	10.526315789473685
11013	03_ola_2	13	221	5.882352941176471
11013	04_interola_2	1	19	5.2631578947368425
11013	05_ola_3	8	244	3.278688524590164
11013	06_interola_3	0	12	0
11013	07_ola_4	7	133	5.2631578947368425
11014	01_ola_1	36	414	8.695652173913043
11014	02_interola_1	27	578	4.671280276816609
11014	03_ola_2	129	1531	8.425865447419987
11014	04_interola_2	10	159	6.289308176100629
11014	05_ola_3	72	1149	6.266318537859008
11014	06_interola_3	11	111	9.90990990990991
11014	07_ola_4	11	723	1.5214384508990317
11015	01_ola_1	70	732	9.562841530054644
11015	02_interola_1	51	886	5.756207674943567
11015	03_ola_2	226	3356	6.734207389749702
11015	04_interola_2	12	238	5.042016806722689
11015	05_ola_3	78	1913	4.07736539466806
11015	06_interola_3	27	496	5.443548387096774
11015	07_ola_4	45	3147	1.4299332697807436
11016	01_ola_1	5	83	6.024096385542169
11016	02_interola_1	6	43	13.953488372093023
11016	03_ola_2	18	176	10.227272727272727
11016	04_interola_2	0	13	0
11016	05_ola_3	4	84	4.761904761904762
11016	06_interola_3	3	9	33.333333333333336
11016	07_ola_4	3	151	1.9867549668874172
11017	01_ola_1	285	3064	9.301566579634464
11017	02_interola_1	113	1924	5.873180873180873
11017	03_ola_2	808	8143	9.922632936264277
11017	04_interola_2	23	417	5.5155875299760195
11017	05_ola_3	113	4330	2.6096997690531176
11017	06_interola_3	68	1650	4.121212121212121
11017	07_ola_4	114	10115	1.1270390509144834
11018	01_ola_1	10	196	5.1020408163265305
11018	02_interola_1	9	233	3.8626609442060085
11018	03_ola_2	27	549	4.918032786885246
11018	04_interola_2	1	53	1.8867924528301887
11018	05_ola_3	15	575	2.608695652173913
11018	06_interola_3	4	104	3.8461538461538463
11018	07_ola_4	8	367	2.1798365122615806
11019	01_ola_1	5	82	6.097560975609756
11019	02_interola_1	3	130	2.3076923076923075
11019	03_ola_2	22	536	4.104477611940299
11019	04_interola_2	2	70	2.857142857142857
11019	05_ola_3	26	752	3.4574468085106385
11019	06_interola_3	5	77	6.4935064935064934
11019	07_ola_4	6	359	1.6713091922005572
11020	01_ola_1	1234	11420	10.805604203152365
11020	02_interola_1	311	5614	5.53972212326327
11020	03_ola_2	2445	26140	9.353481254781943
11020	04_interola_2	61	1159	5.2631578947368425
11020	05_ola_3	447	15981	2.7970715224328893
11020	06_interola_3	191	5665	3.3715798764342453
11020	07_ola_4	565	36188	1.5612910357024428
11021	01_ola_1	9	183	4.918032786885246
11021	02_interola_1	15	348	4.310344827586207
11021	03_ola_2	22	815	2.6993865030674846
11021	04_interola_2	1	73	1.36986301369863
11021	05_ola_3	9	632	1.4240506329113924
11021	06_interola_3	3	77	3.896103896103896
11021	07_ola_4	7	480	1.4583333333333333
11022	01_ola_1	4	108	3.7037037037037037
11022	02_interola_1	5	176	2.840909090909091
11022	03_ola_2	6	284	2.112676056338028
11022	04_interola_2	0	6	0
11022	05_ola_3	4	201	1.9900497512437811
11022	06_interola_3	3	18	16.666666666666668
11022	07_ola_4	1	69	1.4492753623188406
11023	01_ola_1	49	407	12.039312039312039
11023	02_interola_1	18	493	3.6511156186612577
11023	03_ola_2	135	1145	11.790393013100436
11023	04_interola_2	4	44	9.090909090909092
11023	05_ola_3	26	867	2.9988465974625145
11023	06_interola_3	11	163	6.748466257668712
11023	07_ola_4	25	887	2.818489289740699
11024	01_ola_1	3	40	7.5
11024	02_interola_1	1	36	2.7777777777777777
11024	03_ola_2	15	160	9.375
11024	04_interola_2	0	1	0
11024	05_ola_3	3	50	6
11024	06_interola_3	0	37	0
11024	07_ola_4	2	192	1.0416666666666667
11025	01_ola_1	19	182	10.43956043956044
11025	02_interola_1	10	177	5.649717514124294
11025	03_ola_2	110	866	12.702078521939955
11025	04_interola_2	1	13	7.6923076923076925
11025	05_ola_3	21	287	7.317073170731708
11025	06_interola_3	5	89	5.617977528089888
11025	07_ola_4	13	469	2.771855010660981
11026	01_ola_1	21	318	6.60377358490566
11026	02_interola_1	5	115	4.3478260869565215
11026	03_ola_2	57	861	6.620209059233449
11026	04_interola_2	2	22	9.090909090909092
11026	05_ola_3	3	165	1.8181818181818181
11026	06_interola_3	10	83	12.048192771084338
11026	07_ola_4	25	397	6.297229219143577
11027	01_ola_1	110	1258	8.744038155802862
11027	02_interola_1	100	1614	6.195786864931846
11027	03_ola_2	360	3529	10.201190138849533
11027	04_interola_2	20	261	7.662835249042145
11027	05_ola_3	62	1860	3.3333333333333335
11027	06_interola_3	23	553	4.159132007233273
11027	07_ola_4	71	3798	1.8694049499736705
11028	01_ola_1	22	368	5.978260869565218
11028	02_interola_1	24	597	4.0201005025125625
11028	03_ola_2	124	1546	8.020698576972833
11028	04_interola_2	6	108	5.555555555555555
11028	05_ola_3	50	1337	3.7397157816005984
11028	06_interola_3	24	284	8.450704225352112
11028	07_ola_4	26	1083	2.4007386888273317
11029	01_ola_1	3	137	2.18978102189781
11029	02_interola_1	3	288	1.0416666666666667
11029	03_ola_2	31	514	6.031128404669261
11029	04_interola_2	0	24	0
11029	05_ola_3	11	445	2.4719101123595504
11029	06_interola_3	2	44	4.545454545454546
11029	07_ola_4	5	178	2.808988764044944
11030	01_ola_1	11	252	4.365079365079365
11030	02_interola_1	27	581	4.647160068846816
11030	03_ola_2	52	1129	4.605845881310895
11030	04_interola_2	3	107	2.803738317757009
11030	05_ola_3	49	831	5.896510228640192
11030	06_interola_3	8	117	6.837606837606837
11030	07_ola_4	14	657	2.13089802130898
11031	01_ola_1	55	571	9.632224168126095
11031	02_interola_1	17	482	3.5269709543568464
11031	03_ola_2	235	1662	14.1395908543923
11031	04_interola_2	0	20	0
11031	05_ola_3	19	552	3.4420289855072466
11031	06_interola_3	14	186	7.526881720430108
11031	07_ola_4	33	1051	3.1398667935299716
11032	01_ola_1	16	159	10.062893081761006
11032	02_interola_1	18	236	7.627118644067797
11032	03_ola_2	73	595	12.268907563025211
11032	04_interola_2	5	54	9.25925925925926
11032	05_ola_3	46	1093	4.208600182982616
11032	06_interola_3	9	91	9.89010989010989
11032	07_ola_4	12	941	1.2752391073326248
11033	01_ola_1	41	393	10.432569974554708
11033	02_interola_1	49	559	8.765652951699463
11033	03_ola_2	113	1232	9.172077922077921
11033	04_interola_2	4	112	3.5714285714285716
11033	05_ola_3	58	1201	4.8293089092422985
11033	06_interola_3	9	132	6.818181818181818
11033	07_ola_4	27	881	3.064699205448354
11034	01_ola_1	0	6	0
11034	02_interola_1	0	0	NA
11034	03_ola_2	2	29	6.896551724137931
11034	04_interola_2	0	0	NA
11034	05_ola_3	1	44	2.272727272727273
11034	06_interola_3	0	8	0
11034	07_ola_4	1	39	2.5641025641025643
11035	01_ola_1	32	260	12.307692307692308
11035	02_interola_1	13	247	5.2631578947368425
11035	03_ola_2	101	990	10.202020202020202
11035	04_interola_2	1	70	1.4285714285714286
11035	05_ola_3	16	612	2.6143790849673203
11035	06_interola_3	9	205	4.390243902439025
11035	07_ola_4	14	978	1.4314928425357873
11036	01_ola_1	3	47	6.382978723404255
11036	02_interola_1	4	45	8.88888888888889
11036	03_ola_2	6	143	4.195804195804196
11036	04_interola_2	0	9	0
11036	05_ola_3	3	242	1.2396694214876034
11036	06_interola_3	1	35	2.857142857142857
11036	07_ola_4	1	166	0.6024096385542169
11037	01_ola_1	141	1164	12.11340206185567
11037	02_interola_1	34	456	7.456140350877193
11037	03_ola_2	207	1757	11.781445645987478
11037	04_interola_2	6	119	5.042016806722689
11037	05_ola_3	42	709	5.923836389280677
11037	06_interola_3	16	274	5.839416058394161
11037	07_ola_4	36	1108	3.2490974729241877
11038	01_ola_1	1	34	2.9411764705882355
11038	02_interola_1	2	37	5.405405405405405
11038	03_ola_2	8	198	4.040404040404041
11038	04_interola_2	0	17	0
11038	05_ola_3	4	233	1.7167381974248928
11038	06_interola_3	3	35	8.571428571428571
11038	07_ola_4	0	221	0
11039	01_ola_1	5	74	6.756756756756757
11039	02_interola_1	4	114	3.508771929824561
11039	03_ola_2	33	340	9.705882352941176
11039	04_interola_2	0	21	0
11039	05_ola_3	12	428	2.803738317757009
11039	06_interola_3	5	102	4.901960784313726
11039	07_ola_4	14	512	2.734375
11040	01_ola_1	3	28	10.714285714285714
11040	02_interola_1	1	44	2.272727272727273
11040	03_ola_2	5	128	3.90625
11040	04_interola_2	1	15	6.666666666666667
11040	05_ola_3	9	218	4.128440366972477
11040	06_interola_3	2	21	9.523809523809524
11040	07_ola_4	3	143	2.097902097902098
11041	01_ola_1	7	146	4.794520547945205
11041	02_interola_1	7	384	1.8229166666666667
11041	03_ola_2	42	972	4.320987654320987
11041	04_interola_2	6	81	7.407407407407407
11041	05_ola_3	14	748	1.8716577540106951
11041	06_interola_3	2	87	2.2988505747126435
11041	07_ola_4	9	537	1.675977653631285
11042	01_ola_1	37	572	6.468531468531468
11042	02_interola_1	22	506	4.3478260869565215
11042	03_ola_2	102	1734	5.882352941176471
11042	04_interola_2	7	85	8.235294117647058
11042	05_ola_3	30	1093	2.7447392497712717
11042	06_interola_3	3	273	1.098901098901099
11042	07_ola_4	22	1215	1.8106995884773662
11043	01_ola_1	3	18	16.666666666666668
11043	02_interola_1	2	48	4.166666666666667
11043	03_ola_2	16	151	10.596026490066226
11043	04_interola_2	0	6	0
11043	05_ola_3	9	236	3.8135593220338984
11043	06_interola_3	1	9	11.11111111111111
11043	07_ola_4	2	151	1.3245033112582782
11044	01_ola_1	27	185	14.594594594594595
11044	02_interola_1	17	190	8.947368421052632
11044	03_ola_2	62	671	9.23994038748137
11044	04_interola_2	2	62	3.225806451612903
11044	05_ola_3	19	435	4.367816091954023
11044	06_interola_3	2	84	2.380952380952381
11044	07_ola_4	9	691	1.3024602026049203
11045	01_ola_1	2	11	18.181818181818183
11045	02_interola_1	1	17	5.882352941176471
11045	03_ola_2	2	86	2.3255813953488373
11045	04_interola_2	0	1	0
11045	05_ola_3	6	129	4.651162790697675
11045	06_interola_3	2	19	10.526315789473685
11045	07_ola_4	0	77	0
11046	01_ola_1	5	140	3.5714285714285716
11046	02_interola_1	7	335	2.08955223880597
11046	03_ola_2	36	641	5.616224648985959
11046	04_interola_2	1	49	2.0408163265306123
11046	05_ola_3	10	430	2.3255813953488373
11046	06_interola_3	2	54	3.7037037037037037
11046	07_ola_4	9	409	2.2004889975550124
11999	01_ola_1	0	1	0
11999	02_interola_1	0	0	NA
11999	03_ola_2	0	0	NA
11999	04_interola_2	0	0	NA
11999	05_ola_3	0	1	0
11999	06_interola_3	0	0	NA
11999	07_ola_4	0	4	0
12001	01_ola_1	917	6491	14.127253119704205
12001	02_interola_1	291	3381	8.606921029281278
12001	03_ola_2	645	5519	11.686899800688531
12001	04_interola_2	101	1148	8.797909407665506
12001	05_ola_3	803	12781	6.282763477036226
12001	06_interola_3	23	223	10.31390134529148
12001	07_ola_4	126	8124	1.5509601181683899
12002	01_ola_1	2	56	3.5714285714285716
12002	02_interola_1	1	51	1.9607843137254901
12002	03_ola_2	4	26	15.384615384615385
12002	04_interola_2	1	38	2.6315789473684212
12002	05_ola_3	5	80	6.25
12002	06_interola_3	0	1	0
12002	07_ola_4	0	24	0
12003	01_ola_1	11	91	12.087912087912088
12003	02_interola_1	5	20	25
12003	03_ola_2	32	121	26.446280991735538
12003	04_interola_2	0	9	0
12003	05_ola_3	11	80	13.75
12003	06_interola_3	1	3	33.333333333333336
12003	07_ola_4	3	46	6.521739130434782
12004	01_ola_1	3	13	23.076923076923077
12004	02_interola_1	1	6	16.666666666666668
12004	03_ola_2	3	33	9.090909090909092
12004	04_interola_2	1	10	10
12004	05_ola_3	4	48	8.333333333333334
12004	06_interola_3	0	0	NA
12004	07_ola_4	1	17	5.882352941176471
12005	01_ola_1	3	6	50
12005	02_interola_1	1	6	16.666666666666668
12005	03_ola_2	6	19	31.57894736842105
12005	04_interola_2	0	4	0
12005	05_ola_3	7	67	10.447761194029852
12005	06_interola_3	0	0	NA
12005	07_ola_4	0	67	0
12006	01_ola_1	1	5	20
12006	02_interola_1	0	3	0
12006	03_ola_2	5	15	33.333333333333336
12006	04_interola_2	0	1	0
12006	05_ola_3	1	8	12.5
12006	06_interola_3	0	2	0
12006	07_ola_4	0	8	0
12007	01_ola_1	10	113	8.849557522123893
12007	02_interola_1	1	38	2.6315789473684212
12007	03_ola_2	19	92	20.652173913043477
12007	04_interola_2	1	5	20
12007	05_ola_3	8	122	6.557377049180328
12007	06_interola_3	4	17	23.529411764705884
12007	07_ola_4	2	155	1.2903225806451613
12008	01_ola_1	2	3	66.66666666666667
12008	02_interola_1	0	5	0
12008	03_ola_2	3	16	18.75
12008	04_interola_2	0	1	0
12008	05_ola_3	1	7	14.285714285714286
12008	06_interola_3	0	0	NA
12008	07_ola_4	0	6	0
12009	01_ola_1	2	3	66.66666666666667
12009	02_interola_1	1	2	50
12009	03_ola_2	2	3	66.66666666666667
12009	04_interola_2	0	2	0
12009	05_ola_3	0	3	0
12009	06_interola_3	0	0	NA
12009	07_ola_4	0	1	0
12010	01_ola_1	0	3	0
12010	02_interola_1	0	1	0
12010	03_ola_2	1	5	20
12010	04_interola_2	2	5	40
12010	05_ola_3	1	36	2.7777777777777777
12010	06_interola_3	1	1	100
12010	07_ola_4	0	12	0
12011	01_ola_1	22	138	15.942028985507246
12011	02_interola_1	11	157	7.006369426751593
12011	03_ola_2	21	268	7.835820895522388
12011	04_interola_2	3	19	15.789473684210526
12011	05_ola_3	15	365	4.109589041095891
12011	06_interola_3	1	7	14.285714285714286
12011	07_ola_4	7	79	8.860759493670885
12012	01_ola_1	12	103	11.650485436893204
12012	02_interola_1	1	41	2.4390243902439024
12012	03_ola_2	18	108	16.666666666666668
12012	04_interola_2	14	207	6.763285024154589
12012	05_ola_3	14	415	3.3734939759036147
12012	06_interola_3	0	11	0
12012	07_ola_4	1	100	1
12013	01_ola_1	4	15	26.666666666666668
12013	02_interola_1	4	18	22.22222222222222
12013	03_ola_2	5	17	29.41176470588235
12013	04_interola_2	1	15	6.666666666666667
12013	05_ola_3	3	166	1.8072289156626506
12013	06_interola_3	1	8	12.5
12013	07_ola_4	0	29	0
12014	01_ola_1	1	30	3.3333333333333335
12014	02_interola_1	2	24	8.333333333333334
12014	03_ola_2	7	87	8.045977011494253
12014	04_interola_2	0	12	0
12014	05_ola_3	4	156	2.5641025641025643
12014	06_interola_3	0	7	0
12014	07_ola_4	3	58	5.172413793103448
12015	01_ola_1	3	31	9.67741935483871
12015	02_interola_1	2	24	8.333333333333334
