CVEGEO	beds_PAFIL_IPRIV	beds_PAFIL_PDOM	beds_PDER_IMSS	beds_PDER_IMSSB	beds_PDER_ISTE	beds_PDER_SEGP	clinics_PAFIL_IPRIV	clinics_PAFIL_PDOM	clinics_PDER_IMSS	clinics_PDER_IMSSB	clinics_PDER_ISTE	clinics_PDER_SEGP	derechohabientes_PAFIL_IPRIV	derechohabientes_PAFIL_PDOM	derechohabientes_PDER_IMSS	derechohabientes_PDER_IMSSB	derechohabientes_PDER_ISTE	derechohabientes_PDER_SEGP	POBTOT
20292	0	0	0	0	0	0	0	0	1	6	0	0	482	1020	19045	1143	8145	48804	134358
20293	0	0	168	0	110	0	0	0	71	4	67	0	3786	1877	108469	1289	43427	65822	359217
20294	0	0	0	0	0	0	0	0	1	3	2	0	235	110	7174	106	3046	15709	38850
20295	0	0	0	0	0	0	0	0	1	4	0	0	895	307	3247	251	1847	16034	40843
20296	0	0	0	0	0	0	0	0	2	2	0	0	26	26	853	39	606	9793	13873
20297	0	0	0	0	0	0	0	0	0	7	1	0	28	71	649	2499	561	11512	18873
20298	0	0	0	40	0	0	0	0	3	19	2	0	439	443	9725	2950	2991	31133	76813
20299	0	0	0	0	0	0	0	0	3	6	0	0	12	10	618	679	406	8531	13053
20300	0	0	0	0	0	0	0	0	0	7	1	0	22	126	298	129	1757	20984	30917
20301	0	0	0	0	0	0	0	0	2	1	2	0	377	153	5001	211	1910	25616	56857
20302	0	0	0	0	0	0	0	0	0	5	0	0	34	307	661	697	783	21781	30639
20303	0	0	0	0	0	0	0	0	0	1	0	0	2	2	54	182	57	2356	2947
20304	0	0	0	0	0	0	0	0	1	5	4	0	52	156	2381	219	2867	17544	32983
20305	0	0	0	0	53	0	0	3	2	9	15	0	348	9115	16496	517	9106	47981	108683
20306	0	0	0	0	0	0	0	0	0	7	0	0	164	79	1420	2381	709	33190	48126
20307	0	0	0	0	53	0	0	3	2	11	16	0	288	7002	14186	400	7967	48765	102018
20308	0	65	51	0	53	0	0	54	31	12	28	0	1595	27695	55296	1201	23984	98468	301014
20309	0	0	0	0	0	0	0	0	3	14	1	0	95	103	6117	1158	3244	58440	85284
20310	0	0	0	0	0	0	0	0	0	2	0	0	896	1442	43873	314	19385	39040	172491
20311	0	0	0	0	0	0	0	0	1	4	2	0	27	79	938	913	967	8709	14266
20312	0	36	0	0	10	0	0	6	0	11	16	0	261	1452	7664	2118	6224	43888	89153
20313	0	0	0	0	0	0	0	0	1	4	2	0	28	75	930	1011	962	9354	14967
20314	0	0	0	0	0	0	0	0	0	3	2	0	278	71	785	478	909	27213	41118
20315	0	0	0	0	0	0	0	0	2	2	2	0	370	87	4791	167	1443	20080	41352
20316	0	0	0	0	0	0	0	0	0	5	0	0	111	66	495	716	277	14577	19481
20317	0	0	0	0	0	0	0	0	0	5	0	0	26	42	1395	1662	1071	13535	22268
20318	0	0	0	0	0	0	0	0	0	8	3	0	331	869	4939	1517	5759	64087	101994
20319	0	0	0	0	0	0	0	0	0	4	0	0	69	69	445	264	218	13296	17237
20320	0	0	0	2	0	0	0	0	0	5	0	0	24	61	458	1640	593	6229	11050
20321	0	0	0	0	0	0	0	0	1	2	1	0	34	150	1792	81	2035	7654	16343
20322	0	0	0	0	0	0	0	0	0	2	0	0	4	3	115	54	229	7497	9589
20323	0	0	0	0	0	0	0	0	0	6	0	0	7	53	492	579	308	9894	13785
20324	0	29	26	0	0	0	0	8	14	7	2	0	615	1241	16395	1478	3045	40918	92651
20325	0	0	0	40	0	0	0	0	0	22	2	0	548	576	9772	3242	3222	33423	72203
20326	0	0	0	0	0	0	0	0	0	9	1	0	9	22	399	877	765	22634	30337
20327	0	0	0	0	0	0	0	0	4	15	5	0	785	1421	18622	926	8460	62214	161790
20328	0	0	0	0	0	0	0	0	0	4	0	0	49	230	2353	536	1002	28248	49444
20329	0	0	0	0	0	0	0	0	0	3	0	0	6	75	255	711	113	8443	11275
20330	0	0	0	0	0	0	0	0	0	6	0	0	14	15	547	662	1017	32129	43077
20331	0	0	0	0	0	0	0	0	0	3	0	0	27	91	327	75	137	4745	6576
20332	0	0	0	0	0	0	0	0	0	3	0	0	6	30	709	168	1045	4679	8396
20333	0	0	0	40	0	0	0	0	0	21	2	0	477	510	9524	3238	2911	39375	81680
20334	0	0	0	34	0	0	0	0	4	21	11	0	511	604	10923	1637	7475	62529	116872
20335	0	0	0	0	0	0	0	0	2	1	0	0	21	21	781	30	456	4948	8385
20336	0	0	0	0	0	0	0	0	0	5	2	0	24	31	1059	359	1813	28139	38448
20337	0	0	0	0	0	0	0	0	0	7	0	0	87	31	1343	1089	1112	24573	40864
20338	0	0	0	0	0	0	0	0	1	2	0	0	166	189	13631	309	5424	9284	43163
20339	0	0	0	0	0	0	0	0	0	6	0	0	25	40	1027	530	774	6987	12467
20340	0	0	0	28	10	0	0	0	0	26	13	0	568	411	13967	844	11270	35348	107869
20341	0	0	0	0	0	0	0	0	0	2	0	0	24	47	626	84	884	5153	8784
20342	0	0	0	0	0	0	0	0	0	1	0	0	720	1574	40462	315	17796	44159	173748
20343	0	0	0	0	0	0	0	0	0	2	0	0	144	385	5736	241	2179	11409	32298
20344	0	0	0	0	0	0	0	0	4	5	8	0	423	1164	9803	295	6487	48715	94750
20345	0	36	0	0	10	0	0	6	0	10	16	0	281	1636	7382	785	7081	42954	89485
20346	0	0	0	0	0	0	0	0	0	3	0	0	7	22	719	334	826	9701	15103
20347	0	0	0	0	0	0	0	0	0	4	0	0	133	75	1487	2717	115	14681	22537
20348	0	0	0	20	0	0	0	0	0	23	2	0	133	230	4001	2986	1418	31937	58587
20349	0	0	0	0	0	0	0	0	0	0	0	0	156	269	6156	150	2513	13204	32614
20350	0	0	0	0	0	0	0	0	14	0	0	0	558	2167	28536	230	10733	23277	107432
20351	0	0	0	37	0	0	0	0	0	12	2	0	120	875	10665	1449	2476	21861	63546
20352	0	0	0	0	0	0	0	0	0	1	0	0	2	10	161	128	75	7685	9730
20353	0	0	0	37	0	0	0	0	0	12	2	0	119	881	10615	1513	2459	20313	61483
20354	0	0	0	0	0	0	0	0	0	5	0	0	12	29	334	48	213	16330	19023
20355	0	0	0	0	0	0	0	0	0	10	0	0	12	8	270	1548	262	23361	29624
20356	0	0	0	40	0	0	0	0	0	11	2	0	390	446	8655	1673	2511	9354	43113
20357	0	0	0	0	0	0	0	0	0	7	0	0	90	128	1092	759	635	22946	32720
20358	0	0	0	0	0	0	0	0	3	2	2	0	708	234	7008	216	3429	33253	80780
20359	0	0	0	0	0	0	0	0	0	0	0	0	10	4	75	4	145	5222	6520
20360	0	0	0	0	0	0	0	0	1	2	2	0	516	181	4303	395	2805	14999	46766
20361	0	0	0	0	0	0	0	0	0	4	0	0	110	70	450	506	226	12610	16556
20362	0	0	0	37	0	0	0	0	0	11	2	0	118	878	10622	1229	2477	18472	58062
20363	0	0	0	0	0	0	0	0	2	3	0	0	449	237	11325	108	4594	15373	48661
20364	0	0	0	0	0	0	0	0	0	10	4	0	113	259	3394	2162	4589	65798	101926
20365	0	0	0	0	0	0	0	0	0	2	0	0	174	112	3161	109	1113	9205	28888
20366	0	0	0	0	0	0	0	0	0	7	0	0	28	108	662	674	432	32779	39068
20367	0	0	0	34	0	0	0	0	0	18	1	0	68	426	2902	1989	2928	26153	47407
20368	0	0	0	0	0	0	0	0	2	2	2	0	351	76	3459	208	1314	16459	35529
20369	0	0	0	0	0	0	0	0	1	2	0	0	416	428	5598	98	3198	13345	41483
20370	0	0	0	91	0	0	0	0	2	29	8	0	220	111	7134	3868	5259	14150	47778
20371	0	0	0	2	0	0	0	0	0	7	1	0	36	55	794	2129	959	11769	18504
20372	0	0	0	12	0	0	0	0	0	11	1	0	42	33	981	2957	1037	17142	25906
20373	0	0	0	0	0	0	0	0	0	4	0	0	14	38	608	59	163	4886	7392
20374	0	0	0	0	0	0	0	0	0	6	0	0	4	5	361	181	377	14100	17572
20375	0	0	0	0	0	0	0	0	14	0	0	0	544	2041	27943	228	11346	17953	93522
20376	0	0	0	0	0	0	0	0	0	4	1	0	28	7	332	128	438	5845	9110
20377	0	0	0	4	0	0	0	0	0	30	1	0	144	332	6473	9140	3521	53021	86540
20378	0	0	0	0	0	0	0	0	1	5	2	0	358	125	4067	987	2584	15698	42799
20379	0	0	0	97	0	0	0	0	0	28	8	0	229	108	7443	3398	5231	13630	48123
20380	0	0	0	0	0	0	0	0	0	2	0	0	15	75	665	207	218	7956	14908
20381	0	0	0	0	0	0	0	0	0	1	1	0	7	2	136	23	254	7632	9764
20382	0	0	0	0	0	0	0	0	0	9	1	0	33	42	902	2889	662	17933	26445
20383	0	0	0	0	0	0	0	0	0	1	0	0	17	35	666	197	406	2318	4536
20384	0	0	0	37	0	0	0	0	0	12	2	0	119	892	10657	1254	2524	19515	59971
20385	0	0	168	0	110	0	0	0	71	3	67	0	3732	2918	125169	1238	48813	95691	450867
20386	0	0	0	0	0	0	0	0	0	19	0	0	92	39	5071	6446	558	36705	54522
20387	0	0	0	0	0	0	0	0	3	3	4	0	1215	179	6777	447	3666	19858	61193
20388	0	0	0	0	0	0	0	0	1	1	0	0	416	541	9833	217	5266	24878	74919
20389	0	0	0	0	0	0	0	0	0	1	2	0	29	36	1440	347	1185	6481	17332
20390	0	0	168	0	110	0	0	0	71	1	67	0	3585	1905	106562	979	40133	62008	344903
20391	0	0	0	37	0	0	0	0	0	12	2	0	234	947	11262	1898	2530	21892	64054
20392	0	0	0	8	0	0	0	0	0	21	2	0	157	339	3748	3692	3776	43701	68633
20393	0	0	0	0	0	0	0	0	2	2	2	0	365	77	4628	112	1391	15108	35089
20394	0	0	0	0	0	0	0	0	0	13	1	0	67	136	708	913	1245	34858	47029
20395	0	0	0	0	0	0	0	0	1	5	4	0	62	150	2337	1170	2865	17765	33943
20396	0	0	0	24	0	0	0	0	0	16	2	0	55	12	3234	3498	2550	20398	38095
20397	0	0	0	14	0	0	0	0	2	25	1	0	152	338	3425	2744	3906	40466	68788
20398	0	0	0	0	0	0	0	0	0	2	1	0	43	100	1838	575	978	23679	47099
20399	0	0	168	0	110	0	0	0	71	4	67	0	4100	2569	134400	1204	52391	81563	439967
20400	0	0	0	28	10	0	0	0	0	19	13	0	463	478	12970	577	10305	20147	85083
20401	0	0	0	0	0	0	0	0	4	7	8	0	240	718	8018	845	5444	44000	83318
20402	0	0	0	0	0	0	0	0	0	2	4	0	224	238	767	665	2208	24541	36504
20403	0	0	0	0	0	0	0	0	0	1	0	0	826	1415	42109	336	18262	43429	173212
20404	0	0	0	0	0	0	0	0	0	3	2	0	42	94	1797	390	2325	12919	25505
20405	0	0	0	0	0	0	0	0	1	8	1	0	158	53	2547	717	2691	21444	36517
20406	0	0	0	24	0	0	0	0	10	49	6	0	420	263	33547	7282	8146	116931	209853
20407	0	10	0	42	0	0	0	25	6	58	9	0	1950	9778	39238	2922	13700	144520	326077
20408	0	0	0	91	0	0	0	0	0	28	8	0	214	127	7197	2838	5295	11451	43731
20409	0	0	0	0	0	0	0	0	0	0	0	0	307	343	10482	165	3669	13299	48251
20410	0	0	0	0	0	0	0	0	0	6	0	0	90	492	1894	155	2216	20561	31004
20411	0	0	0	0	0	0	0	0	0	0	0	0	35	98	1424	9	814	2903	8515
20412	0	0	0	0	0	0	0	0	0	11	1	0	55	1315	2922	993	3064	31894	52805
20413	0	0	0	0	0	0	0	0	1	8	1	0	141	433	7172	1547	2885	28105	61805
20414	0	36	0	34	10	0	0	6	0	18	16	0	190	1386	9088	1566	6860	36100	85768
20415	0	0	0	0	0	0	0	0	0	12	1	0	63	211	1236	1819	2604	37133	55123
20416	0	0	0	0	0	0	0	0	1	3	2	0	16	84	1182	26	1195	12918	19235
20417	0	0	57	0	10	0	0	0	17	17	16	0	476	362	60592	785	17624	87267	237069
20418	0	0	0	0	53	0	0	3	2	12	16	0	226	7652	14518	1384	8860	44112	99961
20419	0	0	0	0	0	0	0	0	2	3	0	0	30	27	1035	37	615	9501	15134
20420	0	0	0	0	0	0	0	0	1	4	1	0	345	114	3151	1323	1790	17051	43569
20421	0	0	0	0	53	0	0	3	2	4	15	0	297	7732	13372	343	9408	33347	85104
20422	0	0	0	0	0	0	0	0	0	2	0	0	6	24	297	24	231	3261	5065
20423	0	0	0	0	0	0	0	0	0	3	0	0	30	50	1148	163	1127	5971	10769
20424	0	0	0	0	0	0	0	0	0	6	0	0	145	55	918	1803	204	14098	21275
20425	0	0	0	0	0	0	0	0	0	7	0	0	10	8	91	881	124	9202	12988
20426	0	0	0	0	0	0	0	0	0	6	0	0	78	153	2697	1431	1047	20951	35883
20427	0	0	0	42	0	0	0	0	0	24	4	0	885	2375	16807	2390	4635	40117	90486
20428	0	0	0	0	0	0	0	0	0	6	0	0	79	89	444	89	324	11478	15080
20429	0	0	0	0	0	0	0	0	0	1	1	0	10	23	307	542	301	7572	15577
20430	0	0	0	0	0	0	0	0	0	6	0	0	19	94	310	646	197	5897	8404
20431	0	0	0	0	0	0	0	0	2	10	4	0	53	190	2501	1149	2355	24946	39072
20432	0	0	0	13	0	0	0	0	0	8	0	0	10	7	683	919	273	3028	7470
20433	0	0	0	0	0	0	0	0	0	2	1	0	20	72	1204	46	855	19093	25498
20434	0	0	0	0	0	0	0	0	1	6	2	0	86	134	1823	611	1603	22455	34232
20435	0	0	0	0	0	0	0	0	0	5	0	0	61	54	696	1177	912	20750	31394
20436	0	0	0	0	0	0	0	0	0	3	0	0	7	40	221	221	156	3856	5237
20437	0	0	0	0	0	0	0	0	3	6	0	0	19	33	643	706	1079	20064	29837
20438	0	0	0	0	0	0	0	0	0	4	0	0	9	11	165	109	207	10316	12903
20439	0	0	0	0	0	0	0	0	1	11	1	0	430	999	9372	3030	4944	70965	126207
20440	0	0	0	0	0	0	0	0	0	5	0	0	22	871	1605	336	2278	13744	24623
20441	0	0	0	0	0	0	0	4	6	7	5	0	880	3867	21412	768	11330	42179	133266
20442	0	0	0	0	0	0	0	0	0	4	0	0	4	10	219	226	193	5561	7709
20443	0	0	0	0	0	0	0	0	0	2	0	0	9	13	368	69	226	4540	10642
20444	0	0	0	0	0	0	0	0	0	5	0	0	13	17	281	2249	220	8257	12623
20445	0	0	0	0	0	0	0	0	0	4	0	0	11	10	236	1345	200	5253	7371
20446	0	0	0	8	0	0	0	0	0	14	1	0	110	290	2422	781	3001	23681	40616
20447	0	0	0	2	0	0	0	0	0	20	2	0	330	419	2427	1884	5693	66217	95708
20448	0	0	0	0	0	0	0	0	0	16	0	0	67	42	4904	9094	391	30983	46268
20449	0	0	0	0	0	0	0	0	0	8	0	0	181	152	1301	1041	412	21911	31156
20450	0	0	0	0	0	0	0	0	0	21	0	0	80	53	6118	6555	441	35046	49432
20451	0	0	0	0	0	0	0	0	0	6	2	0	63	123	1853	1155	2184	15934	29924
20452	0	0	0	0	0	0	0	0	2	2	4	0	937	298	5039	287	2506	18150	47615
20453	0	0	0	0	53	0	0	3	2	5	15	0	191	6864	13326	280	6749	31070	77474
20454	0	0	0	0	0	0	0	0	0	6	0	0	56	62	812	293	1124	17626	27270
20455	0	0	0	28	10	0	0	0	0	19	13	0	457	350	12887	627	10510	29723	95444
20456	0	0	0	28	10	0	0	0	0	22	13	0	590	465	13769	686	10534	28058	98254
20457	0	0	0	13	0	0	0	0	2	15	0	0	51	78	1708	962	1014	26580	40542
20458	0	0	0	0	0	0	0	0	2	7	1	0	55	67	1754	272	1904	31111	42994
20459	0	0	0	0	0	0	0	0	0	12	0	0	103	81	1816	242	911	14390	23925
20460	0	0	0	13	0	0	0	0	0	19	0	0	28	34	1146	4562	683	27349	46426
20461	0	0	0	0	0	0	0	0	0	7	1	0	40	46	622	328	671	9231	15981
20462	0	0	0	28	10	0	0	0	1	19	14	0	630	357	13547	649	11823	24450	93078
20463	0	0	0	0	0	0	0	0	1	5	4	0	43	163	2489	223	2904	19648	35874
20464	0	0	0	0	0	0	0	0	0	0	0	0	6	23	233	3	91	3700	4837
20465	0	0	0	0	53	0	0	3	2	14	15	0	272	6814	13405	754	6803	58919	114508
20466	0	0	0	0	0	0	0	0	0	20	0	0	82	114	5619	9557	1033	44214	65886
20467	0	0	0	0	0	0	0	0	0	11	2	0	145	509	2528	2438	5149	56283	88810
20468	0	0	57	0	10	0	0	0	20	29	16	0	642	1032	67453	4275	18566	94533	279704
20469	0	0	0	4	0	0	0	0	0	29	1	0	360	381	5163	4841	5207	88643	136056
20470	0	0	0	0	53	0	0	3	2	13	15	0	221	7612	14339	910	8667	57205	117882
20471	0	0	0	0	0	0	0	0	0	3	0	0	10	9	315	75	170	5761	8781
20472	0	0	0	0	0	0	0	0	0	7	0	0	156	2468	4596	281	4600	20230	42116
20473	0	0	0	0	0	0	0	0	0	3	0	0	7	15	399	271	333	5414	12206
20474	0	36	0	0	10	0	0	6	2	10	24	0	266	1546	9719	962	11970	65067	134030
20475	0	0	0	0	0	0	0	0	0	5	0	0	103	122	1912	1240	730	21628	42695
20476	0	0	0	28	10	0	0	0	0	20	13	0	453	372	12682	574	10130	19491	82146
20477	0	0	0	0	0	0	0	0	0	17	2	0	307	57	4658	4592	1029	50430	70927
20478	0	0	0	0	0	0	0	0	1	5	4	0	230	105	2995	91	2174	17456	30347
20479	0	0	0	0	0	0	0	0	0	0	0	0	11	29	580	12	807	4654	7782
20480	0	0	0	91	0	0	0	0	0	29	8	0	217	126	7450	4008	5476	16896	54336
20481	0	0	0	14	0	0	0	0	0	20	1	0	133	309	3209	4250	3222	34007	56702
20482	0	0	0	0	0	0	0	0	0	9	1	0	173	847	1812	596	3302	32294	51313
20483	0	0	0	0	0	0	0	0	3	3	0	0	83	176	5919	307	2367	12330	30207
20484	0	0	0	0	0	0	0	0	0	7	1	0	33	18	467	130	668	12314	17614
20485	0	0	0	0	0	0	0	0	0	0	4	0	174	115	545	649	1588	20456	29782
20486	0	0	0	0	0	0	0	0	1	5	1	0	25	36	1481	258	1964	7975	15221
20487	0	0	0	0	0	0	0	0	2	2	2	0	254	126	6089	235	2598	15446	36357
20488	0	0	0	0	0	0	0	0	0	1	0	0	2	14	139	109	34	1352	1921
20489	0	0	0	34	0	0	0	0	0	34	1	0	134	132	7748	6949	1882	37913	62620
20490	0	0	0	0	0	0	0	0	1	6	2	0	39	125	1993	163	1313	19610	28890
20491	0	0	0	0	0	0	0	0	0	2	1	0	19	40	407	773	369	15498	23223
20492	0	0	0	0	0	0	0	0	0	6	0	0	17	88	632	120	173	8480	11659
20493	0	0	0	0	0	0	0	0	0	2	0	0	3	12	341	166	409	2012	3641
20494	0	0	0	0	0	0	0	0	0	2	0	0	10	40	850	361	376	13515	22526
20495	0	29	26	0	0	0	0	8	14	6	2	0	533	1011	16563	775	2241	27735	68638
20496	0	0	0	0	0	0	0	0	0	1	0	0	10	12	442	13	376	5395	7548
20497	0	0	0	0	0	0	0	0	0	4	2	0	279	100	1637	51	1338	30992	42613
20498	0	0	0	0	0	0	0	0	0	34	3	0	276	232	4674	4276	3113	76971	134784
20499	0	0	0	0	0	0	0	0	0	2	0	0	8	31	592	68	803	4122	7658
20500	0	0	0	2	0	0	0	0	0	11	1	0	59	59	1284	4561	746	24307	35638
20501	0	0	0	0	0	0	0	0	0	5	1	0	29	16	344	158	507	10194	14410
20502	0	0	0	0	0	0	0	0	0	19	1	0	86	106	1203	883	1414	42622	60304
20503	0	0	0	0	0	0	0	0	0	2	0	0	2	4	192	87	83	2304	3115
20504	0	0	0	0	0	0	0	0	0	3	0	0	303	164	9682	268	3830	6863	31515
20505	0	0	0	0	0	0	0	4	6	8	6	0	838	4462	23834	874	13823	38485	140165
20506	0	0	0	0	0	0	0	0	3	3	0	0	35	24	1426	801	579	13429	28000
20507	0	36	0	0	10	0	0	6	0	6	19	0	313	1293	6876	1056	6261	43027	87606
20508	0	30	0	0	0	0	0	11	2	8	4	0	824	5404	16967	782	7402	22083	69205
20509	0	0	0	0	0	0	0	0	0	6	0	0	106	324	1471	1230	1213	43866	62707
20510	0	0	0	0	0	0	0	0	0	6	1	0	25	22	578	1982	616	11455	18208
20511	0	0	0	0	0	0	0	0	0	4	0	0	110	155	3558	468	1055	17716	31808
20512	0	0	0	0	0	0	0	0	0	3	0	0	17	18	1085	2278	96	12349	18381
20513	0	30	0	0	0	0	0	11	2	13	4	0	942	6172	18924	2448	7322	49778	115253
20514	0	0	0	13	0	0	0	0	0	13	0	0	18	19	752	1033	386	11514	18332
20515	0	65	51	0	0	0	0	47	23	13	9	0	731	20242	27744	556	12758	58921	154531
20516	0	0	0	0	0	0	0	0	0	15	1	0	52	24	4249	5734	451	35610	51536
20517	0	0	0	0	0	0	0	0	3	7	0	0	42	30	1641	1389	1113	25637	43266
20518	0	0	0	0	0	0	0	0	0	1	0	0	9	16	174	3	91	2145	3044
20519	0	0	0	0	0	0	0	0	0	1	0	0	479	265	6676	100	3197	8273	32613
20520	0	0	0	0	0	0	0	0	18	9	1	0	112	24	1273	320	700	15122	24495
20521	0	0	0	0	0	0	0	0	0	2	0	0	4	18	174	32	131	1751	2693
20522	0	0	0	0	0	0	0	0	0	2	0	0	7	9	247	347	187	5038	11213
20523	0	0	0	0	0	0	0	0	0	3	0	0	22	31	804	73	911	4363	8027
20524	0	0	0	0	0	0	0	0	0	3	0	0	134	21	947	139	364	9835	15588
20525	0	0	0	0	0	0	0	0	2	17	4	0	644	1461	12484	1217	8290	57345	136469
20526	0	0	0	0	0	0	0	0	4	7	11	0	486	652	9023	1451	9035	78651	135389
20527	0	0	0	0	0	0	0	0	1	6	2	0	15	56	837	562	910	12317	17869
20528	0	0	0	20	0	0	0	0	0	21	1	0	114	246	3151	1413	1486	31985	57320
20529	0	0	0	0	0	0	0	0	0	4	1	0	3	13	362	80	198	11675	18503
20530	0	0	0	0	0	0	0	0	2	4	2	0	521	608	13692	425	6774	34244	94168
20531	0	0	0	0	0	0	0	0	0	2	0	0	38	89	1693	305	664	12051	22524
20532	0	0	0	105	0	0	0	0	0	43	9	0	328	415	9237	5972	8277	39661	89566
20533	0	0	0	37	0	0	0	0	0	13	2	0	116	892	10819	1529	2432	18490	58312
20534	0	0	0	37	0	0	0	0	0	12	3	0	123	890	10778	1646	2719	23156	69178
20535	0	0	0	0	0	0	0	0	1	2	1	0	330	105	3107	461	1767	15989	40832
20536	0	0	0	0	0	0	0	0	0	1	0	0	11	28	538	14	746	3810	6662
20537	0	0	0	0	0	0	0	0	18	15	1	0	221	59	2655	3121	939	31714	51508
20538	0	0	0	37	0	0	0	0	0	11	2	0	115	917	10609	1195	2446	15667	54204
20539	0	0	0	0	0	0	0	0	0	2	0	0	194	210	8923	243	3297	10784	39118
20540	0	0	0	0	0	0	0	0	0	2	0	0	138	158	1185	117	598	7283	13416
20541	0	0	0	0	0	0	0	0	2	1	0	0	27	31	905	37	590	9825	14718
20542	0	0	0	0	0	0	0	0	0	0	1	0	31	112	1036	109	665	16677	30956
20543	0	0	0	34	0	0	0	0	0	31	3	0	131	267	6682	5997	5058	65714	104096
20544	0	0	0	0	0	0	0	0	0	4	0	0	50	62	3683	249	1616	8765	21597
20545	0	0	2	0	0	0	0	0	3	7	1	0	94	126	4841	661	1865	37513	53795
20546	0	0	0	40	0	0	0	0	0	13	2	0	622	724	13012	1711	4480	16557	67382
20547	0	0	0	0	0	0	0	0	1	1	1	0	41	45	1242	85	1796	5916	12051
20548	0	0	0	0	0	0	0	0	1	6	2	0	98	152	2970	338	1765	18877	33905
20549	0	0	0	0	0	0	0	0	0	13	0	0	360	38	2108	2613	823	22219	39324
20550	0	0	0	40	0	0	0	0	0	12	2	0	422	530	9893	1665	3243	12020	47148
20551	0	0	0	0	0	0	0	0	0	7	0	0	134	232	3656	1940	1371	38676	76156
20552	0	0	0	0	0	0	0	0	0	0	0	0	3	2	28	0	14	779	963
20553	0	0	0	0	0	0	0	0	14	3	0	0	1053	2280	34257	335	14443	28915	129074
20554	0	0	0	0	0	0	0	0	0	8	0	0	42	23	397	1116	514	19687	27973
20555	0	0	0	0	0	0	0	0	1	1	0	0	417	461	9712	206	5257	25291	74409
20556	0	0	0	0	0	0	0	0	0	1	0	0	7	6	167	139	71	1577	2393
20557	0	0	0	0	0	0	0	4	7	9	5	0	856	3499	23266	750	11813	37778	131773
20558	0	0	0	0	0	0	0	0	1	4	2	0	25	67	832	909	840	7641	12474
20559	0	0	0	0	0	0	0	0	0	8	2	0	69	69	2141	377	1899	38249	53769
20560	0	0	0	40	0	0	0	0	0	15	2	0	415	458	9485	1959	2780	19986	58190
20561	0	0	0	0	0	0	0	0	0	4	0	0	74	99	1176	1185	400	11744	20780
20562	0	0	0	0	0	0	0	0	0	3	0	0	2	8	299	45	119	2567	3653
20563	0	0	0	37	0	0	0	0	0	11	3	0	155	970	11680	1943	3318	34677	93401
20564	0	0	0	0	0	0	0	0	0	6	0	0	18	97	397	130	177	9354	12162
20565	0	0	0	0	0	0	0	0	0	1	0	0	716	1539	38754	346	17052	43576	162210
20566	0	0	0	0	0	0	0	0	0	12	1	0	86	89	3325	9329	1001	36302	60169
20567	0	0	0	0	0	0	0	0	0	5	1	0	104	40	409	100	1994	36292	47792
20568	0	0	0	28	10	0	0	0	0	18	13	0	448	333	12228	548	10214	20962	83395
20569	0	0	0	0	0	0	0	0	0	4	2	0	55	150	2071	494	2153	20321	34647
20570	0	0	0	0	0	0	0	0	2	9	5	0	607	497	6771	2132	3623	43986	90272
21001	0	0	0	0	0	0	0	0	2	3	3	0	2083	1080	57232	1221	5888	112056	283319
21002	0	0	50	23	0	0	0	5	29	86	11	0	2234	4258	66859	12132	16273	144385	357729
21003	0	0	0	12	0	0	0	0	0	51	1	0	262	274	3948	1165	3136	57426	88572
21004	0	0	2	0	0	0	0	0	5	8	7	0	1828	377	29304	1785	5433	171525	341117
21005	0	0	0	0	0	0	0	0	0	4	0	0	92	94	1763	700	987	39419	56232
21006	0	0	0	0	0	0	0	0	1	25	2	0	477	505	9602	3068	4754	102106	159270
21007	0	0	6	0	0	0	0	0	7	13	4	0	456	187	16115	2228	5964	62647	118417
21008	0	4	6	0	9	0	0	9	7	21	17	0	785	3706	28811	3497	13644	143290	297793
21009	0	0	0	0	0	0	0	0	1	10	5	0	212	121	2007	353	4664	38609	61859
21010	0	0	62	25	8	0	0	0	47	43	14	0	3008	2351	117107	10011	18216	224772	530960
21011	0	0	0	0	0	0	0	0	0	4	0	0	73	14	730	33	388	17930	23110
21012	0	0	0	10	0	0	0	0	2	52	2	0	773	147	8815	696	2426	73844	123756
21013	0	0	60	0	8	0	0	0	46	16	11	0	3412	2251	111602	2361	15817	160539	450411
21014	0	0	0	0	0	0	0	0	0	9	0	0	57	43	1043	343	273	27871	33031
21015	0	140	1061	0	145	0	0	39	343	8	97	0	37181	14687	719805	7478	75580	366771	1796269
21016	0	0	0	12	0	0	0	0	2	79	5	0	761	660	14149	2755	6545	116624	206360
21017	0	0	0	4	0	0	0	0	2	9	3	0	696	257	9887	382	5371	52310	97452
21018	0	0	60	0	8	0	0	0	44	9	11	0	2720	2248	104366	1965	15399	97524	349598
21019	0	0	0	0	0	0	0	0	0	7	0	0	3513	514	10807	1287	1840	72805	135110
21020	0	0	0	0	0	0	0	0	0	3	0	0	223	58	2929	1062	1270	25992	47941
21021	0	0	15	0	0	0	0	0	13	7	5	0	489	178	26682	1090	6639	55221	119839
21022	0	30	42	0	0	0	0	2	22	8	10	0	1539	1656	34001	1812	9328	99081	217850
21023	0	0	0	0	0	0	0	0	2	15	4	0	1458	116	19853	1538	3912	79144	147431
21024	0	0	0	11	0	0	0	0	0	40	1	0	246	76	3335	219	2512	30407	49991
21025	0	0	0	20	0	0	0	0	2	24	5	0	261	492	8975	2131	6984	102709	159772
21026	0	0	0	0	0	0	0	0	14	6	3	0	7150	904	68264	1367	8294	83170	269661
