CVEGEO	beds_PAFIL_IPRIV	beds_PAFIL_PDOM	beds_PDER_IMSS	beds_PDER_IMSSB	beds_PDER_ISTE	beds_PDER_SEGP	clinics_PAFIL_IPRIV	clinics_PAFIL_PDOM	clinics_PDER_IMSS	clinics_PDER_IMSSB	clinics_PDER_ISTE	clinics_PDER_SEGP	derechohabientes_PAFIL_IPRIV	derechohabientes_PAFIL_PDOM	derechohabientes_PDER_IMSS	derechohabientes_PDER_IMSSB	derechohabientes_PDER_ISTE	derechohabientes_PDER_SEGP	POBTOT
15044	0	0	730	0	196	0	0	7	405	2	92	0	33767	24685	1329544	9666	197113	351577	3061616
15045	0	12	60	0	0	0	0	25	57	9	6	0	3096	9245	116602	1566	9478	123201	362293
15046	0	940	472	0	0	0	0	193	153	0	16	0	55276	39177	679900	5687	57113	170585	1513453
15047	0	0	0	0	0	0	0	0	49	4	4	0	4846	4527	266461	2734	21391	246750	850432
15048	0	0	100	0	0	0	0	0	52	7	8	0	1609	1067	74766	2197	13682	298984	627788
15049	0	0	0	0	0	0	0	0	19	2	3	0	2008	2402	56683	1051	10894	126978	349568
15050	0	55	97	0	0	0	0	13	66	5	24	0	7081	7779	149938	2189	62770	173859	660262
15051	0	940	1105	0	76	0	0	193	371	1	73	0	107846	41665	1074580	8980	100037	345415	2706431
15052	0	0	0	0	0	0	0	0	4	1	2	0	1423	1900	20730	804	7473	84944	201483
15053	0	0	0	0	0	0	0	0	35	0	21	0	4868	2097	189395	1177	20282	48264	393574
15054	0	0	394	0	76	0	0	0	182	1	59	0	18902	3411	522100	4127	47009	207574	1357680
15055	0	0	239	0	0	0	0	0	67	0	0	0	15511	860	136032	910	15778	36326	323568
15056	0	0	100	0	0	0	0	0	45	6	4	0	914	748	51750	1255	8593	155120	355123
15057	0	1892	2199	0	151	0	0	281	698	0	212	0	170316	43740	1232718	8502	166059	251345	2572353
15058	0	33	3108	0	733	0	0	28	1289	28	488	0	99958	43071	2647874	19416	633718	1031122	6789431
15059	0	0	254	0	196	0	0	0	119	0	63	0	19461	18637	811181	5710	109770	205211	1785111
15060	0	0	138	0	0	0	0	0	132	0	3	0	37366	11947	651645	5339	51845	213141	1428552
15061	0	0	0	0	0	0	0	0	0	4	0	0	1432	730	29774	391	8431	23905	98147
15062	0	263	676	0	409	0	0	110	297	12	220	0	194228	29597	988963	7266	229610	370632	2500845
15063	0	61	277	0	70	0	0	15	133	2	23	0	12318	5196	211553	2097	45712	173869	681999
15064	0	0	0	11	0	0	0	0	5	27	3	0	805	577	38285	2617	6960	247517	444310
15065	0	0	0	0	0	0	0	0	3	0	6	0	2177	3725	45756	1074	8399	82331	215728
15066	0	0	0	0	0	0	0	0	7	6	1	0	1861	177	11169	1015	2359	83314	149340
15067	0	0	394	0	76	0	0	0	166	1	58	0	15510	3312	462609	4271	44074	213441	1273140
15068	0	0	0	0	0	0	0	0	14	0	4	0	2092	1300	35696	1004	10698	89924	224325
15069	0	0	187	0	0	0	0	0	55	0	20	0	7767	2396	85416	1759	28128	85137	340171
15070	0	33	471	0	443	0	0	14	455	32	263	0	53738	31787	1629616	14026	394734	840035	4752579
15071	0	0	72	0	0	0	0	0	64	10	15	0	5320	2385	193714	2124	18255	155579	499114
15072	0	0	0	0	0	0	0	0	8	0	0	0	2995	553	57325	558	6615	53013	196705
15073	0	22	0	0	0	0	0	13	7	0	1	0	3112	1007	56484	472	5602	57837	200134
15074	0	60	0	11	0	0	0	4	16	29	3	0	1411	1555	106481	3224	11316	287107	649205
15075	0	0	0	0	0	0	0	0	5	0	3	0	1707	3877	38598	1091	7043	68696	200123
15076	0	0	633	0	76	0	0	0	228	1	58	0	27576	3494	531667	3960	52629	166680	1323242
15077	0	0	0	0	0	0	0	0	3	5	4	0	541	390	5417	2108	3489	78025	132778
15078	0	0	0	0	0	0	0	0	6	4	1	0	719	83	8522	867	1551	36210	82032
15079	0	12	60	0	0	0	0	25	63	5	8	0	3075	9201	113881	1012	9508	71125	293324
15080	0	0	0	0	0	0	0	0	2	3	9	0	709	616	8426	3465	9960	126399	212756
15081	0	0	500	0	0	0	0	7	377	2	59	0	26106	21981	985866	8776	144527	344706	2467898
15082	0	0	0	0	0	0	0	0	3	5	3	0	1349	151	4445	1599	2650	111970	164045
15083	0	0	97	0	0	0	0	0	76	2	10	0	5891	3696	141340	2083	39825	108853	502835
15084	0	0	278	0	0	0	0	0	96	0	7	0	10410	15251	333115	2771	74125	123284	867016
15085	0	0	100	0	0	0	0	0	49	12	6	0	1198	685	54091	2083	9980	178147	385368
15086	0	0	0	11	0	0	0	0	20	22	6	0	3461	855	80772	6054	13148	161186	442236
15087	0	60	394	0	76	0	0	4	191	3	59	0	16246	7409	654383	5265	57890	349327	1853473
15088	0	0	0	0	0	0	0	0	11	1	0	0	1016	617	29335	907	4787	127481	258243
15089	0	55	97	0	0	0	0	13	76	2	10	0	5757	5721	138691	2098	39550	107803	500552
15090	0	22	394	0	76	0	0	13	164	2	57	0	15633	5288	471370	4847	50833	275581	1432511
15091	0	0	0	0	0	0	0	0	50	0	22	0	5502	7363	264426	2416	23258	80976	603883
15092	0	0	254	0	0	0	0	0	60	0	7	0	10146	10723	303406	2595	72954	143610	860680
15093	0	0	187	0	0	0	0	0	63	0	30	0	11133	6949	161414	3415	43992	181758	659168
15094	0	0	0	0	0	0	0	0	4	0	1	0	1167	422	12701	140	4195	46918	105936
15095	0	0	165	0	0	0	0	0	200	2	27	0	22009	18175	776974	4628	57407	200244	1576243
15096	0	0	6	0	0	0	0	0	30	1	1	0	4326	13871	237604	2054	15855	94806	584824
15097	0	0	0	0	0	0	0	0	4	4	3	0	916	423	7134	2177	4549	126986	199109
15098	0	22	0	0	0	0	0	13	15	0	1	0	1820	1267	64142	531	6993	83353	250833
15099	0	0	476	0	0	0	0	7	501	28	101	0	45283	21578	1576022	15160	292050	730607	4382913
15100	0	0	0	0	0	0	0	0	3	0	4	0	2270	1750	72348	1004	14873	77522	277041
15101	0	251	331	0	0	0	0	102	126	6	38	0	58411	14732	517109	4098	122962	263037	1448561
15102	0	0	100	0	0	0	0	0	53	3	8	0	1385	1054	57400	1592	10630	173048	379094
15103	0	55	97	0	0	0	0	13	109	8	13	0	12246	9921	360995	4529	79396	271384	1213579
15104	0	1040	3868	0	486	0	0	321	1323	3	304	0	121524	74294	2721890	16578	392142	585420	5680520
15105	0	0	0	0	0	0	0	0	0	1	8	0	302	342	5219	433	11213	76368	130287
15106	0	60	239	0	0	0	0	4	118	2	6	0	24211	3097	403646	5509	40735	254582	1242067
15107	0	0	0	0	0	0	0	0	2	0	1	0	370	129	5161	316	1595	38817	68497
15108	0	0	160	0	196	0	0	0	153	0	59	0	12490	7185	579530	3194	51804	104649	1106934
15109	0	0	2465	0	290	0	0	14	1211	3	238	0	72249	30653	2299600	13110	347422	500083	4776186
15110	0	0	0	11	0	0	0	0	1	21	0	0	1144	152	5582	1893	1222	85434	122329
15111	0	0	6	22	10	0	0	0	10	59	13	0	645	511	36937	3955	16769	211081	426445
15112	0	0	27	0	0	0	0	0	61	2	3	0	5536	5611	296662	2685	20586	169888	766570
15113	0	0	0	0	0	0	0	0	13	1	3	0	1585	2105	34709	1104	9397	121066	289582
15114	0	60	0	22	0	0	0	4	0	39	2	0	1083	1085	52823	4407	7746	258951	496543
15115	0	940	472	0	0	0	0	193	144	0	20	0	35318	34096	476013	4399	41762	138766	1113421
15116	0	0	0	0	0	0	0	0	9	4	4	0	1311	494	13252	2023	4950	114365	209599
15117	0	0	0	0	0	0	0	0	3	1	1	0	727	138	7008	1278	3003	96539	148413
15118	0	60	394	11	76	0	0	4	156	23	54	0	12231	3459	420018	5102	41699	256717	1273045
15119	0	0	0	0	0	0	0	0	8	2	3	0	1440	1904	21277	1215	8367	129088	275014
15120	0	0	278	0	0	0	0	0	131	0	25	0	15918	20752	570381	3817	89406	171166	1335785
15121	0	0	554	0	196	0	0	0	365	0	85	0	47075	19496	1222593	7931	107493	251559	2425361
15122	0	33	735	0	693	0	0	14	370	15	260	0	42953	27309	1210115	9299	334231	636631	3474155
15123	0	0	0	0	0	0	0	0	4	15	6	0	1273	368	4985	1749	4677	85210	146060
15124	0	0	6	0	10	0	0	0	16	44	17	0	1136	854	52536	3501	21606	273646	584443
15125	0	0	730	0	196	0	0	7	390	2	91	0	31949	19734	1231346	8229	188047	311257	2794495
16001	0	0	82	0	162	0	0	0	119	27	80	0	15078	2720	408024	4409	93230	170262	1046061
16002	0	60	23	48	20	0	0	10	19	34	29	0	1494	2321	35207	3431	13881	68701	221407
16003	0	0	279	0	0	0	0	0	82	21	5	0	2429	382	85256	1160	18545	123116	358460
16004	0	0	6	0	0	0	0	0	9	17	7	0	1242	221	46127	2024	11717	149636	281943
16005	0	0	0	11	0	0	0	0	0	23	0	0	147	176	5669	1555	1265	103817	148218
16006	0	0	0	30	0	0	0	0	2	32	3	0	1502	165	10074	2432	5019	67328	157175
16007	0	0	0	44	0	0	0	0	1	21	2	0	181	125	8507	1144	3072	47128	97299
16008	0	46	66	18	15	0	0	21	50	25	18	0	2162	6966	109368	2644	15963	61111	257763
16009	0	0	17	0	0	0	0	0	22	31	6	0	1452	387	40163	4175	9128	79063	213735
16010	0	46	66	48	15	0	0	21	50	72	20	0	2728	7345	115162	4487	17097	108109	328009
16011	0	0	3	0	0	0	0	0	10	8	6	0	1247	1059	34990	906	5962	54062	158310
16012	0	60	23	0	20	0	0	10	19	22	26	0	2031	1967	40053	1637	13397	65699	237286
16013	0	0	5	32	0	0	0	0	6	34	8	0	1437	87	14834	3535	5993	50383	111147
16014	0	30	124	0	46	0	0	2	83	16	37	0	4556	2140	126672	1291	19354	101742	308425
16015	0	0	12	0	0	0	0	0	8	35	9	0	1267	314	16017	1925	6142	57790	122671
16016	0	0	112	0	166	0	0	0	125	28	72	0	15368	2492	407851	4625	89218	146328	989664
16017	0	0	0	0	0	0	0	0	10	15	5	0	1015	323	28059	1711	8580	148869	304171
16018	0	0	74	0	149	0	0	0	112	15	62	0	14530	2548	421496	3394	89313	148542	1010064
16019	0	0	0	30	0	0	0	0	5	19	3	0	949	63	16478	1488	5199	31701	88830
16020	0	0	9	0	0	0	0	0	21	5	3	0	2254	289	66055	1451	13842	107994	280208
16021	0	0	132	30	32	0	0	0	85	39	30	0	4709	457	166235	7258	31145	127811	551194
16022	0	0	74	0	149	0	0	0	110	16	61	0	14677	2552	421054	3358	88661	152442	1013806
16023	0	0	85	30	45	0	0	0	43	24	17	0	4931	992	95966	2124	13047	63787	287770
16024	0	0	38	30	17	0	0	0	24	33	13	0	1593	256	37677	5297	14497	65117	189644
16025	0	0	38	30	17	0	0	0	25	27	14	0	1626	241	45131	4881	13408	60465	201370
16026	0	30	106	18	46	0	0	2	67	23	38	0	3980	1671	86602	2130	17472	73865	229765
16027	0	0	74	0	149	0	0	0	100	14	64	0	13828	2332	374111	3053	81351	123251	886109
16028	0	0	34	0	0	0	0	0	24	14	10	0	1338	58	44697	289	7909	40865	144613
16029	0	0	5	32	0	0	0	0	8	44	11	0	2053	169	16751	4940	10059	76954	152427
16030	0	0	119	0	45	0	0	0	68	14	28	0	6108	1017	137054	2083	18581	79181	385142
16031	0	0	0	0	0	0	0	0	6	9	5	0	1782	234	26173	2374	8709	160370	288630
16032	0	0	40	0	30	0	0	0	30	34	29	0	1834	359	57077	2197	21838	100573	287186
16033	0	0	96	0	32	0	0	0	66	18	26	0	3995	504	139681	2962	27907	118523	469004
16034	0	0	0	44	0	0	0	0	6	40	7	0	1162	159	20978	1577	10000	100197	237095
16035	0	60	28	44	20	0	0	10	25	43	33	0	2429	2202	52157	4670	23143	123585	333217
16036	0	0	9	0	0	0	0	0	14	5	3	0	1144	107	15485	814	7824	96876	168323
16037	0	0	74	0	149	0	0	0	100	21	63	0	13976	2326	375293	3192	82077	127862	895891
16038	0	0	5	0	0	0	0	0	4	24	6	0	1158	181	11811	1352	5567	71851	137672
16039	0	0	76	0	162	0	0	0	105	22	77	0	14077	2490	392634	3665	90261	148472	968091
16040	0	0	259	0	0	0	0	0	57	19	2	0	943	73	16055	549	4114	41228	119959
16041	0	0	6	44	0	0	0	0	8	30	7	0	736	226	28785	1699	11151	105087	264142
16042	0	0	85	0	45	0	0	0	47	13	18	0	4856	985	97111	2453	11861	60481	284671
16043	0	0	85	0	45	0	0	0	42	8	16	0	4774	985	96274	1394	12089	51519	271832
16044	0	0	41	0	17	0	0	0	29	28	13	0	1539	175	44492	1606	10537	69026	197871
16045	0	0	10	30	7	0	0	0	6	17	11	0	1968	42	22216	1100	5736	46025	146809
16046	0	0	6	0	10	0	0	0	7	32	15	0	543	231	26071	1211	16007	65758	200295
16047	0	0	12	44	10	0	0	0	11	47	19	0	940	357	45103	2493	22450	115241	337790
16048	0	0	74	0	149	0	0	0	100	14	61	0	13722	2372	373228	3071	81566	119485	872979
16049	0	0	80	0	149	0	0	0	113	28	66	0	14687	2567	390102	3973	85795	159519	978957
16050	0	0	26	0	0	0	0	0	22	33	14	0	2294	372	58554	1971	17485	216744	459849
16051	0	0	0	0	0	0	0	0	4	4	6	0	668	67	13734	684	5051	38474	101496
16052	0	0	0	30	0	0	0	0	3	38	3	0	792	341	8163	2137	4934	40021	71357
16053	0	0	261	0	13	0	0	0	73	39	19	0	2289	524	82188	2053	23285	123267	377460
16054	0	0	3	0	0	0	0	0	6	13	4	0	772	113	20382	808	8125	94611	175480
16055	0	0	0	0	0	0	0	0	1	14	2	0	708	142	5211	989	4394	44503	78925
16056	0	0	134	30	49	0	0	0	86	28	36	0	4743	494	168322	7188	34736	116396	525898
16057	0	0	11	0	0	0	0	0	17	16	5	0	1309	292	24946	1449	5572	49682	136858
16058	0	0	96	0	32	0	0	0	63	9	23	0	3777	287	134644	2223	20760	71747	390239
16059	0	0	102	44	32	0	0	0	67	29	27	0	4851	392	149303	3892	25741	106901	460736
16060	0	0	37	0	0	0	0	0	28	8	14	0	1790	222	73325	1475	14922	119392	281303
16061	0	0	6	55	10	0	0	0	6	47	15	0	600	333	31016	2825	16894	135026	297316
16062	0	0	0	30	0	0	0	0	6	27	3	0	864	55	14982	1507	3370	35042	96715
16063	0	0	41	0	17	0	0	0	29	22	12	0	1731	195	44726	1470	10072	70139	190599
16064	0	60	119	0	52	0	0	10	83	27	50	0	4961	2393	169936	3827	39142	151489	614255
16065	0	0	96	0	32	0	0	0	62	26	26	0	3958	388	135104	3667	27450	121644	464069
16066	0	0	80	0	149	0	0	0	113	32	66	0	14621	2664	398939	6851	90139	178543	1045756
16067	0	0	41	0	17	0	0	0	29	18	14	0	2226	334	65060	2319	14706	127569	285943
16068	0	0	132	30	32	0	0	0	86	28	26	0	5299	340	160730	4346	24658	122042	525952
16069	0	0	3	0	0	0	0	0	7	9	7	0	1396	204	41010	1751	9588	116003	238241
16070	0	0	38	0	17	0	0	0	24	24	11	0	1898	232	36725	2051	10325	40177	159065
16071	0	0	0	0	0	0	0	0	8	14	6	0	1170	365	39413	1779	13025	166243	295769
16072	0	0	6	0	0	0	0	0	6	22	5	0	1030	168	25979	668	7516	73689	201957
16073	0	0	74	0	149	0	0	0	100	22	62	0	13770	2336	374795	3712	83652	130064	900644
16074	0	0	10	0	7	0	0	0	10	9	16	0	2109	233	51404	1168	10114	61868	228504
16075	0	0	96	0	32	0	0	0	64	18	24	0	4709	366	153172	3026	24921	110720	495760
16076	0	0	0	30	0	0	0	0	3	22	4	0	656	58	11876	1428	5374	31900	86044
16077	0	0	7	32	0	0	0	0	11	25	18	0	1246	611	14692	3169	11012	62067	152382
16078	0	0	33	0	0	0	0	0	23	7	9	0	2743	271	58343	1537	19574	218627	385968
16079	0	0	14	44	13	0	0	0	22	29	22	0	2068	429	53901	3009	17393	78046	264506
16080	0	0	0	11	0	0	0	0	7	26	4	0	472	203	15602	1715	6046	141957	248413
16081	0	0	6	0	10	0	0	0	6	27	14	0	678	264	25882	1730	16766	97380	236238
16082	0	0	7	44	13	0	0	0	9	41	20	0	1827	285	42186	4992	13051	91165	252185
16083	0	60	119	30	52	0	0	10	79	24	46	0	5168	2277	172276	4170	35012	137528	605717
16084	0	0	121	30	45	0	0	0	71	30	19	0	6487	1109	148621	2993	18118	92589	429047
16085	0	0	121	0	45	0	0	0	71	30	20	0	6629	1140	149515	3468	21482	109434	460314
16086	0	0	3	0	0	0	0	0	11	11	8	0	1665	145	35834	976	6256	62829	188926
16087	0	0	96	44	32	0	0	0	63	30	26	0	4379	344	146980	6172	23565	101689	470379
16088	0	0	333	0	149	0	0	0	158	18	61	0	14061	2362	383074	3317	82625	138864	936585
16089	0	0	6	48	0	0	0	0	4	26	6	0	1305	587	11245	2952	2814	43775	106055
16090	0	0	98	0	45	0	0	0	67	30	41	0	4077	511	160541	5753	33707	150123	571779
16091	0	0	36	30	0	0	0	0	27	28	4	0	1580	68	36195	2091	6202	55403	159038
16092	0	0	0	32	0	0	0	0	5	38	9	0	1534	111	9846	3412	7147	86658	160455
16093	0	0	0	11	0	0	0	0	5	31	3	0	477	282	18020	2522	6102	160070	281233
16094	0	0	123	0	62	0	0	0	68	23	27	0	5999	1118	129197	1897	17789	76166	366152
16095	0	0	36	0	0	0	0	0	24	13	4	0	1524	54	28735	1084	3882	39149	115882
16096	0	60	23	18	20	0	0	10	21	32	30	0	999	2390	33636	3038	16733	76498	211537
16097	0	0	6	76	0	0	0	0	16	51	14	0	2452	348	31975	5131	12495	85491	218122
16098	0	0	12	0	10	0	0	0	11	37	18	0	992	401	46509	1816	21407	121099	346948
16099	0	0	6	0	0	0	0	0	6	23	6	0	813	203	20634	1104	7886	104754	220071
16100	0	0	76	0	162	0	0	0	106	24	78	0	14406	2561	396429	4386	91839	164655	1005086
16101	0	0	339	0	149	0	0	0	163	40	68	0	14838	2496	399723	3918	87581	203891	1078500
16102	0	0	42	30	0	0	0	0	29	44	8	0	2525	233	59950	6680	15868	138488	356193
16103	0	0	10	30	7	0	0	0	8	19	11	0	1989	214	43586	1395	6617	57784	191262
16104	0	0	10	0	7	0	0	0	7	18	15	0	2359	116	36786	2068	11387	72900	236397
16105	0	0	3	0	0	0	0	0	4	11	6	0	1405	135	25044	1605	5283	48782	130482
16106	0	0	34	0	0	0	0	0	26	10	12	0	1611	79	52656	1232	9364	51591	196652
16107	0	0	0	0	0	0	0	0	1	39	6	0	1064	130	16471	2580	11067	93737	196803
16108	0	0	0	0	0	0	0	0	5	17	2	0	1649	143	41309	1128	6856	47177	178742
16109	0	0	34	0	0	0	0	0	25	9	10	0	1041	54	44688	142	7782	39427	137781
16110	0	0	26	0	0	0	0	0	21	22	11	0	1767	316	53772	1268	17358	163674	379066
16111	0	0	102	0	32	0	0	0	66	15	25	0	3783	328	145318	4408	23966	93202	438596
16112	0	0	0	55	0	0	0	0	1	40	3	0	333	460	12639	3180	5312	190507	291645
16113	0	0	6	0	0	0	0	0	17	7	9	0	2223	628	84173	3852	20610	284301	502385
17001	0	0	18	0	0	0	0	0	16	1	7	0	813	542	36201	730	10960	100003	186376
17002	0	30	52	0	39	0	0	2	52	0	34	0	3004	3052	110959	1244	32413	144438	432424
17003	0	0	9	11	0	0	0	0	10	32	5	0	478	348	20601	875	8582	84666	142919
17004	0	30	52	0	39	0	0	2	58	2	38	0	3423	3532	136438	1519	42171	191289	514961
17005	0	0	18	0	0	0	0	0	16	2	5	0	1195	530	31224	702	10446	123461	215997
17006	0	0	0	0	0	0	0	0	20	1	5	0	2133	1731	67960	856	18651	101883	276929
17007	0	0	0	0	139	0	0	0	29	0	63	0	7757	2424	205308	2117	34685	152162	576200
17008	0	61	277	0	70	0	0	15	158	1	27	0	16075	5724	372973	2646	68190	214566	947814
17009	0	312	369	0	70	0	0	117	167	9	66	0	49460	17969	460584	3569	157636	271345	1352986
17010	0	0	0	0	0	0	0	0	5	2	4	0	1041	805	28646	1015	12752	86604	175202
17011	0	61	277	0	209	0	0	15	135	0	79	0	13958	4288	246595	2347	51566	140176	646296
17012	0	0	50	0	0	0	0	0	36	1	5	0	854	571	41766	307	11486	50869	137706
17013	0	0	0	0	0	0	0	0	9	1	3	0	735	791	29672	460	12854	84452	175532
17014	0	0	0	0	0	0	0	0	3	0	4	0	972	453	20322	316	6691	53139	102902
17015	0	61	277	0	70	0	0	15	127	1	21	0	11622	3683	205684	2346	44622	156445	596637
17016	0	0	0	0	0	0	0	0	6	0	4	0	634	1140	13013	404	6121	44630	91728
17017	0	0	0	0	0	0	0	0	7	3	16	0	990	1034	41841	632	16695	101743	207449
17018	0	61	277	0	209	0	0	15	129	0	77	0	13509	3998	227327	2311	47210	129091	586217
17019	0	0	0	0	0	0	0	0	7	2	5	0	852	808	36613	562	13944	83634	183180
17020	0	61	277	0	70	0	0	15	148	3	39	0	15951	6320	331363	2510	81041	205051	904164
17021	0	0	0	0	0	0	0	0	0	0	1	0	260	125	5223	401	3048	21557	37771
17022	0	0	0	0	0	0	0	0	0	1	3	0	641	1096	6663	312	3834	55647	99081
17023	0	0	0	0	0	0	0	0	3	3	16	0	2144	2210	44021	487	30293	101937	266946
17024	0	0	50	0	139	0	0	0	55	2	64	0	4747	2573	143967	1673	33916	156200	473894
17025	0	0	50	0	0	0	0	0	49	5	20	0	2122	2016	90488	926	28591	150999	357739
17026	0	0	0	0	0	0	0	0	10	0	4	0	1768	1035	48266	337	12032	75396	206692
17027	0	0	0	0	0	0	0	0	2	0	2	0	743	395	12492	210	4247	45292	100199
17028	0	0	0	0	139	0	0	0	11	1	60	0	3826	1579	99427	1337	19303	107268	320867
17029	0	30	52	0	178	0	0	2	65	2	94	0	8583	4377	266649	2646	55659	194193	751388
17030	0	30	52	0	39	0	0	2	42	1	35	0	3479	3617	97642	1272	34109	151413	421454
17031	0	0	0	0	0	0	0	0	9	3	13	0	1003	1151	51546	391	13134	62599	171675
17032	0	0	0	0	0	0	0	0	6	2	3	0	796	852	15511	450	7367	73213	132844
17033	0	0	0	0	0	0	0	0	12	2	4	0	979	1142	36960	712	13634	76726	179687
17034	0	0	0	0	0	0	0	0	11	0	5	0	2264	1515	77176	836	18062	107777	289080
17035	0	0	50	0	0	0	0	0	44	2	17	0	1820	1802	84845	553	20445	94513	271079
17036	0	0	0	0	0	0	0	0	0	2	3	0	52	268	2533	167	2347	36350	56990
18001	0	0	11	8	0	0	0	0	13	59	11	0	1072	943	26563	12145	15592	141742	239053
18002	0	0	0	0	0	0	0	0	2	16	6	0	544	128	23190	2395	8263	43036	97836
18003	0	0	1	0	0	0	0	0	10	5	9	0	1336	1134	42398	1189	10130	50994	138165
18004	0	6	164	9	0	0	0	6	75	16	5	0	4487	2071	141461	2929	17374	58554	307148
18005	0	0	47	23	0	0	0	0	44	50	18	0	1111	2133	53042	4590	19954	117664	249417
18006	0	0	0	0	0	0	0	0	3	17	5	0	624	147	16807	1360	6177	53452	94273
18007	0	0	0	0	0	0	0	0	3	22	4	0	729	95	21193	3247	6336	33427	83322
18008	0	56	168	43	281	0	0	7	99	40	96	0	6952	3975	244402	7911	78353	113375	577472
18009	0	50	209	34	281	0	0	1	118	74	105	0	7973	3714	271321	11208	87822	230809	756557
18010	0	0	21	0	0	0	0	0	19	35	14	0	663	1263	33575	8798	14140	89381	176077
18011	0	0	46	0	0	0	0	0	30	31	8	0	493	271	48382	9407	10834	101533	205162
18012	0	50	204	34	281	0	0	1	123	27	95	0	7649	2685	287230	6662	87940	132591	662570
18013	0	0	6	0	0	0	0	0	17	17	6	0	1445	292	65747	3760	16925	55300	188055
18014	0	50	162	34	281	0	0	1	94	53	90	0	7562	2631	241352	14522	83835	130667	594819
18015	0	56	172	43	281	0	0	7	101	56	97	0	7018	4143	232756	13890	80572	150514	606287
18016	0	0	68	8	0	0	0	0	47	19	21	0	1072	1521	70189	1388	21580	115102	254832
18017	0	6	36	9	0	0	0	6	28	43	8	0	1353	1886	80110	13298	17665	107256	273189
18018	0	0	36	0	0	0	0	0	24	17	9	0	679	365	50896	1199	12321	89536	188779
18019	0	0	11	0	0	0	0	0	10	32	9	0	1944	257	42332	11332	9146	100576	206387
18020	0	7	98	0	11	0	0	13	74	7	28	0	7033	1636	193885	1447	13342	60454	374361
19001	0	0	0	0	0	0	0	0	12	0	0	0	22922	1071	377768	1082	14116	55475	601777
19002	0	0	4	0	0	0	0	0	16	2	4	0	2076	1947	72890	182	4837	29232	139466
19003	0	0	46	0	0	0	0	0	18	2	3	0	1748	517	11271	95	2225	21149	47679
19004	0	24	38	0	0	0	0	25	39	2	6	0	8756	11930	127138	595	7912	34916	236549
19005	0	30	95	0	40	0	0	2	92	2	23	0	7668	646	238690	1075	19176	57091	439083
19006	0	0	422	0	0	0	0	0	285	0	13	0	89497	6558	1527099	3311	70845	173533	2344617
19007	0	0	0	38	0	0	0	0	5	21	7	0	394	45	14097	1071	7847	73042	110992
19008	0	0	0	0	0	0	0	0	2	1	1	0	220	9	6389	40	654	6838	16615
19009	0	89	1905	0	176	0	0	42	647	1	102	0	135124	3381	1179589	4254	54338	172782	1931140
19010	0	0	0	0	0	0	0	0	7	0	1	0	22792	2482	366339	799	14698	53608	587039
19011	0	0	0	0	0	0	0	0	4	0	2	0	1850	1520	62819	149	1819	17219	110548
19012	0	0	0	0	0	0	0	0	8	0	1	0	2354	1655	130065	255	2259	14144	190301
19013	0	75	421	0	53	0	0	47	151	8	24	0	16129	17276	419667	3118	24521	110153	743033
19014	0	0	0	46	10	0	0	0	14	47	14	0	1121	212	68299	5796	17712	117056	245067
19015	0	0	46	0	0	0	0	0	21	1	4	0	1817	171	12823	109	2721	25942	59626
19016	0	0	0	0	0	0	0	0	1	0	0	0	1580	82	107890	158	1466	22077	165472
19017	0	0	290	0	127	0	0	0	182	19	82	0	35188	1022	638209	2423	66693	76233	976357
19018	0	89	1865	12	176	0	0	42	608	41	98	0	157612	3924	1298401	4732	59765	149135	2074906
19019	0	89	1865	0	176	0	0	42	594	0	97	0	132422	2881	894809	2895	43212	97305	1449316
19020	0	75	420	2	53	0	0	47	158	3	25	0	16324	17262	420140	2350	25721	110075	748280
19021	0	89	2276	0	176	0	0	52	848	0	98	0	190398	12378	1830890	4767	86485	179150	2819166
19022	0	24	59	0	0	0	0	25	52	6	19	0	6807	12078	143593	1289	13266	64662	294006
19023	0	0	0	0	0	0	0	0	3	1	2	0	548	431	5357	28	906	11793	21956
19024	0	0	0	38	0	0	0	0	5	26	5	0	276	68	10691	856	7431	71527	102822
19025	0	0	149	0	0	0	0	10	98	0	1	0	32525	8117	675787	929	25641	59141	966106
19026	0	89	2276	0	176	0	0	52	837	0	97	0	184075	10977	1731778	4520	85641	172394	2683180
19027	0	0	0	0	0	0	0	0	2	0	1	0	867	39	7157	49	866	12748	27357
19028	0	0	0	0	0	0	0	0	11	0	1	0	3592	1942	181443	489	3325	23592	270121
19029	0	0	21	0	0	0	0	0	20	0	13	0	1181	145	40458	105	6063	26247	84666
19030	0	0	21	0	0	0	0	0	24	2	18	0	1471	175	50394	553	10610	63697	144986
19031	0	113	2177	0	176	0	0	77	823	1	112	0	178525	22736	1732241	4443	90042	181138	2712562
19032	0	0	4	0	0	0	0	0	15	3	6	0	1079	31	22151	124	4740	29431	67991
19033	0	0	36	10	0	0	0	0	27	18	6	0	3290	89	48233	1307	6041	38337	113314
19034	0	0	0	0	0	0	0	0	6	0	0	0	2716	235	180721	283	2217	26957	261755
19035	0	0	0	0	0	0	0	0	1	0	0	0	307	7	2992	11	422	5607	11107
19036	0	0	0	0	0	0	0	0	2	14	1	0	130	37	5973	1052	3282	52431	72453
19037	0	0	0	12	0	0	0	0	34	45	3	0	16888	1850	445382	2138	14953	48956	660305
19038	0	24	29	0	0	0	0	25	46	1	19	0	8912	12024	158443	791	11378	61022	305562
