CVEGEO	POBFEM	POB0_14	POB15_64	POB65_MAS
04009	50.82355689801913	30.14034677836557	62.99584466732306	6.825425963319593
04010	49.23062369931261	35.561581635870596	58.71539383237687	5.688339534590401
04011	49.5363758446486	32.05721228657302	60.70385607400934	7.06414000383689
04012	50.07517813950448	24.534222396548344	66.5620709943126	8.89716937961692
05001	47.651663405088065	20.35225048923679	62.91585127201566	16.731898238747554
05002	49.746102613793866	27.978388058236945	67.35456095377106	4.53028983551865
05003	50.35565579458709	27.368147120055518	64.76839000693963	7.863462873004858
05004	49.4387720603151	27.297315572384882	64.86577861924404	7.803096896341875
05005	48.691418137553256	27.814972611077298	59.34266585514303	12.842361533779671
05006	49.89014007140895	27.56110958527877	64.73839604504258	7.70049436967866
05007	49.941014549744395	28.91073535194652	61.494298073141955	9.579237121510028
05008	49.81949458483754	28.22448309812931	61.503117820807354	10.272399081063341
05009	50.50902007283815	28.47124587109342	64.20259168289998	7.315998983653765
05010	49.994539431372786	26.83080731473504	65.80713271608684	7.303813903821185
05011	48.806522104555384	28.080349638594722	60.57320558076988	11.119515885022693
05012	46.256847230675596	25.13694461351187	63.17711503347535	11.685940353012782
05013	48.357348703170025	34.00576368876081	58.55907780979827	7.262247838616715
05014	48.88444537992002	27.457377394232793	64.12334245422016	8.419280151547042
05015	50.378787878787875	27.335858585858585	62.81565656565657	9.848484848484848
05016	47.39229024943311	23.356009070294785	62.981859410430836	13.662131519274377
05017	50.40266357943838	27.082822785772834	65.42416995529716	7.41441814478988
05018	50.385583586536725	25.29344276762863	66.15269530281445	8.472752793642389
05019	50.365792129162465	27.08123107971746	64.17759838546922	8.74117053481332
05020	49.94066483309366	27.209013360883464	62.68446256299998	8.975665600960532
05021	50.40526074323291	24.361523168680225	66.30983330784524	9.328643523474538
05022	49.89586163180295	28.808596697757253	65.18156298107398	5.928340728666727
05023	48.22650902302427	28.88404895249948	62.31072391619996	8.80522713130056
05024	49.3299154524195	26.448102176650476	64.21118906278107	9.226029861485879
05025	49.68949735434732	26.76220885060144	66.94834029955707	6.134624873105083
05026	49.55233096634764	25.841309046001854	61.99444272923742	10.774930534115468
05027	48.690722577161885	27.94188624297506	68.18549937419729	3.798990535245372
05028	50.259986730647576	25.74408665195723	65.75427010846924	8.427581737667989
05029	49.73694860380413	26.426547956293	64.91299069202752	8.660461351679482
05030	50.24853458915084	26.04272022073781	67.05888235574879	6.582018687255528
05031	50.42206874267943	25.449331556201784	65.24496142816753	9.196655761541258
05032	50.49219119734974	24.152863227638427	64.4178892569806	11.412683388547089
05033	50.56561197929553	28.312269276828218	62.99225067051989	8.671727318613236
05034	47.701660735468565	29.819098457888494	64.2497034400949	5.931198102016608
05035	51.20288881983442	24.66608771890884	67.11914300934455	8.030680531818081
05036	49.61832061068702	28.13592711154888	62.5855700566363	9.076582122629894
05037	49.41822882999354	28.425985778926954	62.637362637362635	8.936651583710407
05038	50.0799390940236	28.05481537875904	62.71792919680244	9.227255424438523
06001	49.54028813436618	25.88503583580685	63.798595525953814	10.240353290378629
06002	51.50845601344812	21.092277520248587	67.29471244460292	11.27935408282818
06003	49.711462998014866	22.93984580582614	65.81413600480126	10.807441946355201
06004	49.68565532466286	24.31732015165331	65.58525699476893	10.03023467869655
06005	49.69456615601113	22.65327661752007	66.00249464291426	11.139540090190936
06006	48.65730037346612	22.603592388404767	65.5166281344478	11.87977947714743
06007	50.20860488611796	24.3557328391727	68.5763043694479	6.802037365663165
06008	48.84175544912521	27.318932655654383	63.33691721239371	8.161470042029126
06009	50.27814797300202	26.88448475989854	65.37896049181033	7.598985426249946
06010	51.687343919018176	22.640589735714	70.4023717631976	6.657229470760273
07001	50	33.96687784817161	58.752917639213074	7.280204512615316
07002	50.84721763345448	30.22608203143437	62.08052107424364	7.69339689432199
07003	50.983307929662814	29.655377523328006	61.422357708465	8.911111937246737
07004	50.13274336283186	34.86725663716814	58.31305309734513	4.322455752212389
07005	49.70626631853786	36.015013054830284	58.80793080939948	5.177056135770235
07006	51.384906254923585	33.40160705845281	59.101937923428395	7.487001733102253
07007	52.37968625365594	35.35407249844899	59.54090224231144	5.1050252592395635
07008	50.21441762919836	33.374025730115505	60.590978808651826	6.034995461232667
07009	51.49143065515984	25.676431262914793	63.772942749483406	10.5506259876018
07010	50.41412084181942	35.05770536320434	57.515274949083505	7.427019687712152
07011	50.37952076201816	33.66572406608126	58.381703626531724	7.952572307387012
07012	50.62198291867806	31.527726203738087	63.22564673845773	5.24198539423196
07013	51.13651611518128	35.22260687545286	53.73158360840512	4.025440785766041
07014	51.75297655831582	38.94038643760557	57.21995633007869	3.8396572323157416
07015	51.2551883780332	31.00654533844189	61.03328544061303	7.960169220945083
07016	49.58851240138487	25.977637777399398	62.84692661331517	11.175435609285431
07017	50.4267586770481	29.36916895557624	62.58824597643747	7.982430254466212
07018	50.77777777777778	33.96969696969697	59.07070707070707	6.959595959595959
07019	52.19583819759535	27.979636293612874	65.27097449722586	6.682593363742493
07020	49.65344551282051	31.40625	61.432291666666664	7.141426282051282
07021	51.12653208363374	30.082912761355445	61.2247656813266	8.692321557317952
07022	50.38558065252111	45.46657540497376	51.93246634725074	2.5827059091946154
07023	53.95765296615572	40.20810654427413	55.2492473055008	4.540684731334648
07024	50.76765609007165	48.37695569527709	47.49232343909928	4.123409855241994
07025	50.01338329764454	32.6686295503212	59.83672376873662	7.494646680942184
07026	51.037554622026136	40.98710181334572	55.84218192565071	3.164383272466277
07027	50.777604282846305	28.314967655587775	65.09747936649565	6.244925273254517
07028	49.545159194282	26.900584795321638	65.17218973359324	7.92722547108512
07029	50	30.673824509440948	61.81044057756387	7.515734912995187
07030	50.68913959494359	32.899279597662094	60.32078292782384	6.779937474514068
07031	50.95729335140097	41.34064781221314	55.03781090177908	3.601870874677624
07032	50.75737959606422	31.965302951838424	59.72294148109788	8.311755567063697
07033	49.30296756383713	34.90683229813665	59.737750172532785	5.355417529330573
07034	51.594002249774405	31.337379630888663	62.06781462847819	6.545360149325686
07035	50.700741962077494	31.15553723550426	61.84391316295686	7.000549601538884
07036	51.11024542267238	36.696532917802884	56.07064017660044	7.232826905596676
07037	51.25368122643327	29.210359728070898	62.816172625436934	7.9074119946054555
07038	50.9727965179543	36.98367791077258	56.54842219804135	6.454842219804135
07039	49.8261212490589	36.83361416842936	57.820958663463955	5.345427168106694
07040	51.017993313549454	28.552646406971938	63.42924758649187	8.006836707862215
07041	51.352108427244715	30.537180288306146	62.93822318946756	6.515977504363378
07042	51.314054671706074	36.626527204008084	57.36134306056078	6.012129735431133
07043	50.56108019341301	32.0864884590822	60.98896086123529	6.924550679682511
07044	50.73623228387186	32.96320562778027	61.60902100072416	5.427773371495569
07045	50.31826861871419	30.856142584341185	62.507956715467856	6.5563335455124125
07046	50.39329810291503	28.052017631444365	60.811436086014176	11.136546282541461
07047	50.22430505487463	38.4282624369142	52.99206921413122	3.977409276616198
07048	50.60301737974045	28.756821204200484	62.28275324437107	8.96042555142844
07049	51.36120797210403	45.24456956396558	51.412393230749544	3.327041811958156
07050	50.17201834862385	25.439602446483182	62.82492354740061	11.735474006116208
07051	50.61565141990028	30.117060481248647	61.50010838933449	8.374159982657707
07052	51.15048891347047	33.83891027959185	59.232629212845765	5.116750693129684
07053	50.70244272876851	34.539931654220986	55.86634603214783	9.593722313631186
07054	50.382300884955754	28.86725663716814	62.4	8.732743362831858
07055	53.097345132743364	28.454731109598367	61.72566371681416	8.59428182437032
07056	51.05052708106143	45.81606688476918	51.464921846601236	2.7190112686295893
07057	51.013115526584464	34.430220686405406	58.75284693316579	6.809078771695594
07058	48.79328436516264	34.29171038824764	60.79748163693599	4.910807974816369
07059	50.665428000392055	38.21214432734882	57.078508998086605	3.77651164871879
07060	51.17120954003407	42.6320272572402	51.90942646223736	5.45854628052243
07061	50.64529708307237	32.08209698450671	61.880756080782774	6.0227727753421565
07062	50.251773241648166	33.97043694840002	59.21273485299692	6.816828198603065
07063	50.3138337936229	31.157419030881247	62.11398443384384	6.603063017825759
07064	49.912619238331025	42.71826986091895	53.0546857933445	4.227044345736547
07065	50.79877518617926	32.65792159679432	61.68147280081654	5.410350432843156
07066	50.93024137016407	42.04463642908567	54.42764578833693	3.4784585654200297
07067	50.644056742214254	35.2111527800424	58.79667373226806	5.9921734876895485
07068	50.96337604561546	28.15251104357906	63.855383940599644	7.9451110623766406
07069	50.94837184771355	28.35934600433653	62.03191842634735	9.600922001054832
07070	50.22425181440104	35.945527195629126	56.45437494903368	7.2657587865938185
07071	48.58236789121035	29.864343004257847	61.76189061623263	8.367165065848104
07072	51.30246996895667	38.486975300310434	57.06235659333243	4.342691321365907
07073	50.78225658015829	35.10951592122216	59.43309405484999	5.457390023927848
07074	51.12984898168596	31.21863079702871	62.588949117758595	6.181266590822905
07075	50.97297859793957	31.135315134066392	62.28797391515488	6.57671095077873
07076	50.07862424303256	35.50135501355014	59.152196460236205	5.346448526213657
07077	50.43501268462747	33.82048528427573	60.21851799971985	5.96099671600442
07078	52.61495131419254	28.71165587333352	66.32480057811502	4.892668871656615
07079	50.05862225731582	30.052879668844064	63.73316105567918	6.194817313904243
07080	49.77830897945021	36.461425762424334	57.053629949493	6.484944288082662
07081	51.094738830641354	40.91999622178143	55.163880230471335	3.8330027392084633
07082	50.86995746874597	41.71929372341797	54.83954117798685	3.44116509859518
07083	50.696626859417556	29.86591242405196	62.90069138906348	7.233396186884559
07084	49.25826422146945	34.07312229879687	58.871627146361405	7.055250554841724
07085	49.81634527089073	33.0119375573921	60.743801652892564	6.2442607897153355
07086	50.224372731884344	29.73426464275959	63.69063877941234	6.563390174425411
07087	50.85189095795738	32.146285275484736	61.96246880399309	5.88644653484354
07088	49.09012131715771	32.66897746967071	59.878682842287695	7.452339688041595
07089	51.48230451278746	27.553391799969464	64.4139483073513	7.2305813302573325
07090	51.41851770398065	35.18803606773697	56.10292500549813	8.709038926764899
07091	51.72160094173043	31.65097115950559	61.712772218952324	6.636256621542084
07092	50.22869410995986	31.12106786147671	60.69728367404088	8.17698123774853
07093	51.60499979236743	41.395706158382126	54.42049748764586	4.183796353972011
07094	51.627305602133376	36.17850865674054	59.03149558576941	4.7899957574900505
07096	50.061672953715345	30.569426980420335	50.13711753787199	5.196096042153164
07097	50.73493412248539	27.533645947798462	63.63952868473448	8.817033499069773
07098	49.52156427679933	32.9219248370545	61.29524337817224	5.782831784773263
07099	51.73683387277256	30.69389130199372	61.583905860836715	7.717389996510691
07100	51.32938856015779	36.031558185404336	57.919789612097304	6.0486522024983564
07101	52.40827149683769	24.15852433265414	68.44178651884393	7.03851877109379
07102	51.79163416536662	28.619832293291733	63.19715288611545	8.173264430577223
07103	50.82832816315755	31.27516335555409	60.85736915055112	7.867467493894792
07104	50.97826086956522	27.75966183574879	63.89492753623188	8.345410628019323
07105	50.98075962018991	29.116691654172914	60.869565217391305	9.988755622188906
07106	50.21845093027403	29.597871961005765	63.15609582119717	7.1479522082862745
07107	50.72589613515531	30.66435111131423	61.85122556860595	7.463095836570541
07108	50.87642418930763	28.413489628980425	63.56449021326322	8.000109553023664
07109	51.37147821769889	34.40734764800794	59.898225145835916	5.664639443961772
07110	49.61466914695721	35.63646027106032	58.57028966250332	5.793250066436354
07111	53.46351354329668	36.32116016132942	59.07257620170586	4.60405968307143
07112	51.20427954042374	44.8455781595868	51.965848002529775	3.1780330979234743
07113	52.35849056603774	44.31603773584906	52.735849056603776	2.94811320754717
07114	49.94704063042833	37.52489090369868	58.034995551412955	4.300300809219167
07115	50.1699062117711	39.989126002446646	55.817588691042545	4.1932853065108064
07116	49.59664908470369	38.031337263419175	57.61712690040335	4.351535836177474
07117	49.893009985734665	36.483594864479315	58.27389443651926	5.242510699001427
07118	51.5792955184389	41.92161402348272	53.92756738878783	4.150818587729453
07119	50.57471264367816	43.839483766888485	53.33736640451704	2.8231498285944747
07120	47.30011587485516	35.08690614136732	59.884125144843566	5.028968713789108
07121	53.808212892865335	41.50034411562285	54.18674007799954	4.312915806377609
07122	51.29915955604029	28.466029383460576	62.44947712837621	9.0588310771797
07123	50.19011406844106	27.663915422424186	63.97106556616897	8.365019011406844
07124	50.941418207741016	34.272654841279824	59.15209460309473	6.508156162200696
07125	49.38197424892704	35.98283261802575	58.48068669527897	5.536480686695279
08001	49.593440382644346	32.039631021523746	61.598906730440724	6.334130509053638
08002	50.69681729181863	26.348523822321187	65.48546857603563	8.158329174185127
08003	49.85271591846353	22.90562036055143	62.70767055496642	14.386709084482149
08004	44.569503779165295	26.17893526125534	70.73200788695367	2.7398948406178114
08005	49.29291380830108	30.387460238378107	62.48419116238072	6.798758287663358
08006	49.33700706044429	23.71276046151197	61.08145341828827	15.188565524367142
08007	50.47445255474452	33.771289537712896	58.14476885644769	8.083941605839415
08008	50.33717834960071	38.62466725820763	54.72937000887311	6.637089618456078
08009	52.987024110316476	29.373474369406022	62.51980643227271	8.093871782793029
08010	50.25451364034041	29.141811818977175	62.57058776743816	8.23590233039052
08011	50.61112345703954	24.727772278227842	65.77910664861916	9.438574516656901
08012	50.74571675089363	32.885492419573524	56.19376309626525	10.920744484161222
08013	49.005501481168004	27.575116377486246	62.14134574693187	10.198899703766399
08014	47.935103244837755	23.746312684365783	59.34119960668633	16.420845624385446
08015	48.53658536585366	21.70731707317073	60.65040650406504	15.609756097560975
08016	49.2170626349892	24.352051835853132	63.336933045356375	12.311015118790497
08017	51.05293459847873	26.195484892436806	66.08188753197001	7.53717379510402
08018	47.832908413414394	23.808589919592077	62.816238478132966	13.375171602274955
08019	51.236783786262606	22.38315235358984	69.15644456388894	8.248389098983228
08020	49.27675988428158	30.03857280617165	60.318225650916105	9.418193506910962
08021	50.94747053273623	24.91860789603072	66.46445988864231	8.586368649754826
08022	49.3485342019544	16.85667752442997	56.229641693811075	26.91368078175896
08023	50.43569711538461	35.15625	58.71394230769231	6.024639423076923
08024	50.830915325771564	20.41677657610129	63.62437351622263	15.958849907676075
08025	50.66211020931226	23.92140111063648	60.54392709668233	15.534671792681191
08026	48.89705882352941	18.09640522875817	58.66013071895425	23.24346405228758
08027	51.57831805500199	33.41570346751694	60.29493822239936	6.281387006775608
08028	49.65777672881756	25.63134293131933	64.59759263629927	9.771064432381403
08029	50.15639228728669	37.08080928059548	57.35835609929921	5.560834620105317
08030	49.9145924841386	35.61493411420205	56.12493899463153	8.260126891166422
08031	50.09725706875652	25.890113607532488	62.534885687706144	11.549629295520537
08032	51.78635716857246	24.986713754264457	65.77805969381632	9.145222951775214
08033	50.12135922330097	24.635922330097088	56.79611650485437	18.567961165048544
08034	49.86528098537337	21.285604311008466	61.1431870669746	17.571208622016936
08035	47.66015447523853	31.194911403907316	60.9631985461154	7.669241253975466
08036	50.59105704985438	27.66098044494481	63.611444235052254	8.70554834920091
08037	49.95027934807762	25.144765116202187	68.91017884888757	5.648980131574597
08038	49.45783132530121	24.718875502008032	62.53012048192771	12.630522088353414
08039	48.641436196021345	24.915089762251334	60.60164968461912	14.483260553129549
08040	50.660197263760736	26.68628698695514	61.605154311167674	11.108017817371937
08041	52.30414746543779	29.723502304147466	59.523809523809526	10.75268817204301
08042	46.859083191850594	16.893039049235995	66.6383701188455	16.468590831918505
08043	48.431801604668124	22.13712618526623	61.52443471918308	16.338439095550694
08044	49.860917941585534	24.779786740843765	61.7060732498841	13.514140009272138
08045	50.10144248991149	26.10527723898067	64.53303012061623	9.212315787126837
08046	49.559592623176435	36.15469309110927	56.908890723919626	6.936416184971098
08047	47.515178772205985	29.885315943332582	59.70317067686081	9.826849561502137
08048	49.8502994011976	25.096865093342725	60.769637196195845	14.093871081366679
08049	50.054406964091406	27.058396808124773	60.42800145085238	12.513601741022851
08050	51.12162182714097	26.08246011588825	65.42819339041564	8.46805468951987
08051	49.42783314876338	33.567121939214964	59.46843853820598	6.964439522579058
08052	50.30162223852613	25.523762941224422	64.25368875845766	10.16140865737344
08053	49.148894541185676	25.709254549011934	62.49266288397574	11.582860496967326
08054	49.408706952566604	29.642625081221574	61.61143599740091	8.745938921377517
08055	49.83905579399141	23.63495469718646	65.67715784453982	10.592513113972341
08056	47.95574795574795	19.865319865319865	63.10726310726311	17.027417027417027
08057	47.56486117432863	20.43695949021393	59.49021392808375	20.072826581702323
08058	48.03412462908012	21.550445103857566	63.57566765578635	14.873887240356083
08059	50.35971223021583	26.139088729016787	62.150279776179055	11.670663469224621
08060	49.77551372819893	26.532550509411156	62.83025384216888	10.283198065964427
08061	47.1294669009959	19.15641476274165	61.10134739308729	19.74223784417106
08062	50.344919965173126	25.001674368762977	64.07809255910522	10.920233072131806
08063	49.88721804511278	24.75563909774436	60.37593984962406	14.868421052631579
08064	49.86187845303867	22.306629834254142	60.70441988950276	16.988950276243095
08065	50.959338144692836	34.3894854192337	57.701108959690195	7.909405621076101
08066	49.50859950859951	30.605036855036854	59.93550368550368	9.45945945945946
08067	49.340314136125656	23.81151832460733	59.3717277486911	16.81675392670157
09002	52.58037273978783	16.280700130725002	70.94110433706227	12.693744866440694
09003	52.94793529791829	14.863283570429996	70.39565658226014	14.720228107550366
09004	52.15631689681468	20.813005889216576	71.4345433330577	7.699163014617385
09005	51.943280399471256	18.097312739325233	69.83392011427101	12.04882426486192
09006	52.46988472800504	17.12697216422244	70.70287500463311	12.126169090302573
09007	51.63945679781813	19.985714955058224	70.49598852837886	9.49677633062851
09008	52.23081955561299	19.133194950367898	70.32291153451632	10.526528337546745
09009	51.291220486622784	23.781641942561482	69.17444411697285	7.0347447358941615
09010	52.44507908322213	17.921929770252273	70.92909448492169	11.040563165805382
09011	51.520851972787035	21.424474845340328	70.9928042150018	7.545760655395054
09012	52.15550742362071	18.452183653175755	70.89143454755346	10.58051685316204
09013	51.27482597505982	20.138722414955062	70.61115659304625	9.202854958862721
09014	53.444753347322255	11.80298189808662	74.00133132789593	14.186934099269152
09015	52.196620527438064	15.290611192121403	72.91988774171801	11.777410585399096
09016	52.83928873018554	15.078292759427702	71.38417738316404	12.10775206890728
09017	52.6445558300128	17.597542505814687	70.08591313127671	12.22301354055857
10001	50.24162268709862	26.60710879379411	62.76467221974948	10.580530298213263
10002	48.854431844480445	33.233047905577415	59.500115713955104	7.266836380467485
10003	49.461312438785505	30.729676787463273	59.280117531831536	9.720861900097944
10004	49.89271921041339	28.848519525103704	61.82234301244457	9.140323272779288
10005	51.29759531404957	26.349613835983025	66.05894900079426	7.305099339767707
10006	50.37856146642758	30.1255230125523	58.60729228930066	11.227336122733613
10007	50.49309188464118	27.337625754527163	65.54714956405097	6.964989939637827
10008	50.78348548848617	26.32238724621883	64.51287641368033	9.023027660444201
10009	47.78599655486878	29.455871922180567	60.82683149255244	9.717296585266997
10010	49.62269060629716	25.214676034348166	58.75618006765548	16.029143897996356
10011	50	25.86352148272957	57.24515585509688	16.828138163437238
10012	50.49016306111577	26.92865846564572	65.6953212542786	7.248045164806231
10013	49.98514777959305	32.33328382593198	59.80989157879103	7.719441556512699
10014	50.892287425642714	44.02774633102114	51.63328736389272	4.233991313834057
10015	49.39506747324337	28.773072747014115	58.99643244920118	12.214983713355048
10016	50.11542497376705	28.001049317943338	61.080797481636935	10.918153200419727
10017	48.869174059727605	24.115956516306387	59.990003748594276	15.894039735099337
10018	50.086671802773495	24.95184899845917	60.68952234206471	14.358628659476118
10019	47.35987002437043	33.367181153533714	59.46385052802599	7.168968318440292
10020	50.197534766118835	25.576801517067004	62.405183312262956	11.725663716814159
10021	49.52329555675481	29.087965461413923	60.073754272351145	10.730347184745458
10022	50.751278148538425	27.23334504156422	62.72099285797916	9.971509971509972
10023	50.49250034133687	34.675925022918335	60.008972283446134	5.279993758411516
10024	49.25885473552816	29.466375409580277	58.956155406459665	11.577469183960057
10025	46.10504053577723	22.136059217483258	57.560803665844205	20.30313711667254
10026	48.82016961864651	32.469855189522875	60.837708417469564	6.675128367853228
10027	50.0856979622929	27.88040373262236	58.998286040754145	12.892782327175777
10028	50.711728960293016	29.368184466827604	59.0193956547074	11.495879463914093
10029	49.310508796956725	28.292914883499762	58.678078934854966	13.029006181645268
10030	47.88732394366197	24.800979791794244	60.80832823025107	14.390691977954685
10031	50.14122194143006	29.00252712947822	58.272632674297604	12.724840196224172
10032	49.301928587396105	28.60162172048692	62.83252382791066	8.547564370922837
10033	50.94694231603296	29.521468844874946	59.11522336272951	11.305479254011855
10034	48.64638783269962	34.961977186311785	58.68821292775665	6.334600760456274
10035	49.47266654948145	26.788539286342065	60.045702232378275	13.165758481279662
10036	50.16317457314478	29.451828028189	60.98472307619543	9.431017357990825
10037	48.937768240343345	32.918454935622314	60.09656652360515	6.984978540772532
10038	51.098994718009884	28.07974101209746	63.06014653262907	8.808996421877662
10039	50.377041563918375	31.689360637575497	59.533254708552235	8.702333726457239
11001	51.26792698826597	27.672750977835722	63.73315949587136	8.588657105606258
11002	51.96923558147879	24.225139608268858	63.44609326844347	12.29656752256272
11003	52.422758640437536	27.298914755318844	64.58895283910317	8.083497981273087
11004	51.807799091368	27.610739525492175	64.41822311963655	7.964727410398789
11005	51.43235241722725	26.12505619979132	63.679241281609734	5.586047182375745
11006	51.227341389728096	28.209969788519636	58.11933534743203	13.670694864048338
11007	51.44665166193691	24.596244212529907	67.63353154159208	7.608856244327655
11008	52.04413191076625	28.646944713870027	61.21241513094083	10.133365664403492
11009	52.888732120268564	29.035710810547826	63.89267295903474	7.0703999221562714
11010	52.449697735270234	27.997834521338987	61.97780384372462	10.024361634936389
11011	51.459235356588515	24.958132505514257	66.64590311249081	8.352054570705008
11012	51.81968435039051	27.49133097838416	62.630845513173675	9.86810124120945
11013	52.051843738590726	30.6425702811245	62.782037239868565	6.575392479006937
11014	52.949005753259975	30.824102356505847	62.30326672309523	6.7714275199646705
11015	51.65141388174807	25.006169665809768	67.90025706940874	7.027763496143959
11016	52.71204089360091	27.025747822794397	62.268080272624005	10.69670579326013
11017	50.962386563521896	25.861577561796636	66.7939954768759	7.323008737623387
11018	51.40271259862823	26.086844412356246	64.34170491465113	9.568872157186323
11019	52.311327422905265	27.99644566512511	61.39709594684654	10.606458388028354
11020	50.809573469903526	26.012961774095626	67.44904035811912	6.296133835691648
11021	51.96462199276359	20.56029284187808	67.19493874441929	12.24476841370263
11022	48.823105787817916	28.954250843346095	63.34761020354016	7.6943486335898115
11023	51.9766391326794	26.92178626742385	63.0917656169334	9.958053691275168
11024	52.2615496250907	26.36458921228735	63.00088688220592	10.465210029831493
11025	50.70012642828177	29.53293098924167	64.62512821736122	5.536604565730779
11026	50.95794179363197	29.398169266794394	62.845543289845814	7.754766900830216
11027	51.62041862795657	23.7878405512459	67.2474644956239	8.920440206717211
11028	51.71684762977286	23.607717315088287	63.89945392346429	12.428022013046343
11029	53.1227164222731	29.697471622740782	62.52253130023871	7.745895649632192
11030	51.51052231766464	31.633734859298958	61.108745920045415	7.1648593824347
11031	51.11063566412727	28.250720174828647	64.83101680280582	6.826569675481963
11032	51.518568972062795	29.91134237030751	64.3873244154626	5.665602179593113
11033	52.813219642746	30.459948963714446	63.152735420426964	6.321964274600112
11034	52.94426000349467	29.52996680062904	60.8422156211777	9.627817578193255
11035	52.43866893368958	28.480689822686422	64.19965994656303	7.305076512023318
11036	52.05540661304737	22.475424486148345	62.377122430741736	15.14745308310992
11037	50.83760734146869	29.23568944172611	64.64363614926604	6.086777103106762
11038	51.39773531493277	25.088464260438784	61.89844302901628	12.977707006369426
11039	51.538782899317646	24.511906419718702	63.46469850995683	12.020609942904889
11040	51.71689908532014	31.029139801069626	62.12825511071125	6.827610336382266
11041	51.813185026181415	22.34852180700556	67.81799850391909	9.833479689075357
11042	51.81468004851587	25.636104335772455	64.750689751689393	9.570554600343876
11043	53.25365830706253	30.52274972944996	60.33501152778431	9.137533524678869
11044	51.380887963399246	27.541761031144077	65.8327126810658	6.596646957790579
11045	52.70573454186485	31.14960064614556	57.569774746477606	11.28062460737683
11046	52.200288037706756	25.417145517231347	62.39216770195371	12.18341310135145
12001	52.3075660046744	23.998224653204474	65.4180659495155	9.404848338691016
12002	53.33465582225749	35.90954175758778	55.33425907558024	8.756199166831978
12003	51.193732572035586	31.82844243792325	57.93652901341123	10.173947682910637
12004	53.380447585394585	41.30035335689046	50.28032979976443	8.419316843345111
12005	52.617432484321	32.13874312044029	58.41546141046973	9.445795469089978
12006	51.3768898488121	30.597552195824335	56.91144708423326	12.48200143988481
12007	51.726936603841644	29.846394324706164	59.8911834550756	10.262422220218234
12008	51.76560620968623	29.76932327539084	58.292336285120804	11.938340439488357
12009	53.27826535880227	37.58389261744966	52.95129926002409	9.464808122526243
12010	52.59555649152364	39.38787687339862	53.985469095503845	6.591555227966726
12011	51.41891891891892	27.42748846407383	61.242584047462095	11.298615688859591
12012	51.567495623743184	35.02596820161162	58.74166341159961	6.232368386788768
12013	51.07623021392145	29.028412477647528	58.89794026094443	12.07364726140804
12014	50.99080429996115	22.46470664421707	62.802745758321464	14.732547597461469
12015	51.856416576798644	24.926821753196734	62.06285626251733	13.010321984285934
12016	49.55673758865248	30.60928433268859	58.1076724693746	11.283043197936815
12017	51.01739521150267	29.276590281789588	58.89980101418576	11.823608704024648
12018	51.71126322339764	29.53052617022748	59.87692733181221	10.57180391343428
12019	52.07077830491089	34.639056289267856	58.00743685087832	7.353506859853828
12020	53.667775314116774	38.77494456762749	54.00960827790096	7.215447154471545
12021	51.38660753394656	27.489870784056066	62.079774419623305	10.385183968462549
12022	50.653628676661306	28.23572132593246	56.61928723349069	12.159568397572237
12023	50.486348443309424	31.997596424681714	57.95620986216998	9.92601494723401
12024	52.04470408940818	34.404368808737615	56.2992125984252	8.483616967233935
