CVEGEO	mun_derechohabientes_PAFIL_IPRIV	mun_beds_PAFIL_IPRIV	mun_clinics_PAFIL_IPRIV	mun_derechohabientes_PAFIL_PDOM	mun_beds_PAFIL_PDOM	mun_clinics_PAFIL_PDOM	mun_derechohabientes_PDER_IMSS	mun_beds_PDER_IMSS	mun_clinics_PDER_IMSS	mun_derechohabientes_PDER_IMSSB	mun_beds_PDER_IMSSB	mun_clinics_PDER_IMSSB	mun_derechohabientes_PDER_ISTE	mun_beds_PDER_ISTE	mun_clinics_PDER_ISTE	mun_derechohabientes_PDER_SEGP	mun_beds_PDER_SEGP	mun_clinics_PDER_SEGP	vecino_derechohabientes_PAFIL_IPRIV	vecino_beds_PAFIL_IPRIV	vecino_clinics_PAFIL_IPRIV	vecino_derechohabientes_PAFIL_PDOM	vecino_beds_PAFIL_PDOM	vecino_clinics_PAFIL_PDOM	vecino_derechohabientes_PDER_IMSS	vecino_beds_PDER_IMSS	vecino_clinics_PDER_IMSS	vecino_derechohabientes_PDER_IMSSB	vecino_beds_PDER_IMSSB	vecino_clinics_PDER_IMSSB	vecino_derechohabientes_PDER_ISTE	vecino_beds_PDER_ISTE	vecino_clinics_PDER_ISTE	vecino_derechohabientes_PDER_SEGP	vecino_beds_PDER_SEGP	vecino_clinics_PDER_SEGP	full_derechohabientes_PAFIL_IPRIV	full_beds_PAFIL_IPRIV	full_clinics_PAFIL_IPRIV	full_derechohabientes_PAFIL_PDOM	full_beds_PAFIL_PDOM	full_clinics_PAFIL_PDOM	full_derechohabientes_PDER_IMSS	full_beds_PDER_IMSS	full_clinics_PDER_IMSS	full_derechohabientes_PDER_IMSSB	full_beds_PDER_IMSSB	full_clinics_PDER_IMSSB	full_derechohabientes_PDER_ISTE	full_beds_PDER_ISTE	full_clinics_PDER_ISTE	full_derechohabientes_PDER_SEGP	full_beds_PDER_SEGP	full_clinics_PDER_SEGP	mun.contrib_derechohabientes_PAFIL_IPRIV	mun.contrib_beds_PAFIL_IPRIV	mun.contrib_clinics_PAFIL_IPRIV	mun.contrib_derechohabientes_PAFIL_PDOM	mun.contrib_beds_PAFIL_PDOM	mun.contrib_clinics_PAFIL_PDOM	mun.contrib_derechohabientes_PDER_IMSS	mun.contrib_beds_PDER_IMSS	mun.contrib_clinics_PDER_IMSS	mun.contrib_derechohabientes_PDER_IMSSB	mun.contrib_beds_PDER_IMSSB	mun.contrib_clinics_PDER_IMSSB	mun.contrib_derechohabientes_PDER_ISTE	mun.contrib_beds_PDER_ISTE	mun.contrib_clinics_PDER_ISTE	mun.contrib_derechohabientes_PDER_SEGP	mun.contrib_beds_PDER_SEGP	mun.contrib_clinics_PDER_SEGP
07093	306	0	0	15	0	0	4865	0	0	6714	0	7	73	0	0	29109	0	0	2415	0	0	1171	0	0	36457	0	4	18507	45	58	22422	13	16	271664	0	0	2721	0	0	1186	0	0	41322	0	4	25221	45	65	22495	13	16	300773	0	0	11.245865490628445	NA	NA	1.2647554806070826	NA	NA	11.77338947776003	NA	0	26.620673248483406	0	10.76923076923077	0.32451655923538564	0	0	9.678062858035794	NA	NA
07094	22	0	0	51	0	0	767	0	0	255	0	1	577	0	0	32230	0	0	1497	0	0	1195	0	0	35714	0	10	13687	75	43	23403	13	18	120436	0	0	1519	0	0	1246	0	0	36481	0	10	13942	75	44	23980	13	18	152666	0	0	1.4483212639894667	NA	NA	4.093097913322633	NA	NA	2.1024642964831006	NA	0	1.8290058815091093	0	2.272727272727273	2.406171809841535	0	0	21.111445901510486	NA	NA
07096	71	0	0	78	0	0	3270	0	0	3041	0	14	793	0	1	45365	0	0	820	0	0	12195	16	31	30665	0	6	11523	0	29	11291	0	11	250081	0	0	891	0	0	12273	16	31	33935	0	6	14564	0	43	12084	0	12	295446	0	0	7.968574635241302	NA	NA	0.6355414324126131	0	0	9.636068955355828	NA	0	20.88025267783576	NA	32.55813953488372	6.562396557431314	NA	8.333333333333334	15.354751798975109	NA	NA
07097	218	0	0	1110	0	0	15300	12	10	428	0	11	4785	0	2	32126	0	0	882	0	0	799	0	0	25420	0	6	6388	0	31	11565	0	7	122738	0	0	1100	0	0	1909	0	0	40720	12	16	6816	0	42	16350	0	9	154864	0	0	19.818181818181817	NA	NA	58.14562598218963	NA	NA	37.57367387033399	100	62.5	6.279342723004695	NA	26.19047619047619	29.26605504587156	NA	22.22222222222222	20.744653373282365	NA	NA
07098	8	0	0	7	0	0	1244	0	0	510	0	1	6	0	0	4948	0	0	1661	0	0	1319	0	0	37305	0	10	12030	75	39	24792	13	19	147085	0	0	1669	0	0	1326	0	0	38549	0	10	12540	75	40	24798	13	19	152033	0	0	0.4793289394847214	NA	NA	0.5279034690799397	NA	NA	3.22706166178111	NA	0	4.0669856459330145	0	2.5	0.024195499637067505	0	0	3.2545565765327265	NA	NA
07099	41	0	0	132	0	0	2256	0	0	834	0	15	1247	0	0	61519	0	0	657	0	0	2041	0	0	28288	0	5	13774	13	74	17827	16	17	261148	0	0	698	0	0	2173	0	0	30544	0	5	14608	13	89	19074	16	17	322667	0	0	5.873925501432665	NA	NA	6.074551311550851	NA	NA	7.386066003143007	NA	0	5.709200438116101	0	16.853932584269664	6.537695292020551	0	0	19.06578608906396	NA	NA
07100	189	0	0	13	0	0	1538	0	0	4903	0	7	543	0	0	25047	0	0	311	0	0	326	0	0	11824	0	0	14600	0	42	4388	0	5	203503	0	0	500	0	0	339	0	0	13362	0	0	19503	0	49	4931	0	5	228550	0	0	37.8	NA	NA	3.8348082595870205	NA	NA	11.51025295614429	NA	NA	25.139722094036816	NA	14.285714285714286	11.011965118637193	NA	0	10.9590899146795	NA	NA
07101	13993	0	0	6250	54	22	185777	145	110	1764	0	5	56100	76	62	74046	0	0	3963	0	0	3494	0	0	56875	0	0	2822	47	35	13741	0	3	118107	0	0	17956	0	0	9744	54	22	242652	145	110	4586	47	40	69841	76	65	192153	0	0	77.92938293606593	NA	NA	64.14203612479474	100	100	76.56108336218124	100	100	38.46489315307458	0	12.5	80.32531034778998	100	95.38461538461539	38.53491748762705	NA	NA
07102	245	0	0	1555	0	0	6219	0	0	149	0	5	3098	0	0	11752	0	0	2943	0	0	8242	28	29	113512	313	118	6924	0	34	24206	36	26	81292	0	0	3188	0	0	9797	28	29	119731	313	118	7073	0	39	27304	36	26	93044	0	0	7.685069008782936	NA	NA	15.872205777278758	0	0	5.194143538431985	0	0	2.106602573165559	NA	12.820512820512821	11.346322883094052	0	0	12.63058337990628	NA	NA
07103	46	0	0	148	0	0	3983	0	0	143	0	7	663	0	0	10705	0	0	3108	0	0	7392	28	29	125626	325	125	6486	46	59	27745	36	30	138200	0	0	3154	0	0	7540	28	29	129609	325	125	6629	46	66	28408	36	30	148905	0	0	1.4584654407102093	NA	NA	1.9628647214854111	0	0	3.0730890601732903	0	0	2.157188112837532	0	10.606060606060606	2.3338496198254015	0	0	7.189147443000571	NA	NA
07104	10	0	0	37	0	0	1499	0	0	110	0	3	274	0	0	10457	0	0	511	0	0	1971	0	0	22037	0	4	4785	0	30	14125	16	13	131893	0	0	521	0	0	2008	0	0	23536	0	4	4895	0	33	14399	16	13	142350	0	0	1.9193857965451055	NA	NA	1.842629482071713	NA	NA	6.368966689326989	NA	0	2.247191011235955	NA	9.090909090909092	1.9029099243002987	0	0	7.345978222690552	NA	NA
07105	25	0	0	221	0	0	2138	0	2	329	0	4	667	0	0	6683	0	0	186	0	0	921	0	0	7629	0	3	2564	0	10	2571	0	1	14898	0	0	211	0	0	1142	0	0	9767	0	5	2893	0	14	3238	0	1	21581	0	0	11.848341232227488	NA	NA	19.35201401050788	NA	NA	21.89003788266612	NA	40	11.372277912201866	NA	28.571428571428573	20.599135268684375	NA	0	30.967054353366386	NA	NA
07106	120	0	0	92	0	0	9502	0	6	9521	30	16	1765	0	2	24624	0	0	3109	0	0	1192	0	0	38693	0	0	9121	0	32	13201	0	3	192495	0	0	3229	0	0	1284	0	0	48195	0	6	18642	30	48	14966	0	5	217119	0	0	3.7163208423660574	NA	NA	7.165109034267913	NA	NA	19.715738147110695	NA	100	51.07284626113078	100	33.333333333333336	11.793398369637845	NA	40	11.341246044795712	NA	NA
07107	81	0	0	86	0	0	2231	0	0	3446	0	8	2701	0	1	28653	0	0	1235	0	0	1822	0	0	41369	12	19	14331	30	51	14013	0	7	175737	0	0	1316	0	0	1908	0	0	43600	12	19	17777	30	59	16714	0	8	204390	0	0	6.155015197568389	NA	NA	4.5073375262054505	NA	NA	5.11697247706422	0	0	19.384598076165833	0	13.559322033898304	16.160105300945315	NA	12.5	14.018787611918391	NA	NA
07108	384	0	0	363	0	0	10242	0	2	2400	0	13	5404	0	2	49500	0	0	4065	0	0	2928	0	0	71232	12	13	6552	47	60	22433	0	8	177101	0	0	4449	0	0	3291	0	0	81474	12	15	8952	47	73	27837	0	10	226601	0	0	8.631153068105192	NA	NA	11.030082041932543	NA	NA	12.570881508211208	0	13.333333333333334	26.80965147453083	0	17.80821917808219	19.4130114595682	NA	20	21.84456379274584	NA	NA
07109	161	0	0	84	0	0	880	0	0	344	0	2	1770	0	3	23022	0	0	702	0	0	180	0	0	8321	0	0	20931	0	47	2980	0	2	213174	0	0	863	0	0	264	0	0	9201	0	0	21275	0	49	4750	0	5	236196	0	0	18.6558516801854	NA	NA	31.818181818181817	NA	NA	9.564177806760135	NA	NA	1.6169212690951822	NA	4.081632653061225	37.26315789473684	NA	60	9.746989788142052	NA	NA
07110	12	0	0	5	0	0	355	0	0	340	0	1	23	0	0	5563	0	0	1635	0	0	1181	0	0	28312	0	4	3214	45	25	22475	13	17	120964	0	0	1647	0	0	1186	0	0	28667	0	4	3554	45	26	22498	13	17	126527	0	0	0.7285974499089253	NA	NA	0.42158516020236086	NA	NA	1.2383576935151916	NA	0	9.566685424873382	0	3.8461538461538463	0.10223130944972887	0	0	4.396690034538083	NA	NA
07111	136	0	0	7	0	0	493	0	0	984	0	4	66	0	0	35438	0	0	3970	0	0	1975	0	0	52433	0	4	8166	45	45	29607	13	18	207579	0	0	4106	0	0	1982	0	0	52926	0	4	9150	45	49	29673	13	18	243017	0	0	3.3122260107160253	NA	NA	0.35317860746720486	NA	NA	0.9314892491403091	NA	0	10.754098360655737	0	8.16326530612245	0.2224244262460823	0	0	14.582518918429574	NA	NA
07112	435	0	0	10	0	0	1821	0	0	3648	0	3	13	0	0	26255	0	0	1750	0	0	1547	0	0	41981	0	0	49797	30	79	7939	0	3	324808	0	0	2185	0	0	1557	0	0	43802	0	0	53445	30	82	7952	0	3	351063	0	0	19.908466819221967	NA	NA	0.6422607578676943	NA	NA	4.157344413497101	NA	NA	6.825708672467022	0	3.658536585365854	0.16348088531187122	NA	0	7.478714646658862	NA	NA
07113	3	0	0	3	0	0	20	0	0	51	0	0	0	0	0	7186	0	0	377	0	0	63	0	0	4713	0	0	9090	0	23	367	0	0	135818	0	0	380	0	0	66	0	0	4733	0	0	9141	0	23	367	0	0	143004	0	0	0.7894736842105263	NA	NA	4.545454545454546	NA	NA	0.4225649693640397	NA	NA	0.5579258286839515	NA	0	0	NA	NA	5.025034264775811	NA	NA
07114	22	0	0	377	0	0	2184	0	0	1731	16	11	93	0	0	7821	0	0	588	0	0	1435	0	0	27908	0	0	29764	30	38	6119	0	3	107984	0	0	610	0	0	1812	0	0	30092	0	0	31495	46	49	6212	0	3	115805	0	0	3.6065573770491803	NA	NA	20.805739514348787	NA	NA	7.2577429217067655	NA	NA	5.496110493729163	34.78260869565217	22.448979591836736	1.4971023824855119	NA	0	6.753594404386685	NA	NA
07115	1	0	0	168	0	0	1872	0	0	509	0	3	23	0	0	10448	0	0	595	0	0	1546	0	0	30179	0	0	35452	43	73	8150	0	4	202212	0	0	596	0	0	1714	0	0	32051	0	0	35961	43	76	8173	0	4	212660	0	0	0.16778523489932887	NA	NA	9.801633605600934	NA	NA	5.840691398084303	NA	NA	1.4154222630071467	0	3.9473684210526314	0.2814144133121253	NA	0	4.913006677325308	NA	NA
07116	88	0	0	7	0	0	1289	0	0	894	0	1	51	0	0	8038	0	0	522	0	0	1805	0	0	28803	0	0	30601	46	48	6161	0	3	107767	0	0	610	0	0	1812	0	0	30092	0	0	31495	46	49	6212	0	3	115805	0	0	14.426229508196721	NA	NA	0.38631346578366443	NA	NA	4.283530506446896	NA	NA	2.838545800920781	0	2.0408163265306123	0.8209916291049582	NA	0	6.9409783688096365	NA	NA
07117	3	0	0	1	0	0	125	0	0	162	0	2	35	0	0	7117	0	0	99	0	0	202	0	0	4580	0	1	2653	42	19	1588	0	1	43700	0	0	102	0	0	203	0	0	4705	0	1	2815	42	21	1623	0	1	50817	0	0	2.9411764705882355	NA	NA	0.49261083743842365	NA	NA	2.656748140276302	NA	0	5.754884547069271	0	9.523809523809524	2.1565003080714726	NA	0	14.00515575496389	NA	NA
07118	147	0	0	0	0	0	1109	0	0	601	0	1	1	0	0	3309	0	0	105	0	0	65	0	0	1994	0	0	2115	0	10	1462	0	1	71614	0	0	252	0	0	65	0	0	3103	0	0	2716	0	11	1463	0	1	74923	0	0	58.333333333333336	NA	NA	0	NA	NA	35.73960683209797	NA	NA	22.128129602356406	NA	9.090909090909092	0.0683526999316473	NA	0	4.416534308556785	NA	NA
07119	89	0	0	0	0	0	93	0	0	290	0	1	1	0	0	4141	0	0	73	0	0	17	0	0	979	0	0	3325	0	2	142	0	0	28722	0	0	162	0	0	17	0	0	1072	0	0	3615	0	3	143	0	0	32863	0	0	54.93827160493827	NA	NA	0	NA	NA	8.675373134328359	NA	NA	8.022130013831259	NA	33.333333333333336	0.6993006993006993	NA	NA	12.600797249186014	NA	NA
07120	0	0	0	0	0	0	12	0	0	14	0	1	9	0	0	3899	0	0	156	0	0	342	0	0	9331	0	2	5972	42	36	2934	0	1	76619	0	0	156	0	0	342	0	0	9343	0	2	5986	42	37	2943	0	1	80518	0	0	0	NA	NA	0	NA	NA	0.12843840308252166	NA	0	0.23387905111927831	0	2.7027027027027026	0.3058103975535168	NA	0	4.842395489207382	NA	NA
07121	2	0	0	0	0	0	9	0	0	406	0	1	4	0	0	6133	0	0	137	0	0	71	0	0	2876	0	0	2815	0	10	1906	0	1	61525	0	0	139	0	0	71	0	0	2885	0	0	3221	0	11	1910	0	1	67658	0	0	1.4388489208633093	NA	NA	0	NA	NA	0.3119584055459272	NA	NA	12.604781123874574	NA	9.090909090909092	0.2094240837696335	NA	0	9.064707795087056	NA	NA
07122	251	0	0	92	0	0	816	0	0	150	0	2	374	0	0	8440	0	0	2917	0	0	1283	0	0	44483	0	8	16031	30	43	16276	0	6	132597	0	0	3168	0	0	1375	0	0	45299	0	8	16181	30	45	16650	0	6	141037	0	0	7.922979797979798	NA	NA	6.6909090909090905	NA	NA	1.8013642685268991	NA	0	0.927013163586923	0	4.444444444444445	2.2462462462462462	NA	0	5.984245268971972	NA	NA
07123	122	0	0	78	0	0	1829	0	0	102	0	2	408	0	0	4127	0	0	2577	0	0	908	0	0	35008	0	6	10212	30	24	9074	0	4	63870	0	0	2699	0	0	986	0	0	36837	0	6	10314	30	26	9482	0	4	67997	0	0	4.520192663949611	NA	NA	7.910750507099391	NA	NA	4.965116594728126	NA	0	0.9889470622454916	0	7.6923076923076925	4.302889685720312	NA	0	6.069385414062385	NA	NA
07124	38	0	0	40	0	0	2541	0	2	152	0	2	143	0	1	12258	0	0	1631	0	0	11116	10	26	69473	0	11	4879	47	55	16872	0	7	199258	0	0	1669	0	0	11156	10	26	72014	0	13	5031	47	57	17015	0	8	211516	0	0	2.2768124625524266	NA	NA	0.35855145213338113	0	0	3.5284805732218736	NA	15.384615384615385	3.0212681375472075	0	3.508771929824561	0.8404349103732002	NA	12.5	5.795306265247073	NA	NA
07125	3	0	0	7	0	0	102	0	0	1262	0	5	26	0	0	8594	0	0	45	0	0	101	0	0	1794	0	0	1243	0	13	1316	0	1	74189	0	0	48	0	0	108	0	0	1896	0	0	2505	0	18	1342	0	1	82783	0	0	6.25	NA	NA	6.481481481481482	NA	NA	5.379746835443038	NA	NA	50.37924151696607	NA	27.77777777777778	1.9374068554396424	NA	0	10.38135849147772	NA	NA
08001	569	0	0	5	0	0	6447	0	1	131	0	1	462	0	1	4010	0	0	103308	0	0	4637	108	26	1575499	1208	584	9412	0	5	109201	177	93	259647	0	0	103877	0	0	4642	108	26	1581946	1208	585	9543	0	6	109663	177	94	263657	0	0	0.5477632199620706	NA	NA	0.1077121930202499	0	0	0.40753603473190614	0	0.17094017094017094	1.372733941108666	NA	16.666666666666668	0.4212906814513555	0	1.0638297872340425	1.5209154317920632	NA	NA
08002	738	0	0	28	0	0	12119	0	2	180	0	2	884	0	1	9452	0	0	48142	0	0	3329	78	24	588773	389	225	4733	0	5	63771	106	56	144305	0	0	48880	0	0	3357	78	24	600892	389	227	4913	0	7	64655	106	57	153757	0	0	1.5098199672667758	NA	NA	0.8340780458742926	0	0	2.016834972008281	0	0.8810572687224669	3.663749236718909	NA	28.571428571428573	1.367256979351945	0	1.7543859649122806	6.147362396508777	NA	NA
08003	71	0	0	6	0	0	2507	0	0	1605	10	29	803	0	1	1836	0	0	3764	0	0	2071	0	5	99405	68	39	1888	0	6	15714	19	23	68782	0	0	3835	0	0	2077	0	5	101912	68	39	3493	10	35	16517	19	24	70618	0	0	1.8513689700130378	NA	NA	0.2888781896966779	NA	0	2.4599654603972056	0	0	45.9490409390209	100	82.85714285714286	4.861657686020464	0	4.166666666666667	2.599903707270101	NA	NA
08004	148	0	0	46	0	0	13317	0	2	55	0	0	359	0	0	4416	0	0	47051	0	0	3233	78	24	572743	381	220	4575	0	4	62128	106	52	131702	0	0	47199	0	0	3279	78	24	586060	381	222	4630	0	4	62487	106	52	136118	0	0	0.3135659653806225	NA	NA	1.4028667276608722	0	0	2.2722929392894926	0	0.9009009009009009	1.187904967602592	NA	0	0.5745195000560116	0	0	3.2442439647952512	NA	NA
08005	1649	0	0	51	0	0	6197	0	2	115	0	0	620	0	2	8419	0	0	57721	0	0	2017	30	2	1047031	865	385	4927	0	3	51047	71	41	141614	0	0	59370	0	0	2068	30	2	1053228	865	387	5042	0	3	51667	71	43	150033	0	0	2.7774970523833584	NA	NA	2.4661508704061896	0	0	0.5883816229724238	0	0.5167958656330749	2.2808409361364537	NA	0	1.1999922581144638	0	4.651162790697675	5.611432151593316	NA	NA
08006	83	0	0	3	0	0	1340	0	0	11	0	2	193	0	0	3421	0	0	8863	0	0	516	0	0	101497	80	47	2108	0	17	11838	11	17	77428	0	0	8946	0	0	519	0	0	102837	80	47	2119	0	19	12031	11	17	80849	0	0	0.9277889559579701	NA	NA	0.5780346820809249	NA	NA	1.3030329550648112	0	0	0.5191127890514393	NA	10.526315789473685	1.6041891779569446	0	0	4.231344852750189	NA	NA
08007	31	0	0	5	0	0	1095	0	0	1928	0	9	639	0	1	10570	0	0	349	0	0	64	0	0	15439	0	5	7208	9	69	7847	0	8	79206	0	0	380	0	0	69	0	0	16534	0	5	9136	9	78	8486	0	9	89776	0	0	8.157894736842104	NA	NA	7.246376811594203	NA	NA	6.622716825934438	NA	0	21.103327495621716	0	11.538461538461538	7.530049493283054	NA	11.11111111111111	11.773747995009803	NA	NA
08008	23	0	0	8	0	0	802	0	0	142	0	4	139	0	0	8566	0	0	234	0	0	58	0	0	12726	0	2	6811	9	60	6644	0	6	62449	0	0	257	0	0	66	0	0	13528	0	2	6953	9	64	6783	0	6	71015	0	0	8.949416342412452	NA	NA	12.121212121212121	NA	NA	5.928444707273803	NA	0	2.0422839062275275	0	6.25	2.0492407489311515	NA	0	12.062240371752447	NA	NA
08009	210	0	0	14	0	0	3817	0	0	2355	10	40	1575	0	2	12365	0	0	533	0	0	71	0	0	19174	4	7	4954	9	65	6824	0	9	67289	0	0	743	0	0	85	0	0	22991	4	7	7309	19	105	8399	0	11	79654	0	0	28.263795423956932	NA	NA	16.470588235294116	NA	NA	16.602148666869645	0	0	32.22055000684088	52.63157894736842	38.095238095238095	18.752232408620074	NA	18.181818181818183	15.523388655936927	NA	NA
08010	844	0	0	11	0	0	7394	0	2	26	0	0	973	0	2	10234	0	0	51848	0	0	3858	78	24	606798	419	244	4743	0	7	66392	106	60	159089	0	0	52692	0	0	3869	78	24	614192	419	246	4769	0	7	67365	106	62	169323	0	0	1.6017611781674637	NA	NA	0.2843111915223572	0	0	1.203858076953135	0	0.8130081300813008	0.545187670371147	NA	0	1.444370221925332	0	3.225806451612903	6.044069618421597	NA	NA
08011	1042	0	0	893	0	5	21746	4	6	120	0	0	2686	0	2	14833	0	0	2106	0	0	1217	14	7	47151	8	19	2239	10	35	7754	0	12	42972	0	0	3148	0	0	2110	14	12	68897	12	25	2359	10	35	10440	0	14	57805	0	0	33.100381194409145	NA	NA	42.322274881516584	0	41.666666666666664	31.563057898021686	33.333333333333336	24	5.0869012293344635	0	0	25.727969348659006	NA	14.285714285714286	25.660409999135023	NA	NA
08012	35	0	0	1	0	0	418	0	0	478	0	4	197	0	1	5290	0	0	1077	0	0	61	0	0	21702	4	6	6357	19	91	7669	0	8	63880	0	0	1112	0	0	62	0	0	22120	4	6	6835	19	95	7866	0	9	69170	0	0	3.147482014388489	NA	NA	1.6129032258064515	NA	NA	1.8896925858951175	0	0	6.993416239941478	0	4.2105263157894735	2.504449529621154	NA	11.11111111111111	7.6478242012433135	NA	NA
08013	278	0	0	13	0	0	4923	0	0	5	0	1	456	0	0	3178	0	0	3022	0	0	702	0	0	49559	42	32	158	0	9	5378	0	7	34562	0	0	3300	0	0	715	0	0	54482	42	32	163	0	10	5834	0	7	37740	0	0	8.424242424242424	NA	NA	1.8181818181818181	NA	NA	9.036011893836497	0	0	3.067484662576687	NA	10	7.816249571477545	NA	0	8.420773714891363	NA	NA
08014	11	0	0	1	0	0	199	0	0	20	0	1	107	0	1	1483	0	0	679	0	0	63	0	0	21088	0	7	2592	10	41	5567	0	8	29373	0	0	690	0	0	64	0	0	21287	0	7	2612	10	42	5674	0	9	30856	0	0	1.5942028985507246	NA	NA	1.5625	NA	NA	0.93484286184056	NA	0	0.7656967840735069	0	2.380952380952381	1.885794853718717	NA	11.11111111111111	4.806196525797252	NA	NA
08015	25	0	0	0	0	0	95	0	0	1	0	1	10	0	0	980	0	0	2412	0	0	112	0	0	27097	8	9	465	0	4	2991	0	6	24940	0	0	2437	0	0	112	0	0	27192	8	9	466	0	5	3001	0	6	25920	0	0	1.0258514567090686	NA	NA	0	NA	NA	0.34936746101794647	0	0	0.2145922746781116	NA	20	0.3332222592469177	NA	0	3.7808641975308643	NA	NA
08016	72	0	0	5	0	0	657	0	0	21	0	0	227	0	0	2250	0	0	1254	0	0	1981	14	12	37576	4	11	170	0	0	4873	0	4	23381	0	0	1326	0	0	1986	14	12	38233	4	11	191	0	0	5100	0	4	25631	0	0	5.429864253393665	NA	NA	0.25176233635448136	0	0	1.7184107969555096	0	0	10.99476439790576	NA	NA	4.450980392156863	NA	0	8.778432367055519	NA	NA
08017	7313	0	0	478	0	0	89018	76	40	1437	0	5	9244	11	10	47162	0	0	2504	0	0	56	0	0	18074	4	7	820	0	19	3081	0	7	44793	0	0	9817	0	0	534	0	0	107092	80	47	2257	0	24	12325	11	17	91955	0	0	74.49322603646735	NA	NA	89.51310861423221	NA	NA	83.12292234714077	95	85.1063829787234	63.66858661940629	NA	20.833333333333332	75.00202839756592	100	58.8235294117647	51.28813006361808	NA	NA
08018	393	0	0	1	0	0	1679	0	0	11	0	3	56	0	0	2348	0	0	7705	0	0	507	0	0	98633	80	46	2542	0	24	11362	11	15	75634	0	0	8098	0	0	508	0	0	100312	80	46	2553	0	27	11418	11	15	77982	0	0	4.853050135836009	NA	NA	0.1968503937007874	NA	NA	1.673777813222745	0	0	0.4308656482569526	NA	11.11111111111111	0.4904536696444211	0	0	3.010951245159139	NA	NA
08019	46121	0	0	3161	78	24	552131	381	217	4374	0	2	60687	106	51	117551	0	0	4315	0	0	167	0	0	54502	0	9	649	0	7	4408	0	8	54659	0	0	50436	0	0	3328	78	24	606633	381	226	5023	0	9	65095	106	59	172210	0	0	91.44460306130541	NA	NA	94.98197115384616	100	100	91.01565526438556	100	96.01769911504425	87.07943460083615	NA	22.22222222222222	93.22835855288425	100	86.44067796610169	68.26026363161256	NA	NA
08020	64	0	0	1	0	0	359	0	0	30	0	5	367	0	1	4478	0	0	195	0	0	38	0	0	9432	0	1	2347	0	22	3412	0	1	44068	0	0	259	0	0	39	0	0	9791	0	1	2377	0	27	3779	0	2	48546	0	0	24.71042471042471	NA	NA	2.5641025641025643	NA	NA	3.6666326217955265	NA	0	1.2620950778291964	NA	18.51851851851852	9.711563905795185	NA	50	9.224240926131916	NA	NA
08021	3265	0	0	1345	40	0	92211	128	58	204	0	0	9216	23	20	20574	0	0	718	0	0	1205	14	7	47113	0	13	173	0	0	4503	0	2	22639	0	0	3983	0	0	2550	54	7	139324	128	71	377	0	0	13719	23	22	43213	0	0	81.97338689430077	NA	NA	52.745098039215684	74.07407407407408	0	66.18457695730814	100	81.69014084507042	54.11140583554376	NA	NA	67.17690793789635	100	90.9090909090909	47.610672714229516	NA	NA
08022	21	0	0	3	0	0	96	0	0	13	0	2	63	0	1	2058	0	0	728	0	0	13	0	0	3388	0	0	72	0	8	409	0	0	10554	0	0	749	0	0	16	0	0	3484	0	0	85	0	10	472	0	1	12612	0	0	2.803738317757009	NA	NA	18.75	NA	NA	2.7554535017221586	NA	NA	15.294117647058824	NA	20	13.347457627118644	NA	100	16.317792578496668	NA	NA
08023	234	0	0	6	0	0	644	0	0	5	0	0	36	0	0	3451	0	0	3131	0	0	641	0	0	49596	38	25	82	0	3	5135	0	4	26646	0	0	3365	0	0	647	0	0	50240	38	25	87	0	3	5171	0	4	30097	0	0	6.9539375928677565	NA	NA	0.9273570324574961	NA	NA	1.2818471337579618	0	0	5.747126436781609	NA	0	0.6961902920131503	NA	0	11.466259095590923	NA	NA
08024	194	0	0	4	0	0	467	0	0	6	0	1	102	0	0	2569	0	0	53828	0	0	3655	78	24	643874	457	257	5990	0	11	70236	117	62	175315	0	0	54022	0	0	3659	78	24	644341	457	257	5996	0	12	70338	117	62	177884	0	0	0.35911295398171117	NA	NA	0.10931948619841486	0	0	0.0724771510737327	0	0	0.1000667111407605	NA	8.333333333333334	0.14501407489550455	0	0	1.4441995907445302	NA	NA
08025	73	0	0	4	0	0	2264	0	2	38	0	1	506	0	1	3468	0	0	1471	0	0	98	0	0	15892	4	10	984	0	14	2587	0	10	28463	0	0	1544	0	0	102	0	0	18156	4	12	1022	0	15	3093	0	11	31931	0	0	4.727979274611399	NA	NA	3.9215686274509802	NA	NA	12.469706983917163	0	16.666666666666668	3.7181996086105675	NA	6.666666666666667	16.359521500161655	NA	9.090909090909092	10.860918856283861	NA	NA
08026	9	0	0	2	0	0	464	0	0	3	0	1	52	0	0	1689	0	0	8196	0	0	494	0	0	92905	76	40	1585	0	11	9549	11	11	58637	0	0	8205	0	0	496	0	0	93369	76	40	1588	0	12	9601	11	11	60326	0	0	0.10968921389396709	NA	NA	0.4032258064516129	NA	NA	0.4969529501226317	0	0	0.1889168765743073	NA	8.333333333333334	0.5416102489324028	0	0	2.7997878195139743	NA	NA
08027	121	0	0	23	0	0	7443	0	0	3351	9	34	4096	0	3	27606	0	0	429	0	0	82	0	0	10422	0	1	9773	10	90	5139	0	7	89927	0	0	550	0	0	105	0	0	17865	0	1	13124	19	124	9235	0	10	117533	0	0	22	NA	NA	21.904761904761905	NA	NA	41.6624685138539	NA	0	25.533373971350198	47.36842105263158	27.419354838709676	44.35300487276665	NA	30	23.487871491410925	NA	NA
