V1	V2
16010	16096
16011	14018
16011	14047
16011	16062
16011	16103
16011	16105
16012	14049
16012	16002
16012	16006
16012	16068
16012	16083
16012	16089
16013	16038
16013	16049
16013	16057
16013	16092
16013	16097
16014	06002
16014	06006
16014	06009
16014	16008
16014	16026
16015	14065
16015	14087
16015	16002
16015	16008
16015	16010
16015	16026
16015	16089
16015	16096
16016	16032
16016	16037
16016	16044
16016	16053
16016	16073
16016	16107
16017	15064
16017	15085
16017	16031
16017	16050
16017	16093
16017	22001
16018	16020
16018	16036
16018	16053
16018	16027
16018	16088
16019	14056
16019	14069
16019	16045
16019	16091
16019	16095
16019	16104
16020	11021
16020	11041
16020	16003
16020	16018
16020	16036
16020	16078
16020	16088
16021	16065
16021	16075
16021	16085
16021	16025
16021	16102
16022	16003
16022	16040
16022	16053
16022	16088
16022	16101
16031	11010
16031	11019
16031	16017
16031	16050
16031	22001
16031	22008
16032	16016
16032	16056
16032	16066
16032	16073
16032	16090
16032	16100
16032	16107
16033	16035
16033	16059
16033	16064
16033	16055
16033	16102
16034	16041
16034	16047
16034	16050
16034	16072
16034	16098
16034	16099
16034	16101
16034	16110
16035	16006
16035	16009
16035	16010
16035	16033
16035	16059
16035	16064
16035	16029
16035	16055
16035	16096
16035	16097
16036	11021
16036	11046
16036	16018
16036	16020
16036	16027
16036	16054
16037	16016
16037	16044
16037	16053
16037	16027
16037	16054
16038	12022
16038	12073
16038	16013
16038	16077
16038	16029
16038	16092
16038	16097
16039	16048
16039	16053
16039	16066
16039	16100
16040	16003
16040	16022
16040	16072
16040	16101
16040	16110
16041	16007
16041	16034
16041	16050
16041	16080
16041	16098
16042	16062
16042	16086
16042	16023
16042	16030
16042	16105
16042	16108
16043	16084
16043	16085
16043	16108
16044	16016
16044	16037
16044	16063
16044	16071
16044	16054
16044	16107
16045	14069
16045	16019
16045	16051
16045	16074
16045	16076
16045	16104
16046	16047
16046	16081
16046	16099
16046	16112
16047	16034
16047	16046
16047	16098
16047	16099
16047	16112
16048	16039
16048	16053
16048	16100
16049	16001
16049	16013
16049	16053
16049	16057
16049	16082
16049	16092
16049	16101
16050	11002
16050	11019
16050	11038
16050	16017
16050	16031
16050	16034
16050	16041
16050	16080
16050	16093
16050	16110
16051	14057
16051	14059
16051	14069
16051	14096
16051	14112
16051	16045
16051	16074
16052	12068
16052	16008
16052	16010
16053	16001
16053	16016
16053	16018
16053	16022
16053	16037
16053	16039
16053	16048
16053	16049
16053	16066
16053	16073
16053	16027
16053	16088
16053	16100
16053	16101
16056	16032
16056	16065
16056	16024
16056	16090
16056	16102
16056	16107
16057	16013
16057	16049
16057	16082
16057	16097
16058	16083
16058	16102
16059	16009
16059	16033
16059	16035
16059	16087
16059	16102
16060	11023
16060	16067
16060	16069
16060	16109
16061	15124
16061	16005
16061	16007
16061	16098
16061	16112
16062	16011
16062	16042
16062	16023
16062	16103
16062	16104
16062	16105
16063	16004
16063	16044
16063	16067
16063	16071
16063	16107
16064	16006
16064	16033
16064	16035
16064	16083
16064	16055
16064	16102
16065	16021
16065	16056
16065	16024
16065	16025
16065	16102
16066	16001
16066	16032
16066	16039
16066	16053
16066	16079
16066	16082
16066	16090
16066	16100
16067	11023
16067	16004
16067	16060
16067	16063
16067	16028
16067	16094
16067	16107
16067	16109
16068	14049
16068	14056
16068	16012
16068	16075
16068	16083
16068	16102
16069	11023
16069	14033
16069	16060
16069	16028
16069	16030
16069	16106
16069	16109
16070	16085
16070	16025
16070	16094
16070	16107
16071	11042
16071	11046
16071	16004
16071	16044
16071	16063
16071	16054
16071	16113
16072	16034
16072	16040
16072	16101
16072	16110
16073	16016
16073	16032
16073	16053
16073	16100
16074	14066
16074	14096
16074	16045
16074	16051
16074	16076
16074	16103
16075	14056
16075	16021
16075	16068
16075	16084
16075	16085
16075	16091
16075	16095
16075	16102
16076	16045
16076	16074
16076	16103
16076	16104
16077	12022
16077	12027
16077	12050
16077	16038
16077	16092
16078	11002
16078	11028
16078	11041
16078	11046
16078	16003
16078	16020
16079	16009
16079	16066
16079	16082
16079	16087
16079	16090
16079	16111
16080	15124
16080	16005
16080	16007
16080	16041
16080	16050
16080	16093
16081	15041
16081	15066
16081	15078
16081	15123
16081	16046
16081	16099
16081	16112
16082	16001
16082	16009
16082	16049
16082	16057
16082	16066
16082	16079
16082	16097
16083	16006
16083	16012
16083	16058
16083	16064
16083	16068
16083	16102
16084	16043
16084	16075
16084	16085
16084	16023
16084	16091
16084	16104
16084	16108
16085	16021
16085	16043
16085	16070
16085	16075
16085	16084
16085	16025
16085	16094
16085	16108
16086	14016
16086	14018
16086	16042
16086	16030
16086	16105
16086	16106
16023	16042
16023	16062
16023	16084
16023	16104
16023	16108
16024	16056
16024	16065
16024	16025
16024	16107
16025	16021
16025	16065
16025	16070
16025	16085
16025	16024
16025	16107
16026	06002
16026	14065
16026	16008
16026	16014
16026	16015
16027	16018
16027	16036
16027	16037
16027	16053
16027	16054
16028	16067
16028	16069
16028	16030
16028	16094
16028	16109
16029	12016
16029	12073
16029	16010
16029	16035
16029	16038
16029	16097
16030	16042
16030	16069
16030	16086
16030	16028
16030	16094
16030	16106
16030	16108
16054	11046
16054	16036
16054	16037
16054	16044
16054	16071
16054	16027
16055	16033
16055	16035
16055	16064
16087	16009
16087	16059
16087	16079
16087	16102
16087	16111
16088	16003
16088	16018
16088	16020
16088	16022
16088	16053
16089	14049
16089	14087
16089	16002
16089	16012
16089	16015
16090	16032
16090	16056
16090	16066
16090	16079
16090	16102
16090	16111
16091	16019
16091	16075
16091	16084
16091	16095
16091	16104
16092	12027
16092	15123
16092	16013
16092	16038
16092	16049
16092	16077
16092	16099
16092	16101
16093	15064
16093	15124
16093	16017
16093	16050
16093	16080
16094	16067
16094	16070
16094	16085
16094	16028
16094	16030
16094	16107
16094	16108
16095	14056
16095	16019
16095	16075
16095	16091
16096	16002
16096	16006
16096	16010
16096	16015
16096	16035
16097	16009
16097	16013
16097	16035
16097	16038
16097	16057
16097	16082
16097	16029
16098	16007
16098	16034
16098	16041
16098	16047
16098	16061
16098	16112
16099	15123
16099	16034
16099	16046
16099	16047
16099	16081
16099	16092
16099	16101
16100	16032
16100	16039
16100	16048
16100	16053
16100	16066
16100	16073
16101	16022
16101	16034
16101	16040
16101	16049
16101	16053
16101	16072
16101	16092
16101	16099
16102	16021
16102	16033
16102	16056
16102	16058
16102	16059
16102	16064
16102	16065
16102	16068
16102	16075
16102	16083
16102	16087
16102	16090
16102	16111
16103	14066
16103	16011
16103	16062
16103	16074
16103	16076
16103	16104
16104	16019
16104	16045
16104	16062
16104	16076
16104	16084
16104	16023
16104	16091
16104	16103
16105	14018
16105	16011
16105	16042
16105	16062
16105	16086
16106	14016
16106	14033
16106	16069
16106	16086
16106	16030
16107	16016
16107	16032
16107	16044
16107	16056
16107	16063
16107	16067
16107	16070
16107	16024
16107	16025
16107	16094
16108	16042
16108	16043
16108	16084
16108	16085
16108	16023
16108	16030
16108	16094
16109	16060
16109	16067
16109	16069
16109	16028
16110	11002
16110	16003
16110	16034
16110	16040
16110	16050
16110	16072
16111	16079
16111	16087
16111	16090
16111	16102
16112	15032
16112	15041
16112	15111
16112	15124
16112	16046
16112	16047
16112	16061
16112	16081
16112	16098
16113	11001
16113	11016
16113	11023
16113	11042
16113	16004
16113	16071
17001	12015
17001	12055
17001	17005
17001	17014
17001	17017
17001	17021
17002	15094
17002	15068
17002	17006
17002	17026
17002	17027
17002	17029
17002	17030
17003	17010
17003	17013
17003	17019
17003	21047
17003	21051
17003	21073
17003	21160
17003	21168
17004	17006
17004	17010
17004	17013
17004	17019
17004	17024
17004	17025
17004	17029
17004	17030
17004	17033
17005	12055
17005	12049
17005	15052
17005	15119
17005	17001
17005	17014
17005	17015
17005	17021
17006	17002
17006	17004
17006	17029
17006	17030
17007	15063
17007	17008
17007	17009
17007	17011
17007	17015
17007	17018
17007	17020
17008	17007
17008	17011
17008	17018
17008	17024
17008	17028
17008	17029
17009	09009
17009	09012
17009	15043
17009	15063
17009	17007
17009	17020
17010	17003
17010	17004
17010	17013
17010	17033
17010	21033
17010	21168
17011	17007
17011	17008
17011	17020
17011	17029
17012	17017
17012	17025
17012	17031
17012	17035
17013	17003
17013	17004
17013	17010
17013	17019
17014	17001
17014	17005
17014	17015
17014	17017
17014	17021
17014	17034
17015	15052
17015	15063
17015	17005
17015	17007
17015	17014
17015	17018
17015	17034
17016	15034
17016	17022
17016	17030
17016	17032
17017	12015
17017	12034
17017	17001
17017	17012
17017	17014
17017	17025
17017	17034
17017	17035
17018	17007
17018	17008
17018	17015
17018	17028
17018	17034
17019	17003
17019	17004
17019	17013
17019	17025
17019	21160
17020	09009
17020	17007
17020	17009
17020	17011
17020	17023
17020	17026
17020	17029
17021	17001
17021	17005
17021	17014
17022	15015
17022	15034
17022	17016
17022	17032
17022	17036
17022	21188
17023	09009
17023	15050
17023	17020
17023	17026
17023	17027
17024	17004
17024	17008
17024	17025
17024	17028
17024	17029
17024	17031
17024	17035
17025	12034
17025	17004
17025	17012
17025	17017
17025	17019
17025	17024
17025	17031
17025	21087
17025	21160
17026	17002
17026	17020
17026	17023
17026	17027
17026	17029
17027	15050
17027	15094
17027	17002
17027	17023
17027	17026
17028	17008
17028	17018
17028	17024
17028	17034
17028	17035
17029	17002
17029	17004
17029	17006
17029	17008
17029	17011
17029	17020
17029	17024
17029	17026
17030	15015
17030	15034
17030	15068
17030	17002
17030	17004
17030	17006
17030	17016
17030	17032
17030	17033
17031	17012
17031	17024
17031	17025
17031	17035
17032	17016
17032	17022
17032	17030
17032	17033
17032	17036
17032	21022
17032	21033
17033	17004
17033	17010
17033	17030
17033	17032
17033	21033
17034	17014
17034	17015
17034	17017
17034	17018
17034	17028
17034	17035
17035	17012
17035	17017
17035	17024
17035	17028
17035	17031
17035	17034
17036	17022
17036	17032
17036	21022
17036	21188
18001	10014
18001	18005
18001	18009
18001	18010
18001	18016
18001	25009
18002	14080
18002	18003
18002	18006
18002	18007
18002	18013
18002	18014
18003	14006
18003	14036
18003	14038
18003	14075
18003	14080
18003	18002
18003	18006
18004	14080
18004	18008
18004	18012
18004	18013
18004	18020
18005	10014
18005	10023
18005	18001
18005	25009
18005	25014
18006	14040
18006	14055
18006	14075
18006	18002
18006	18003
18006	18007
18006	18019
18007	18002
18007	18006
18007	18014
18007	18019
18008	18004
18008	18012
18008	18013
18008	18014
18008	18017
18009	10014
18009	14061
18009	18001
18009	18010
18009	18011
18009	18014
18009	18015
18009	18017
18009	18019
18009	32049
18010	18001
18010	18009
18010	18011
18010	18016
18010	18018
18011	18009
18011	18010
18011	18015
18011	18018
18012	18004
18012	18008
18012	18015
18012	18017
18013	14080
18013	18002
18013	18004
18013	18008
18013	18014
18014	18002
18014	18007
18014	18008
18014	18009
18014	18013
18014	18017
18014	18019
18015	18009
18015	18011
18015	18012
18015	18016
18015	18017
18015	18018
18016	18001
18016	18010
18016	18015
18016	18018
18016	25009
18017	18008
18017	18009
18017	18012
18017	18014
18017	18015
18018	18010
18018	18011
18018	18015
18018	18016
18019	14019
18019	14040
18019	14061
18019	14076
18019	14094
18019	18006
18019	18007
18019	18009
18019	18014
18020	14067
18020	14080
18020	18004
19001	19021
19001	19010
19001	19047
19002	19023
19002	19011
19002	19040
19002	19044
19002	19045
19002	19050
19002	28024
19003	19023
19003	19027
19003	19013
19003	19015
19003	28024
19003	28025
19004	19009
19004	19038
19004	19049
19005	05013
19005	05015
19005	19032
19005	19050
19005	28014
19005	28027
19006	19021
19006	19025
19006	19026
19006	19031
19006	19041
19006	19045
19006	19046
19020	19013
19020	19015
19020	28007
19020	28015
19020	28032
19021	19001
19021	19006
19021	19010
19021	19018
19021	19039
19021	19045
19021	19046
19021	19047
19022	19009
19022	19013
19022	19033
19022	19038
19022	19042
19022	28005
19023	19002
19023	19003
19023	19027
19023	19011
19023	19035
19023	28024
19024	19007
19024	19014
19024	28013
19024	28016
19024	28017
19024	28026
19025	19006
19025	19028
19025	19012
19025	19034
19025	19041
19025	19045
19026	19006
19026	19031
19026	19039
19026	19046
19027	19003
19027	19023
19027	19011
19027	19013
19027	19035
19027	19042
19028	19025
19028	19011
19028	19012
19028	19034
19028	19045
19007	19024
19007	19014
19007	19017
19007	19030
19007	28016
19007	28020
19007	28042
19008	05005
19008	19032
19008	19037
19008	19051
19009	19004
19009	19022
19009	19031
19009	19038
19009	19039
19009	19041
19009	19042
19009	19049
19010	19001
19010	19021
19010	19045
19010	19047
19011	19002
19011	19023
19011	19027
19011	19028
19011	19016
19011	19034
19011	19035
19011	19042
19011	19045
19012	19025
19012	19028
19012	19045
19013	19003
19013	19020
19013	19022
19013	19027
19013	19015
19013	19042
19013	28005
19013	28023
19013	28032
19014	19024
19014	19007
19014	19017
19014	19036
19014	24007
19014	24017
19014	24020
19014	24044
19014	24047
19014	28006
19014	28026
19015	19003
19015	19020
19015	19013
19015	28007
19015	28025
19016	19011
19016	19034
19016	19041
19016	19042
19017	05004
19017	05030
19017	19007
19017	19014
19017	19030
19017	19043
19017	24044
19017	32041
19018	05027
19018	19021
19018	19037
19018	19039
19018	19047
19018	19048
19019	19039
19019	19048
19029	19033
19030	19007
19030	19017
19030	19033
19030	19043
19030	28020
19031	19006
19031	19026
19031	19009
19031	19039
19031	19041
19032	05005
19032	05015
19032	05026
19032	19005
19032	19008
19032	19044
19032	19050
19032	19051
19033	19022
19033	19029
19033	19030
19033	19038
19033	19043
19033	28005
19033	28020
19033	28034
19033	28042
19034	19025
19034	19028
19034	19011
19034	19016
19034	19041
19035	19023
19035	19027
19035	19011
19036	19014
19036	24017
19036	28006
19036	28026
19037	05005
19037	05006
19037	05027
19037	19008
19037	19018
19037	19045
19037	19047
19037	19051
19038	19004
19038	19022
19038	19009
19038	19033
19038	19043
19038	19049
19039	19021
19039	19026
19039	19009
19039	19018
19039	19019
19039	19031
19039	19046
19039	19048
19039	19049
19040	19002
19040	19050
19040	28014
19040	28024
19041	19006
19041	19025
19041	19009
19041	19016
19041	19031
19041	19034
19041	19042
19042	19022
19042	19027
19042	19009
19042	19011
19042	19013
19042	19016
19042	19041
19043	05004
19043	19017
19043	19030
19043	19033
19043	19038
19043	19049
19044	19002
19044	19032
19044	19045
19044	19050
19044	19051
19045	19002
19045	19006
19045	19021
19045	19025
19045	19028
19045	19010
19045	19011
19045	19012
19045	19037
19045	19044
19045	19047
19045	19051
19046	19006
19046	19021
19046	19026
19046	19039
19047	19001
19047	19021
19047	19010
19047	19018
19047	19037
19047	19045
19048	05004
19048	05027
19048	19018
19048	19019
19048	19039
19048	19049
19049	05004
19049	19004
19049	19009
19049	19038
19049	19039
19049	19043
19049	19048
19050	19002
19050	19005
19050	19032
19050	19040
19050	19044
19050	28014
19051	19008
19051	19032
19051	19037
19051	19044
19051	19045
20001	20173
20001	20175
20001	20214
20001	20260
20001	20296
20001	20359
20002	20021
20002	20278
20002	20406
20002	30173
20002	30174
20380	20051
20380	20197
20380	20219
20380	20343
20380	20349
20003	20031
20003	20200
20003	20394
20003	20435
20003	20454
20004	20039
20004	20151
20004	20181
20004	20400
20004	20476
20005	20010
20005	20014
20005	20030
20005	20043
20005	20053
20005	20508
20005	20124
20005	20265
20005	20305
20005	20407
20005	20472
20006	20096
20006	20046
20006	20054
20006	20161
20006	20215
20006	20217
20006	20224
20006	20264
20006	20250
20006	20304
20006	20395
20006	20404
20006	20451
20006	20463
20006	20569
20007	20068
20007	20315
20008	20052
20008	20307
20008	20410
20009	20042
20009	20417
20009	20457
20009	20458
20009	20468
20009	20559
20010	20005
20010	20014
20010	20508
20010	20057
20010	20407
20010	20427
20010	20513
20011	20152
20011	20183
20011	20376
20011	20501
20011	20537
20012	20509
20012	20071
20012	20085
20012	20324
20012	20306
20012	20439
20014	20005
20014	20010
20014	20508
20014	20513
20015	20028
20015	20059
20015	20203
20015	20235
20016	12004
20016	12062
20016	20242
20016	20469
20013	20115
20013	20369
20013	20570
20013	20555
20013	20565
20021	20002
20021	30117
20021	30173
20021	30174
20017	20028
20017	20069
20017	20080
20017	20101
20017	20155
20017	20149
20017	20241
20017	20277
20017	20398
20017	20542
20018	20151
20018	20373
20018	20464
20018	20548
20018	21027
20096	20006
20096	20493
20096	20215
20096	20224
20096	20523
20019	20024
20019	20139
20019	20177
20019	20276
20019	20326
20019	20425
20019	20527
20020	12062
20020	12071
20020	20073
20020	20469
20022	20340
20022	20459
20022	21112
20022	21127
20023	20292
20023	20310
20023	20342
20023	20385
20023	20565
20097	20100
20097	20114
20097	20120
20097	20156
20097	20201
20097	20216
20097	20257
20097	20442
20098	20134
20098	20136
20098	20139
20098	20182
20098	20232
20098	20326
20098	20330
20098	20438
20024	20019
20024	20058
20024	20177
20024	20276
20024	20355
20025	20327
20026	20269
20026	20297
20026	20371
20026	20372
20026	20382
20026	20392
20026	20510
20026	20500
20027	20116
20027	20139
20027	20187
20027	20330
20027	20355
20027	20438
20028	20015
20028	20017
20028	20049
20028	20059
20028	20069
20028	20068
20028	20072
20028	20080
20028	20149
20028	20203
20028	20238
20028	20241
20028	20277
20028	20268
20028	20301
20028	20328
20028	20358
20028	20398
20028	20542
20028	20563
20030	20005
20030	20043
20030	20124
20031	20003
20031	20200
20031	20337
20031	20435
20031	20437
20031	20454
20031	20517
20099	20183
20099	20251
20099	20259
20099	20567
20029	20041
20029	20163
20029	20249
20029	20322
20029	20354
20029	20374
20029	20406
20029	21145
20032	20055
20032	20261
20032	21003
20032	21066
20049	20028
20049	20072
20033	20063
20033	20077
20033	20227
20033	20293
20033	20338
20033	20539
20050	20086
20050	20110
20050	20119
20050	20127
20050	20258
20050	20370
20050	20397
20034	20055
20034	20164
20034	20290
20034	20484
20034	20537
20035	20042
20035	20191
20036	20207
20036	20412
20036	20470
20051	20380
20051	20112
20051	20118
20051	20197
20051	20284
20051	20219
20051	20475
20051	20551
20052	20008
20052	20064
20052	20125
20052	20282
20052	20307
20052	20418
20052	20410
20052	20515
20037	12071
20037	20073
20037	20447
20106	20287
20106	20486
20106	20547
20106	20556
20038	20060
20038	20114
20038	20138
20038	20246
20038	20257
20038	20299
20039	20004
20039	20568
20039	20160
20039	20237
20039	20261
20039	20340
20039	20400
20039	20456
20039	20462
20039	20455
20039	20476
20039	21055
20039	21112
20039	21135
20040	20041
20040	20058
20040	20187
20040	20355
20040	20396
20041	20029
20041	20040
20041	20058
20041	20171
20041	20187
20041	20234
20041	20249
20041	20396
20041	20406
20042	20009
20042	20035
20042	20173
20042	20191
20042	20222
20042	20262
20042	20247
20042	20288
20042	20296
20042	20335
20042	20419
20042	20363
20042	20457
20042	20458
20042	20541
20043	20005
20043	20030
20043	20066
20043	20124
20043	20130
20043	20248
20043	20265
20043	20308
20043	20441
20043	20505
20043	20557
20044	20184
20044	20468
20044	30054
20044	30130
20044	30169
20044	30176
20044	30190
20045	20077
20045	20102
20045	20178
20045	20193
20045	20294
20045	20338
20045	20483
20046	20006
20046	20054
20046	20144
20046	20217
20046	20492
20046	20569
20046	20564
20047	20151
20047	20256
20047	20287
20047	20321
20047	20552
20047	20556
20053	20005
20053	20305
20053	20418
20053	20421
20053	20472
20054	20006
20054	20046
20054	20144
20054	20250
20054	20281
20055	20032
20055	20034
20055	20164
20055	20186
20055	20237
20055	20261
20055	20245
20055	20290
20055	20381
20055	20529
20055	20537
20055	21003
20508	20005
20508	20010
20508	20014
20508	20472
20508	20513
20048	20123
20048	20273
20048	20292
20048	20388
20048	20570
20509	20012
20509	20085
20509	20439
20056	12046
20056	20185
20056	20345
20056	20474
20057	20010
20057	20198
20057	20190
20057	20207
20057	20407
20057	20427
20057	30091
20058	20024
20058	20040
20058	20041
20058	20177
20058	20206
20058	20234
20058	20355
20058	20431
20059	20015
20059	20028
20059	20061
20059	20095
20059	20126
20059	20154
20059	20159
20059	20167
20059	20235
20059	20263
20059	20277
20059	20289
20059	20291
20059	20351
20059	20353
20059	20362
20059	20384
20059	20391
20059	20533
20059	20534
20059	20538
20059	20563
20062	20247
20062	20496
20060	20038
20060	20257
20060	20299
20060	20337
20060	20437
20060	20554
20061	20059
20061	20362
20061	20384
20070	20090
20070	20188
20070	20482
20070	20225
20070	20312
20063	20033
20063	20077
20063	20102
20063	20539
20064	20052
20064	20125
20064	20204
20064	20418
20064	20325
20064	20357
20064	20440
20064	20465
20064	20470
20069	20017
20069	20028
20069	20542
20071	20012
20071	20236
20071	20253
20071	20324
20071	20306
20065	20081
20065	20286
20065	20348
20065	20461
20065	20528
20065	20537
20065	20549
20066	20043
20066	20130
20066	20143
20066	20265
20066	20505
20066	20525
20066	20557
20067	20087
20067	20091
20067	20107
20067	20157
20067	20293
20067	20385
20067	20390
20067	20399
20068	20007
20068	20028
20068	20072
20068	20103
20068	20132
20068	20162
20068	20192
20068	20243
20068	20301
20068	20315
20068	20368
20068	20358
20068	20387
20068	20393
20068	20452
20068	20530
20068	20570
20072	20028
20072	20049
20072	20068
20072	20162
20072	20238
20072	20301
20072	20315
20072	20328
20072	20393
20073	12071
20073	20020
20073	20037
20073	20088
20073	20481
20073	20240
20073	20377
20073	20392
20073	20397
20073	20446
20073	20447
20073	20469
20073	20532
20074	20125
20074	20126
20074	20170
20074	20209
20074	20319
20074	20361
20075	20143
20075	20141
20075	20525
20076	20088
20076	20188
20076	20377
20076	20415
20076	20447
20076	20466
20521	20121
20521	20221
20521	20422
20077	20033
20077	20045
20077	20063
20077	20102
20077	20338
20078	20083
20078	20107
20078	20145
20078	20343
20078	20409
20078	20411
20078	20553
20081	20065
20081	20520
20081	20537
20081	20549
20079	20248
20079	20308
20079	20515
20561	20112
20561	20333
20561	20328
20561	20449
20561	20475
20080	20017
20080	20028
20080	20149
20084	20178
20084	20293
20084	20338
20084	20504
20084	20544
20085	20012
20085	20509
20085	20117
20085	20263
20085	20254
20085	20306
20085	20366
20085	20439
20082	20188
20082	20225
20082	20367
20082	20466
20082	20467
20082	20489
20086	20050
20086	20110
20086	20119
20086	20252
20562	20147
20562	20172
20562	20258
20562	20331
20562	20423
20562	20479
20562	20518
20562	20536
20083	20078
20083	20107
20083	20115
20083	20174
20083	20343
20083	20349
20083	20385
20083	20403
20568	20039
20568	21055
20087	20067
20087	20091
20087	20350
20087	20390
20087	20553
20088	20073
20088	20076
20088	20377
20088	20392
20088	20447
20089	20405
20089	20456
20089	20462
20089	20524
20089	20540
20089	20549
20090	20070
20090	20482
20090	20225
20090	20367
20090	20414
20090	20467
20091	20067
20091	20087
20091	20293
20091	20363
20091	20504
20091	20553
20092	20135
20092	20227
20092	20292
20092	20310
20092	20399
20093	20339
20093	20341
20093	20405
20093	20486
20093	20540
20094	20161
20094	20511
20094	20483
20094	20487
20094	20569
20095	20059
20095	20167
20095	20254
20095	20347
20095	20391
20095	20533
20100	20097
20100	20156
20100	20257
20100	20514
20100	20554
20101	20017
20101	20241
20101	20398
20112	20051
20112	20561
20112	20162
20112	20284
20112	20219
20112	20328
20112	20475
20113	20117
20113	20291
20113	20344
20113	20366
20113	20401
20102	20045
20102	20063
20102	20077
20102	20135
20102	20426
20102	20511
20102	20483
20102	20531
20102	20539
20131	20226
20131	20298
20131	20333
20131	20475
20131	20551
20103	20068
20103	20243
20103	20360
20103	20452
20104	20108
20104	20123
20104	20271
20104	20273
20104	20378
20104	20420
20104	20570
20105	20210
20105	20317
20105	20346
20105	20405
20105	20549
20107	20067
20107	20078
20107	20083
20107	20350
20107	20375
20107	20385
20107	20390
20107	20409
20107	20553
20108	20104
20108	20137
20108	20217
20108	20277
20108	20273
20108	20274
20108	20426
20108	20570
20108	20566
20109	20545
20109	20548
20109	21035
20109	21129
20110	20050
20110	20086
20110	20252
20110	20269
20110	20320
20110	20397
20111	20185
20111	20285
20111	20302
20111	20312
20111	20345
20111	20415
20114	20097
20114	20038
20114	20120
20114	20138
20114	20257
20114	20503
20115	20013
20115	20083
20115	20243
20115	20349
20115	20369
20115	20403
20115	20530
20115	20565
20116	20027
20116	20134
20116	20171
20116	20187
20116	20330
20117	20085
20117	20113
20117	20366
20117	20401
20117	20439
20118	20051
20118	20233
20118	20475
20118	20551
20119	20050
20119	20086
20119	20195
20119	20252
20119	20258
20119	20430
20119	20492
20120	20097
20120	20114
20120	20503
20120	20442
20121	20521
20121	20176
20121	20221
20121	20264
20121	20339
20121	20422
20121	20404
20121	20523
20122	20125
20122	20410
20123	20048
20123	20104
20123	20273
20123	20295
20123	20378
20123	20570
20124	20005
20124	20030
20124	20043
20124	20305
20124	20308
20124	20441
20124	20515
20125	20052
20125	20064
20125	20074
20125	20122
20125	20204
20125	20170
20125	20200
20125	20211
20125	20231
20125	20266
20125	20275
20125	20307
20125	20333
20125	20316
20125	20319
20125	20325
20125	20357
20125	20361
20125	20410
20125	20428
20125	20449
20125	20465
20199	20186
20199	20259
20199	20484
20199	20567
20126	20059
20126	20074
20126	20154
20126	20146
20126	20170
20126	20209
20126	20235
20126	20347
20126	20512
20127	20050
20127	20370
20127	20397
20204	20064
20204	20125
20204	20357
20205	20212
20205	20498
20205	20460
20205	20468
20205	30130
20205	30212
20128	20156
20128	20280
20128	20432
20129	20176
20129	20283
20129	20287
20129	20486
20130	20043
20130	20066
20130	20143
20130	20141
20130	20557
20132	20068
20132	20315
20132	20393
20133	20481
20133	20269
20133	20372
20133	20379
20133	20397
20133	20532
20134	20098
20134	20116
20134	20171
20134	20232
20134	20278
20134	20309
20134	20330
20135	20092
20135	20102
20135	20227
20135	20292
20135	20426
20135	20494
20135	20531
20135	20539
20136	20098
20136	20182
20136	20214
20136	20232
20136	20326
20136	20336
20136	20559
20137	20108
20137	20255
20137	20274
20137	20297
20137	20329
20137	20382
20137	20444
20137	20500
20137	20566
20138	20038
20138	20114
20138	20246
20138	20503
20138	20299
20138	20303
20138	20473
20138	20522
20139	20019
20139	20098
20139	20027
20139	20276
20139	20326
20139	20330
20139	20355
20139	20438
20142	20163
20142	20228
20142	20322
20142	20434
20142	21036
20143	20066
20143	20075
20143	20130
20143	20141
20143	20525
20140	20147
20140	20215
20140	20250
20140	20281
20140	20332
20140	20479
20140	20518
20141	07009
20141	07097
20141	20075
20141	20130
20141	20143
20141	20327
20141	20525
20144	20046
20144	20054
20144	20281
20144	20492
20145	20078
20145	20343
20145	20409
20145	20411
20145	20519
20145	20546
20145	20550
20152	12004
20152	12065
20152	20011
20152	20183
20152	20242
20152	20537
20153	20159
20153	20202
20153	20318
20153	20344
20153	20526
20154	20059
20154	20126
20154	20167
20154	20347
20155	20017
20155	20149
20155	20277
20155	20398
20156	20097
20156	20100
20156	20128
20156	20212
20156	20216
20156	20223
20156	20280
20156	20432
20156	20457
20156	20460
20156	20514
20146	20126
20146	20170
20146	20235
20147	20562
20147	20140
20147	20281
20147	20331
20147	20492
20147	20518
20148	20211
20149	20017
20149	20028
20149	20080
20149	20155
20149	20277
20150	20161
20150	20179
20150	20193
20150	20294
20150	20478
20150	20487
20151	20004
20151	20018
20151	20047
20151	20181
20151	20321
20151	20373
20151	20400
20151	20464
20151	20552
20157	20067
20157	20399
20160	20039
20160	20237
20160	20261
20161	20006
20161	20094
20161	20150
20161	20463
20161	20478
20161	20487
20161	20569
20158	20386
20158	20477
20158	20516
20159	20059
20159	20153
20159	20202
20159	20277
20159	20291
20159	20314
20159	20344
20162	20068
20162	20072
20162	20112
20162	20284
20162	20328
20162	20368
20163	20029
20163	20142
20163	20234
20163	20244
20163	20322
20163	20374
20163	20434
20164	20034
20164	20055
20164	20230
20164	20237
20164	20520
20164	20537
20172	20562
20172	20258
20172	20370
20172	20423
20165	20455
20165	21055
20165	21112
20165	21141
20166	20184
20166	20417
20167	20059
20167	20095
20167	20154
20167	20347
20168	20482
20168	20402
20168	20474
20168	20507
20169	20171
20169	20278
20169	20406
20170	20074
20170	20125
20170	20126
