V1	V2
12061	12044
12062	12004
12062	12071
12062	12036
12062	12043
12062	12046
12062	12078
12062	20016
12062	20020
12062	20469
12063	12020
12063	12052
12063	12072
12063	12076
12063	12041
12064	12007
12064	12067
12064	12027
12064	12050
12064	15008
12064	15105
12066	12002
12066	12004
12066	12005
12066	12010
12066	12020
12066	12069
12066	12024
12066	12033
12066	12065
12067	12003
12067	12007
12067	12064
12067	12050
12068	12016
12068	12038
12068	16010
12068	16052
12069	12004
12069	12009
12069	12020
12069	12066
12069	12043
12070	12033
12070	12045
12070	20567
12070	21011
12070	21081
12070	21191
12071	12062
12071	12046
12071	20020
12071	20037
12071	20073
12071	20185
12071	20447
12071	20469
12072	12010
12072	12020
12072	12063
12072	12076
12073	12016
12073	12022
12073	16038
12073	16029
12074	12002
12074	12019
12074	12061
12074	12028
12074	12042
12075	12017
12075	12059
12075	12061
12075	12026
12075	12029
12075	12032
12075	12040
12075	12042
12076	12010
12076	12012
12076	12052
12076	12063
12076	12072
12076	12028
12076	12051
12024	12002
12024	12010
12024	12066
12024	12033
12024	12045
12025	12012
12025	12018
12025	12052
12025	12030
12026	12006
12026	12017
12026	12058
12026	12075
12026	12032
12027	12064
12027	12050
12027	15008
12027	15082
12027	15123
12027	16077
12027	16092
12028	12002
12028	12010
12028	12061
12028	12074
12028	12076
12028	12042
12028	12044
12028	12051
12028	12079
12029	12001
12029	12021
12029	12061
12029	12075
12029	12032
12029	12039
12029	12040
12029	12044
12030	12012
12030	12018
12030	12053
12030	12056
12030	12025
12031	12007
12031	12058
12031	15105
12032	12006
12032	12011
12032	12021
12032	12054
12032	12075
12032	12026
12032	12029
12032	12040
12033	12005
12033	12066
12033	12070
12033	12024
12033	12045
12033	20567
12034	12008
12034	12015
12034	12019
12034	12059
12034	12035
12034	12042
12034	17017
12034	17025
12034	21087
12035	12015
12035	12017
12035	12055
12035	12058
12035	12059
12035	12034
12036	12013
12036	12052
12036	12062
12036	12043
12036	12046
12037	12055
12037	12058
12037	12047
12038	12016
12038	12022
12038	12068
12038	12048
12039	12001
12039	12053
12039	12056
12039	12029
12039	12044
12039	12051
12040	12075
12040	12029
12040	12032
12041	12009
12041	12020
12041	12052
12041	12063
12041	12043
12041	12081
12042	12019
12042	12059
12042	12061
12042	12074
12042	12075
12042	12028
12042	12034
12043	12004
12043	12009
12043	12052
12043	12062
12043	12069
12043	12036
12043	12041
12043	12078
12043	12081
12044	12061
12044	12028
12044	12029
12044	12039
12044	12051
12045	12002
12045	12019
12045	12070
12045	12024
12045	12033
12045	21081
12046	12013
12046	12023
12046	12062
12046	12071
12046	12036
12046	20056
12046	20180
12046	20185
12046	20474
12047	12055
12047	12058
12047	12060
12047	12037
12047	15117
12047	15080
12048	12022
12048	12057
12048	12038
12049	12055
12049	12060
12049	15040
12049	15107
12049	15117
12049	15119
12049	17005
12050	12003
12050	12022
12050	12064
12050	12067
12050	12027
12050	16077
12051	12012
12051	12056
12051	12076
12051	12028
12051	12039
12051	12044
12065	12004
12065	12005
12065	12066
12065	20152
12065	20183
12065	20251
12077	12013
12077	12018
12077	12023
12077	12052
12077	12080
12078	12062
12078	12043
12079	12010
12079	12028
12080	12013
12080	12023
12080	12077
12081	12052
12081	12041
12081	12043
13001	13004
13001	13024
13001	13035
13001	13057
13001	13077
13001	30072
13002	13016
13002	13035
13002	13077
13002	21008
13002	21057
13002	21071
13002	21100
13002	21109
13003	13005
13003	13009
13003	13012
13003	13037
13003	13038
13003	13052
13003	13054
13003	13055
13004	13001
13004	13035
13004	13053
13004	30072
13004	30198
13005	13003
13005	13010
13005	13013
13005	13023
13005	13041
13005	13052
13005	13054
13005	13065
13005	15010
13005	15036
13006	13017
13006	13019
13006	13029
13006	13030
13006	13058
13006	13059
13007	13008
13007	21053
13007	29034
13008	13007
13008	13016
13008	13021
13008	13061
13008	21053
13008	29006
13008	29020
13009	13003
13009	13038
13009	13052
13010	13005
13010	13013
13010	13065
13010	13074
13010	13076
13011	13025
13011	13026
13011	13028
13011	13078
13011	13080
13012	13003
13012	13024
13012	13036
13012	13037
13012	13038
13012	13045
13012	30072
13013	13005
13013	13010
13013	13063
13013	13076
13013	15010
13013	15035
13013	15096
13014	13026
13014	13034
13014	13068
13014	13073
13014	13079
13014	13080
13015	13020
13015	13030
13015	13037
13015	13043
13015	13055
13015	13071
13016	13002
13016	13008
13016	13056
13016	13057
13016	13061
13016	13077
13016	21008
13016	21053
13016	21208
13017	13006
13017	13019
13017	13029
13017	13044
13017	13064
13017	13067
13017	13076
13017	15045
13018	13040
13018	13049
13018	13062
13018	24037
13019	13006
13019	13017
13019	13030
13019	13041
13019	13050
13019	13054
13019	13067
13020	13015
13020	13033
13020	13037
13020	13042
13020	13071
13021	13008
13021	13061
13021	15016
13021	15065
13021	29006
13022	13039
13022	13045
13022	13051
13022	13057
13022	13083
13023	13005
13023	13041
13023	13054
13024	13001
13024	13012
13024	13045
13024	13057
13024	30072
13025	13011
13025	13028
13025	13078
13025	30055
13025	30058
13025	30155
13026	13011
13026	13014
13026	13028
13026	13073
13026	13080
13027	13053
13027	13060
13027	21111
13027	21086
13027	21178
13027	21187
13027	30083
13028	13011
13028	13025
13028	13026
13028	13032
13028	13046
13028	13073
13028	30055
13028	30056
13028	30129
13029	13006
13029	13017
13029	13044
13029	13059
13029	15071
13029	22016
13029	22017
13030	13006
13030	13015
13030	13019
13030	13043
13030	13054
13030	13055
13030	13058
13030	13084
13031	13040
13031	13043
13031	13047
13031	13084
13031	13071
13031	22010
13032	13028
13032	13046
13033	13020
13033	13042
13033	13071
13034	13014
13034	13042
13034	13062
13034	13073
13034	13079
13034	24037
13035	13001
13035	13002
13035	13004
13035	13053
13035	13060
13035	13077
13036	13012
13036	13037
13036	13081
13036	30072
13037	13003
13037	13012
13037	13015
13037	13020
13037	13036
13037	13042
13037	13055
13037	13079
13037	13081
13038	13003
13038	13009
13038	13012
13038	13039
13038	13045
13038	13048
13038	13052
13039	13022
13039	13038
13039	13045
13039	13048
13039	13051
13040	13018
13040	13031
13040	13049
13040	13062
13040	13071
13040	22010
13041	13005
13041	13019
13041	13023
13041	13050
13041	13054
13041	13065
13041	13067
13041	13070
13042	13020
13042	13033
13042	13034
13042	13037
13042	13062
13042	13071
13042	13079
13043	13015
13043	13030
13043	13031
13043	13084
13043	13071
13044	13017
13044	13029
13044	15045
13044	15071
13044	22016
13045	13012
13045	13022
13045	13024
13045	13038
13045	13039
13045	13057
13046	13028
13046	13032
13046	13073
13046	24029
13046	24037
13046	30056
13046	30129
13046	30161
13047	13031
13047	13084
13047	22004
13047	22009
13047	22010
13047	22015
13048	13038
13048	13039
13048	13051
13048	13052
13048	13083
13048	13082
13049	13018
13049	13040
13049	22010
13049	24037
13049	24057
13049	24054
13050	13019
13050	13041
13050	13054
13051	13022
13051	13039
13051	13048
13051	13083
13052	13003
13052	13005
13052	13009
13052	13038
13052	13048
13052	13075
13052	13082
13052	15036
13053	13004
13053	13027
13053	13035
13053	13060
13053	30083
13053	30180
13053	30198
13054	13003
13054	13005
13054	13019
13054	13023
13054	13030
13054	13041
13054	13050
13054	13055
13055	13003
13055	13015
13055	13030
13055	13037
13055	13054
13056	13016
13056	13057
13056	13077
13057	13001
13057	13016
13057	13022
13057	13024
13057	13045
13057	13056
13057	13061
13057	13083
13057	13072
13057	13077
13058	13006
13058	13030
13058	13059
13058	13084
13059	13006
13059	13029
13059	13058
13059	13084
13059	22004
13059	22007
13059	22017
13060	13027
13060	13035
13060	13053
13060	21109
13060	21178
13060	21187
13061	13008
13061	13016
13061	13021
13061	13057
13061	13072
13061	15016
13062	13018
13062	13034
13062	13040
13062	13042
13062	13071
13062	24037
13063	13013
13063	13076
13063	15026
13063	15035
13063	15045
13063	15095
13063	15112
13063	15079
13064	13017
13064	13067
13064	13076
13083	13022
13083	13048
13083	13051
13083	13057
13083	13066
13083	13072
13083	13082
13083	15016
13083	15061
13084	13030
13084	13031
13084	13043
13084	13047
13084	13058
13084	13059
13084	22004
13065	13005
13065	13010
13065	13041
13065	13070
13065	13074
13066	13083
13066	13075
13066	13082
13066	15016
13066	15084
13067	13017
13067	13019
13067	13041
13067	13064
13067	13070
13067	13074
13067	13076
13068	13014
13068	13079
13068	13080
13068	13081
13068	30076
13069	13075
13069	15036
13069	15120
13069	15081
13069	15084
13070	13041
13070	13065
13070	13067
13070	13074
13071	13015
13071	13020
13071	13031
13071	13033
13071	13040
13071	13042
13071	13043
13071	13062
13072	13057
13072	13061
13072	13083
13072	15016
13072	15061
13073	13014
13073	13026
13073	13028
13073	13034
13073	13046
13073	24037
13074	13010
13074	13065
13074	13067
13074	13070
13074	13076
13075	13052
13075	13066
13075	13069
13075	13082
13075	15036
13075	15084
13076	13010
13076	13013
13076	13017
13076	13063
13076	13064
13076	13067
13076	13074
13076	15045
13076	15079
13077	13001
13077	13002
13077	13016
13077	13035
13077	13056
13077	13057
13078	13011
13078	13025
13078	13080
13078	30027
13078	30058
13078	30076
13078	30202
13079	13014
13079	13034
13079	13037
13079	13042
13079	13068
13079	13081
13080	13011
13080	13014
13080	13026
13080	13068
13080	13078
13080	30076
13081	13036
13081	13037
13081	13068
13081	13079
13081	30072
13081	30076
13081	30202
13082	13048
13082	13052
13082	13083
13082	13066
13082	13075
14001	14029
14001	14093
14001	14124
14002	14050
14002	14083
14002	14097
14002	14114
14002	14119
14003	14005
14003	14006
14003	14007
14003	14036
14003	14094
14003	14095
14004	14014
14004	14082
14004	14086
14004	14089
14005	14003
14005	14009
14005	14094
14005	14095
14005	14120
14006	14003
14006	14036
14006	14038
14006	14062
14006	14077
14006	14088
14006	14095
14006	18003
14007	14003
14007	14036
14007	14055
14007	14094
14008	11025
14008	14013
14008	14016
14008	14048
14008	14072
14008	14074
14008	14078
14008	14093
14008	14125
14009	14005
14009	14083
14009	14095
14009	14120
14010	14024
14010	14032
14010	14086
14010	14088
14010	14089
14010	14114
14010	14119
14011	14012
14011	14017
14011	14028
14011	14062
14011	14088
14011	14090
14012	14011
14012	14028
14012	14058
14012	14062
14012	14084
14013	14008
14013	14016
14013	14018
14013	14063
14013	14093
14013	14105
14014	14004
14014	14026
14014	14079
14014	14082
14014	14089
14014	14092
14014	14119
14015	14017
14015	14021
14015	14027
14015	14037
14015	14068
14015	14106
14015	14110
14016	14008
14016	14013
14016	14018
14016	14033
14016	14048
14016	16086
14016	16106
14017	14011
14017	14015
14017	14028
14017	14068
14017	14090
14017	14100
14017	14110
14018	14013
14018	14016
14018	14047
14018	14063
14018	16011
14018	16086
14018	16105
14019	14031
14019	14061
14019	14076
14019	14115
14019	18019
14020	14067
14020	14084
14020	14100
14021	14015
14021	14027
14021	14043
14021	14068
14022	06007
14022	14027
14022	14043
14023	14079
14023	14082
14023	14085
14023	14108
14023	14113
14023	14121
14024	14010
14024	14077
14024	14088
14024	14114
14025	14041
14025	14081
14025	14104
14025	32015
14025	32030
14025	32031
14025	32055
14026	14014
14026	14057
14026	14059
14026	14079
14026	14085
14026	14092
14026	14107
14027	06007
14027	06008
14027	14015
14027	14021
14027	14022
14027	14043
14027	14099
14027	14106
14028	14011
14028	14012
14028	14017
14028	14084
14028	14100
14029	14001
14029	14045
14029	14093
14029	14118
14029	14124
14029	32033
14030	14044
14030	14050
14030	14051
14030	14066
14030	14096
14030	14107
14030	14123
14031	14019
14031	14076
14031	14104
14031	14115
14031	32003
14031	32004
14031	32045
14032	14010
14032	14034
14032	14052
14032	14086
14032	14088
14032	14102
14033	11023
14033	14016
14033	14048
14033	16069
14033	16106
14034	14032
14034	14037
14034	14052
14034	14054
14034	14090
14034	14102
14034	14110
14035	01001
14035	14053
14035	14073
14035	14091
14036	14003
14036	14006
14036	14007
14036	14055
14036	14075
14036	18003
14037	14015
14037	14034
14037	14054
14037	14106
14037	14110
14038	14006
14038	14058
14038	14062
14038	14080
14038	18003
14039	14045
14039	14098
14039	14101
14039	14120
14039	14124
14040	14055
14040	14094
14040	18006
14040	18019
14041	14025
14041	14081
14041	32031
14041	32046
14042	14061
14042	32049
14043	14021
14043	14022
14043	14027
14043	14068
14043	14100
14044	14030
14044	14050
14044	14051
14044	14097
14045	14029
14045	14039
14045	14071
14045	14120
14045	14124
14045	32028
14045	32033
14046	14073
14046	14078
14046	14091
14046	14111
14046	14117
14047	14018
14047	14063
14047	14066
14047	16011
14048	11008
14048	11023
14048	11025
14048	14008
14048	14016
14048	14033
14049	14056
14049	14085
14049	14087
14049	16012
14049	16068
14049	16089
14050	14002
14050	14030
14050	14044
14050	14092
14050	14097
14050	14107
14050	14119
14051	14030
14051	14044
14051	14070
14051	14097
14051	14101
14051	14123
14051	14124
14052	14032
14052	14034
14052	14088
14052	14090
14053	01001
14053	01010
14053	11020
14053	11022
14053	11030
14053	14035
14053	14064
14053	14073
14053	14109
14054	14034
14054	14037
14054	14102
14054	14106
14055	14007
14055	14036
14055	14040
14055	14075
14055	14094
14055	18006
14056	14049
14056	14069
14056	14085
14056	14112
14056	16019
14056	16068
14056	16075
14056	16095
14057	14026
14057	14059
14057	14096
14057	14107
14057	16051
14058	14012
14058	14038
14058	14062
14058	14067
14058	14080
14058	14084
14059	14026
14059	14057
14059	14085
14059	14112
14059	16051
14060	14091
14060	14117
14060	14118
14060	32002
14060	32034
14061	14019
14061	14042
14061	14115
14061	18009
14061	18019
14061	32031
14061	32049
14062	14006
14062	14011
14062	14012
14062	14038
14062	14058
14062	14088
14063	14013
14063	14018
14063	14047
14063	14066
14063	14105
14063	14123
14064	01002
14064	01010
14064	11022
14064	14053
14064	32038
14064	32052
14065	06002
14065	06005
14065	14087
14065	14108
14065	16015
14065	16026
14066	14030
14066	14047
14066	14063
14066	14096
14066	14123
14066	16074
14066	16103
14067	14020
14067	14058
14067	14080
14067	14084
14067	18020
14068	14015
14068	14017
14068	14021
14068	14043
14068	14100
14069	14056
14069	14112
14069	16019
14069	16045
14069	16051
14070	14051
14070	14097
14070	14098
14070	14101
14071	14045
14071	14094
14071	14120
14071	32011
14071	32028
14072	11025
14072	14008
14072	14074
14072	14109
14073	14035
14073	14046
14073	14053
14073	14074
14073	14078
14073	14091
14073	14109
14074	14008
14074	14072
14074	14073
14074	14078
14074	14109
14075	14036
14075	14055
14075	18003
14075	18006
14076	14019
14076	14031
14076	14094
14076	18019
14076	32004
14077	14006
14077	14024
14077	14083
14077	14088
14077	14095
14077	14114
14078	14008
14078	14046
14078	14073
14078	14074
14078	14093
14078	14111
14078	14125
14079	14014
14079	14023
14079	14026
14079	14082
14079	14085
14080	14038
14080	14058
14080	14067
14080	18002
14080	18003
14080	18004
14080	18013
14080	18020
14081	14025
14081	14041
14081	32046
14081	32055
14082	14004
14082	14014
14082	14023
14082	14079
14082	14086
14082	14113
14083	14002
14083	14009
14083	14077
14083	14095
14083	14097
14083	14114
14083	14120
14084	14012
14084	14020
14084	14028
14084	14058
14084	14067
14084	14100
14085	14023
14085	14026
14085	14049
14085	14056
14085	14059
14085	14079
14085	14087
14085	14112
14085	14121
14086	14004
14086	14010
14086	14032
14086	14082
14086	14089
14086	14102
14086	14113
14087	14049
14087	14065
14087	14085
14087	14108
14087	14121
14087	16015
14087	16089
14088	14006
14088	14010
14088	14011
14088	14024
14088	14032
14088	14052
14088	14062
14088	14077
14088	14090
14089	14004
14089	14010
14089	14014
14089	14086
14089	14119
14090	14011
14090	14017
14090	14034
14090	14052
14090	14088
14090	14110
14091	01001
14091	14035
14091	14046
14091	14060
14091	14073
14091	14116
14091	14117
14091	32002
14091	32018
14091	32019
14091	32034
14092	14014
14092	14026
14092	14050
14092	14107
14092	14119
14093	14001
14093	14008
14093	14013
14093	14029
14093	14078
14093	14105
14093	14111
14093	14118
14093	14124
14093	14125
14094	14003
14094	14005
14094	14007
14094	14040
14094	14055
14094	14071
14094	14076
14094	14120
14094	18019
14094	32004
14094	32011
14094	32047
14095	14003
14095	14005
14095	14006
14095	14009
14095	14077
14095	14083
14096	14030
14096	14057
14096	14066
14096	14107
14096	16051
14096	16074
14097	14002
14097	14044
14097	14050
14097	14051
14097	14070
14097	14083
14097	14098
14097	14120
14098	14039
14098	14070
14098	14097
14098	14101
14098	14120
14099	06003
14099	06008
14099	14027
14099	14106
14099	14113
14099	14122
14100	14017
14100	14020
14100	14028
14100	14043
14100	14068
14100	14084
14101	14039
14101	14051
14101	14070
14101	14098
14101	14124
14102	14032
14102	14034
14102	14054
14102	14086
14102	14106
14102	14113
14103	06003
14103	06005
14103	14108
14103	14122
14104	14025
14104	14031
14104	14115
14104	32003
14104	32030
14104	32031
14104	32048
14105	14013
14105	14063
14105	14093
14105	14123
14105	14124
14106	14015
14106	14027
14106	14037
14106	14054
14106	14099
14106	14102
14106	14113
14107	14026
14107	14030
14107	14050
14107	14057
14107	14092
14107	14096
14108	06003
14108	06005
14108	14023
14108	14065
14108	14087
14108	14103
14108	14113
14108	14121
14108	14122
14109	11020
14109	11025
14109	14053
14109	14072
14109	14073
14109	14074
14110	14015
14110	14017
14110	14034
14110	14037
14110	14090
14111	14046
14111	14078
14111	14093
14111	14117
14111	14118
14112	14056
14112	14059
14112	14069
14112	14085
14112	16051
14113	14023
14113	14082
14113	14086
14113	14099
14113	14102
14113	14106
14113	14108
14113	14122
14114	14002
14114	14010
14114	14024
14114	14077
14114	14083
14114	14119
14115	14019
14115	14031
14115	14061
14115	14104
14115	32031
14116	01001
14116	01003
14116	14091
14116	32018
14117	14046
14117	14060
14117	14091
14117	14111
14117	14118
14118	14029
14118	14060
14118	14093
14118	14111
14118	14117
14118	32033
14118	32034
14119	14002
14119	14010
14119	14014
14119	14050
14119	14089
14119	14092
14119	14114
14120	14005
14120	14009
14120	14039
14120	14045
14120	14071
14120	14083
14120	14094
14120	14097
14120	14098
14121	14023
14121	14085
14121	14087
14121	14108
14122	06003
14122	14099
14122	14103
14122	14108
14122	14113
14123	14030
14123	14051
14123	14063
14123	14066
14123	14105
14123	14124
14124	14001
14124	14029
14124	14039
14124	14045
14124	14051
14124	14093
14124	14101
14124	14105
14124	14123
14125	14008
14125	14078
14125	14093
15001	15003
15001	15014
15001	15102
15001	15085
15001	22001
15002	15011
15002	15028
15002	15033
15002	15092
15002	15093
15002	15081
15002	15100
15003	15001
15003	15045
15003	15071
15003	15102
15003	22001
15003	22016
15004	15021
15004	15097
15004	15117
15004	15080
15005	15007
15005	15042
15005	15074
15005	15106
15005	15114
15005	15118
15005	15087
15006	15012
15006	15073
15006	15098
15006	15101
15007	15005
15007	15032
15007	15110
15007	15111
15007	15114
15007	15118
15007	15086
15008	12058
15008	12064
15008	12027
15008	15105
15008	15080
15008	15082
15009	15015
15009	15017
15009	15068
15009	15103
15009	21074
15009	21138
15010	13005
15010	13013
15010	15036
15010	15096
15011	15002
15011	15028
15011	15030
15011	15033
15011	15099
15011	15100
15012	15006
15012	15073
15012	15101
15013	15038
15013	15046
15013	15057
15013	15060
15013	15104
15013	15121
15014	15001
15014	15048
15014	15056
15014	15102
15014	15085
15015	15009
15015	15034
15015	15068
15015	17022
15015	17030
15015	21138
15015	21188
15016	13021
15016	13061
15016	13083
15016	13066
15016	13072
15016	15075
15016	15061
15016	15065
15016	15084
15017	15009
15017	15050
15017	15094
15017	15068
15017	15103
15017	15089
15018	15027
15018	15072
15018	15073
15018	15054
15018	15055
15018	15106
15018	15090
15018	15101
15019	15051
15019	15062
15019	15101
15020	09005
15020	15033
15020	15108
15020	15109
15021	15004
15021	15040
15021	15097
15021	15113
15021	15117
15021	15118
15021	15086
15021	15090
15022	15025
15022	15103
15022	15083
15023	15035
15023	15091
15023	15095
15023	15120
15024	15053
15024	15091
15024	15095
15024	15059
15024	15108
15024	15109
15024	15120
15024	15121
15025	09009
15025	09011
15025	15022
15025	15039
15025	15050
15025	15103
15025	15122
15025	15083
15025	15089
15026	13063
15026	15045
15026	15056
15026	15102
15026	15112
15027	15018
15027	15054
15027	15055
15027	15101
15028	15002
15028	15011
15028	15030
15028	15069
15028	15093
15028	15099
15028	15100
15029	15031
15029	15039
15029	15070
15029	15099
15030	15011
15030	15028
15030	15099
15031	15029
15031	15070
15031	15058
15031	15099
15032	15007
15032	15041
15032	15110
15032	15111
15032	16112
15033	09005
15033	15002
15033	15011
15033	15020
15033	15044
15033	15058
15033	15104
15033	15109
15033	15081
15033	15099
15033	15125
15034	15015
15034	17016
15034	17022
15034	17030
15035	13013
15035	13063
15035	15023
15035	15095
15035	15096
15035	15120
15036	13005
15036	13052
15036	13069
15036	13075
15036	15010
15036	15096
15036	15120
15037	09004
15037	09016
15037	15051
15037	15057
15037	15062
15038	15013
15038	15046
15038	15060
15038	15067
15038	15087
15039	15025
15039	15029
15039	15070
15039	15103
15039	15122
15039	15099
15039	21180
15040	12049
15040	15021
15040	15107
15040	15113
15040	15117
15040	15119
15041	15032
15041	15110
15041	15078
15041	16081
15041	16112
15042	15005
15042	15047
15042	15048
15042	15074
15042	15087
15043	09012
15043	15063
15043	15101
15043	17009
15044	15033
15044	15059
15044	15109
15044	15120
15044	15081
15044	15125
15045	13017
15045	13044
15045	13063
15045	13076
15045	15003
15045	15026
15045	15071
15045	15102
15045	15079
15046	15013
15046	15038
15046	15057
15046	15067
15046	15115
15047	15042
15047	15048
15047	15056
15047	15060
15047	15112
15047	15087
15048	15014
15048	15042
15048	15047
15048	15074
15048	15056
15048	15064
15048	15085
15049	15052
15049	15063
15049	15088
15049	15090
15049	15098
15049	15101
15050	09009
15050	15017
15050	15025
15050	15094
15050	15068
15050	15083
15050	15089
15050	17023
15050	17027
15051	15019
15051	15037
15051	15054
15051	15057
15051	15062
15051	15067
15051	15106
15051	15115
15051	15076
15051	15101
15052	15049
15052	15063
15052	15119
15052	15088
15052	17005
15052	17015
15069	15028
15069	15093
15069	15099
15070	09007
15070	15029
15070	15031
15070	15039
15070	15058
15070	15122
15071	13029
15071	13044
15071	15003
15071	15045
15071	22016
15072	15018
15072	15073
15072	15090
15072	15098
15073	15006
15073	15012
15073	15018
15073	15072
15073	15098
15073	15101
15074	15005
15074	15042
15074	15048
15074	15064
15074	15114
15074	15124
15075	15016
15075	15092
15075	15093
15075	15065
15075	15084
15053	15024
15053	15059
15053	15108
15054	15018
15054	15027
15054	15051
15054	15055
15054	15106
15054	15076
15054	15101
15091	15023
15091	15024
15091	15095
15091	15120
15092	15002
15092	15075
15092	15093
15092	15065
15092	15081
15092	15084
15093	15002
15093	15028
15093	15069
15093	15075
15093	15092
15093	15065
15093	15099
15093	29006
15094	15017
15094	15050
15094	15068
15094	17002
15094	17027
15095	13063
15095	15023
15095	15024
15095	15035
15095	15091
15095	15060
15095	15112
15095	15121
15096	13013
15096	15010
15096	15035
15096	15036
15096	15120
15097	15004
15097	15021
15097	15077
15097	15080
15097	15082
15097	15086
15055	15018
15055	15027
15055	15054
15056	15014
15056	15026
15056	15047
15056	15048
15056	15102
15056	15112
15057	09002
15057	09016
15057	15013
15057	15037
15057	15046
15057	15051
15057	15104
15057	15115
15058	09005
15058	09006
15058	09007
15058	09017
15058	15031
15058	15033
15058	15070
15058	15099
15059	15024
15059	15044
15059	15053
15059	15108
15059	15109
15059	15120
15059	15081
15059	15125
15060	15013
15060	15038
15060	15047
15060	15095
15060	15112
15060	15121
15060	15087
15061	13083
15061	13072
15061	15016
15062	09004
15062	09008
15062	09010
15062	09012
15062	15019
15062	15037
15062	15051
15062	15101
15063	15043
15063	15049
15063	15052
15063	15088
15063	15101
15063	17007
15063	17009
15063	17015
15064	15048
15064	15074
15064	15124
15064	15085
15064	16017
15064	16093
15065	13021
15065	15016
15065	15075
15065	15092
15065	15093
15065	29006
15066	15110
15066	15116
15066	15078
15066	15123
15066	15086
15066	16081
15067	15038
15067	15046
15067	15051
15067	15106
15067	15115
15067	15087
15068	15009
15068	15015
15068	15017
15068	15050
15068	15094
15068	17002
15068	17030
15102	15001
15102	15003
15102	15014
15102	15026
15102	15045
15102	15056
15103	15009
15103	15017
15103	15022
15103	15025
15103	15039
15103	15083
15103	15089
15103	21074
15103	21143
15103	21180
15104	09002
15104	09005
15104	15013
15104	15033
15104	15057
15104	15109
15104	15121
15105	12007
15105	12058
15105	12064
15105	12031
15105	15008
15106	15005
15106	15018
15106	15051
15106	15054
15106	15067
15106	15118
15106	15076
15106	15087
15106	15090
15107	12049
15107	15040
15107	15119
15108	15020
15108	15024
15108	15053
15108	15059
15108	15109
15109	09005
15109	15020
15109	15024
15109	15033
15109	15044
15109	15059
15109	15104
15109	15108
15109	15121
15109	15125
15110	15007
15110	15032
15110	15041
15110	15066
15110	15116
15110	15078
15110	15086
15111	15007
15111	15032
15111	15114
15111	15124
15111	16112
15112	13063
15112	15026
15112	15047
15112	15095
15112	15056
15112	15060
15113	15021
15113	15040
15113	15119
15113	15088
15113	15090
15114	15005
15114	15007
15114	15074
15114	15111
15114	15124
15115	15046
15115	15051
15115	15057
15115	15067
15116	15066
15116	15110
15116	15082
15116	15123
15116	15086
15117	12060
15117	12047
15117	12049
15117	15004
15117	15021
15117	15040
15117	15080
15118	15005
15118	15007
15118	15021
15118	15106
15118	15086
15118	15090
15119	12049
15119	15040
15119	15052
15119	15107
15119	15113
15119	15088
15119	17005
15120	13069
15120	15023
15120	15024
15120	15035
15120	15036
15120	15044
15120	15091
15120	15096
15120	15059
15120	15081
15121	15013
15121	15024
15121	15095
15121	15060
15121	15104
15121	15109
15076	15051
15076	15054
15076	15106
15077	15097
15077	15082
15077	15086
15078	15041
15078	15066
15078	15110
15078	16081
15079	13063
15079	13076
15079	15045
15080	12058
15080	12047
15080	15004
15080	15008
15080	15097
15080	15117
15080	15082
15081	13069
15081	15002
15081	15033
15081	15044
15081	15092
15081	15059
15081	15120
15081	15084
15081	15125
15082	12027
15082	15008
15082	15097
15082	15116
15082	15077
15082	15080
15082	15123
15082	15086
15122	09007
15122	09011
15122	15025
15122	15039
15122	15070
15123	12027
15123	15066
15123	15116
15123	15082
15123	16081
15123	16092
15123	16099
15124	15074
15124	15064
15124	15111
15124	15114
15124	16005
15124	16061
15124	16080
15124	16093
15124	16112
15083	15022
15083	15025
15083	15050
15083	15103
15083	15089
15084	13066
15084	13069
15084	13075
15084	15016
15084	15075
15084	15092
15084	15081
15085	15001
15085	15014
15085	15048
15085	15064
15085	16017
15085	22001
15086	15007
15086	15021
15086	15097
15086	15066
15086	15110
15086	15116
15086	15118
15086	15077
15086	15082
15087	15005
15087	15038
15087	15042
15087	15047
15087	15060
15087	15067
15087	15106
15088	15049
15088	15052
15088	15063
15088	15113
15088	15119
15088	15090
15089	15017
15089	15025
15089	15050
15089	15103
15089	15083
15090	15018
15090	15021
15090	15049
15090	15072
15090	15106
15090	15113
15090	15118
15090	15088
15090	15098
15098	15006
15098	15049
15098	15072
15098	15073
15098	15090
15098	15101
15099	15011
15099	15028
15099	15029
15099	15030
15099	15031
15099	15033
15099	15039
15099	15069
15099	15093
15099	15058
15099	21180
15100	15002
15100	15011
15100	15028
15101	09012
15101	15006
15101	15012
15101	15018
15101	15019
15101	15027
15101	15043
15101	15049
15101	15051
15101	15073
15101	15054
15101	15062
15101	15063
15101	15098
15125	15033
15125	15044
15125	15059
15125	15109
15125	15081
16001	16049
16001	16053
16001	16066
16001	16082
16002	16006
16002	16012
16002	16015
16002	16089
16002	16096
16003	11002
16003	16020
16003	16022
16003	16040
16003	16078
16003	16088
16003	16110
16004	11023
16004	16063
16004	16067
16004	16071
16004	16113
16005	15124
16005	16007
16005	16061
16005	16080
16006	16002
16006	16012
16006	16035
16006	16064
16006	16083
16006	16096
16007	16005
16007	16041
16007	16061
16007	16080
16007	16098
16008	16010
16008	16014
16008	16015
16008	16052
16008	16026
16009	16035
16009	16059
16009	16079
16009	16082
16009	16087
16009	16097
16010	12016
16010	12068
16010	16008
16010	16015
16010	16035
16010	16052
16010	16029
